"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"4500","2384.84","2384.84","USD","","2014-12-03","","","UCL","Development","","","","Company of Biologists","2014","","0","","VEGF189 binds NRP1 and is sufficient for VEGF/NRP1-dependent neuronal patterning in the developing brain","10.1242/dev.115998","1.0"
"1875","1875","1875","GBP","","2014-12-04","","","UCL","Journal of Geophysical Research","","","","Wiley-Blackwell","2014","","0","","Earthquake nucleation in intact or healed rocks","10.1002/2014jb011518","1.0"
"1296","1296","1296","GBP","","2014-12-04","","","UCL","Philosophical Transactions of the Royal Society A","","","","The Royal Society","2014","","0","","Global evolutionary isolation measures can capture key local conservation species in Nearctic and Neotropical bird communities","10.1098/rstb.2014.0013","1.0"
"1125","1125","1125","GBP","","2014-12-04","","","UCL","Geophysical Research Letters","","","","Wiley-Blackwell","2014","","0","","Increases in plasma sheet temperature with solar wind driving during substorm growth phases","10.1002/2014gl062400","1.0"
"2250","2250","2250","GBP","","2014-12-04","","","UCL","Journal Of The National Cancer Institute","","","","Oxford University Press (OUP)","2014","","0","","Population testing for cancer predisposing BRCA1/BRCA2 mutations in the Ashkenazi-Jewish community: a randomized controlled trial","10.1093/jnci/dju379","1.0"
"971","971","971","GBP","","2014-12-05","","","UCL","Ecology and Evolution","","","","Wiley-Blackwell","2014","","0","","Diversity patterns of ground beetles and understorey vegetation in mature, secondary and plantation forest regions of temperate Northern China","10.1002/ece3.1367","0.9929577464788732"
"1377","1377","1377","GBP","","2014-12-05","","","UCL","BMJ Open","","","","BMJ","2014","","0","","Health system reforms, violence against doctors and job satisfaction in the medical profession: a cross-sectional survey in Zhejiang Province, Eastern China","10.1136/bmjopen-2014-006431","1.0"
"2500","2500","2500","GBP","","2014-12-05","","","UCL","British Journal of Psychiatry","","","","Royal College of Psychiatrists","2014","","0","","Interventions to improve the experience of caring for people with severe mental illness: A systematic review and meta-analysis","10.1192/bjp.bp.114.147561","0.992"
"1377","1377","1377","GBP","","2014-12-05","","","UCL","BMJ Open","","","","BMJ","2014","","0","","Prevalence and determinants of caesarean section in private and public health facilities in underserved South Asian communities: cross-sectional analysis of data from Bangladesh, India, and Nepal","10.1136/bmjopen-2014-005982","0.9974293059125964"
"2500","2500","2500","GBP","","2014-12-05","","","UCL","British Journal of Psychiatry","","","","Royal College of Psychiatrists","2014","","0","","Violent and non-violent crime against adults with severe mental illness","10.1192/bjp.bp.114.147843","1.0"
"1500","1500","1500","GBP","","2014-12-08","","","UCL","Child and Adolescent Mental Health","","","","Wiley-Blackwell","2014","","0","","Analysing and reporting UK CAMHS outcomes: an application of funnel plots","10.1111/camh.12086","1.0"
"1500","1500","1500","GBP","","2014-12-08","","","UCL","Economic Geography","","","","Wiley-Blackwell","2014","","0","","Encore for the enclave: the changing nature of the industry enclave with illustrations from the mining industry in Chile","10.1111/ecge.12086","1.0"
"2040","2040","2040","GBP","","2014-12-08","","","UCL","Annals of Oncology","","","","Oxford University Press (OUP)","2014","","0","","EURAMOS-1, an international randomised study for osteosarcoma: results from pre-randomisation treatment","10.1093/annonc/mdu526","0.9951690821256038"
"3498","3498","3498","GBP","","2014-12-08","","","UCL","Nature Communications","","","","Springer Nature","2014","","0","","High mobility explains demand sharing and enforced cooperation in egalitarian hunter-gatherers","10.1038/ncomms6789","1.0"
"2975","2975","2975","GBP","","2014-12-08","","","UCL","Lancet Diabetes & Endocrinology","","","","Elsevier BV","2014","","0","","Type 2 diabetes and incidence of a wide range of cardiovascular diseases: a cohort study in 1•9 million people","10.1016/s0140-6736(15)60401-9","0.990909090909091"
"850","850","850","GBP","","2014-12-08","","","UCL","Internet Archaeology","","","","University of York","2014","","0","","Understanding archaeological authority in a digital context","10.11141/ia.38.1","1.0"
"1194","1194","1194","GBP","","2014-12-09","","","UCL","","","","","Emerald","2014","","0","","Conceptualizing and contextualizing research and policy for links between climate change and migration","10.1108/ijccsm-05-2014-0058","1.0"
"1500","1500","1500","GBP","","2014-12-09","","","UCL","Clinical and Experimental Immunology","","","","Wiley-Blackwell","2014","","0","","Defective natural killer cell anti-viral capacity in paediatric HBV infection","10.1111/cei.12470","1.0"
"2500","2500","2500","GBP","","2014-12-09","","","UCL","British Journal of Psychiatry","","","","Royal College of Psychiatrists","2014","","0","","Reciprocal associations between smoking cessation and depression in older smokers: findings from the English Longitudinal Study of Ageing (ELSA)","10.1192/bjp.bp.114.153494","0.9750889679715302"
"2200","0","0","EUR","","2014-12-10","","","UCL","European Journal of Nutrition","","","","Springer Nature","2014","","0","","Association of daily coffee and tea consumption and metabolic syndrome: results from the Polish arm of the HAPIEE study","10.1007/s00394-014-0789-6","1.0"
"2700","1720.54","1720.54","USD","","2014-12-10","","","UCL","Physical Review Letters","","","","American Physical Society (APS)","2014","","0","","Determination of the nitrogen vacancy as a shallow compensating center in GaN doped with divalent metals","10.1103/physrevlett.114.016405","1.0"
"2191.38","1445.78","1445.78","EUR","","2014-12-10","","","UCL","Epilepsy Research","","","","Elsevier BV","2014","","0","","Factors affecting reorganisation of memory encoding networks in Temporal Lobe Epilepsy","10.1016/j.eplepsyres.2014.11.001","1.0"
"3360","3360","3360","GBP","","2014-12-10","","","UCL","Genetics in Medicine","","","","Springer Nature","2014","","0","","Implications of polygenic risk-stratified screening for prostate cancer on overdiagnosis","10.1038/gim.2014.192","1.0"
"2040","2040","2040","GBP","","2014-12-10","","","UCL","British Journal of General Practice","","","","Royal College of General Practitioners","2014","","0","","Patient reactions to a web-based cardiovascular risk calculator in type 2 diabetes: a qualitative study","10.3399/bjgp15x683953","0.9279279279279279"
"1000","638.96","638.96","USD","","2014-12-10","","","UCL","Proceedings of the National Academy of Sciences","","","","National Academy of Sciences","2014","","0","","Phylogenetic reconstruction of Bantu kinship challenges Main Sequence Theory of human social evolution","10.1073/pnas.1415744111","1.0"
"1995.05","1569.72","1569.72","EUR","","2014-12-10","","","UCL","Atherosclerosis","","","","Elsevier BV","2014","","0","","Progression of cardiovascular risk factors in Black Africans: 3 year follow up of the SABPA cohort study","10.1016/j.atherosclerosis.2014.11.019","1.0"
"1251.8","1251.8","1251.8","GBP","","2014-12-15","","","UCL","Journal of Biological Chemistry","","","","American Society for Biochemistry & Molecular Biology (ASBMB)","2014","","0","","N-terminal domain of prion protein directs its oligomeric association","10.1074/jbc.m114.566588","1.0"
"3200","2045.6","2045.6","USD","","2014-12-17","","","UCL","Journal of Computational Biology","","","","Mary Ann Liebert Inc","2014","","0","","A Simulation Approach for Change-Points on Phylogenetic Trees","10.1089/cmb.2014.0218","1.0"
"3800","2417.37","2417.37","USD","","2014-12-17","","","UCL","Neurology","","","","Wolters Kluwer / Lippincott, Williams and Wilkins","2014","","0","","Alcohol consumption, drinking patterns, and cognitive function in older Eastern European adults","10.1212/wnl.0000000000001164","1.0"
"1750","1118.69","1118.69","USD","","2014-12-17","","","UCL","Journal of Construction Engineering and Management","","","","American Society of Civil Engineers","2014","","0","","An Econometric Analysis of Holdup Problems in Construction Projects","10.1061/(asce)co.1943-7862.0000957","1.0"
"2000","1270.09","1270.09","USD","","2014-12-17","","","UCL","Blood","","","","American Society of Hematology","2014","","0","","Changes in regulation of human monocyte proteins in response to IgG from patients with antiphospholipid syndrome","10.1182/blood-2014-05-577569","1.0"
"1755.64","1396.42","1396.42","EUR","","2014-12-17","","","UCL","Neuroimage","","","","Elsevier BV","2014","","0","","Construct Validation of a DCM for resting state fMRI","10.1016/j.neuroimage.2014.11.027","1.0"
"695","550.47","550.47","EUR","","2014-12-17","","","UCL","Journal of Pain Research","","","","Dove Press","2014","","0","","Grading the intensity of non-dental orofacial pain - identification of cut off points for mild, moderate and severe pain","10.2147/jpr.s75192","0.9747899159663865"
"3990.1","3173.68","3173.68","EUR","","2014-12-17","","","UCL","Current Biology","","","","Elsevier BV","2014","","0","","Individual differences in alpha frequency drive crossmodal illusory perception","10.1016/j.cub.2014.11.034","1.0"
"1415","1415","1415","GBP","","2014-12-17","","","UCL","Annals of Clinical and Translational Neurology","","","","Wiley-Blackwell","2014","","0","","Visual pathway neurodegeneration winged by mitochondrial dysfunction","10.1002/acn3.157","1.0"
"1296","1296","1296","GBP","","2014-12-18","","","UCL","Journal of Contraception","","","","Dove Press","2014","","0","","A comparison of the expected and actual pain experienced by women during insertion of an intrauterine contraceptive device","10.2147/oajc.s74624","1.0"
"2250","2250","2250","GBP","","2014-12-18","","","UCL","Clinical Infectious Diseases","","","","Oxford University Press (OUP)","2014","","0","","Astrovirus VA1/HMO-C: an increasingly recognized neurotropic pathogen in immunocompromised patients","10.1093/cid/ciu940","1.0"
"1750","1750","1750","GBP","","2014-12-18","","","UCL","Bioinformatics","","","","Oxford University Press (OUP)","2014","","0","","DISOPRED3: Precise disordered region predictions with annotated protein binding activity","10.1093/bioinformatics/btu744","0.9886363636363636"
"2100","2100","2100","GBP","","2014-12-18","","","UCL","Policing","","","","Oxford University Press (OUP)","2014","","0","","Implementing information science in policing: mapping the evidence base","10.1093/police/pau052","1.0"
"1200","1200","1200","GBP","","2014-12-18","","","UCL","Antiquity","","","","Antiquity","2014","","0","","The chronology of culture: a comparative assessment of European Neolithic dating approaches","10.1017/s0003598x00115327","1.0"
"2625.6","2625.6","2625.6","GBP","","2014-12-18","","","UCL","Journal of Infectious Diseases","","","","Oxford University Press (OUP)","2014","","0","","Transmission of tuberculosis in a South African community with a high prevalence of HIV infection","10.1093/infdis/jiu403","1.0"
"3000","3000","3000","GBP","","2014-12-19","","","UCL","British Journal of Psychiatry","","","","Royal College of Psychiatrists","2014","","0","","Investigating Trajectories of Social Recovery in Individuals with First Episode Psychosis: A Latent Class Growth Analysis","10.1192/bjp.bp.114.153486","0.9917355371900827"
"3000","3000","3000","GBP","","2014-12-19","","","UCL","British Journal of Psychiatry","","","","Royal College of Psychiatrists","2014","","0","","Recent intimate parnter violence among people with chronic mental illness: findings from a national cross-sectional survey","10.1192/bjp.bp.114.144899","0.9918032786885246"
"1296","1296","1296","GBP","","2014-12-22","","","UCL","Proceedings of the Royal Society B","","","","The Royal Society","2014","","0","","Ablation of insulin-producing cells prevents obesity but not premature mortality caused by a high-sugar diet in Drosophila","10.1098/rspb.2014.1720","1.0"
"1750","1750","1750","GBP","","2014-12-22","","","UCL","FEMS Microbiology Letters","","","","Oxford University Press (OUP)","2014","","0","","Complete genome sequence of BS49 and draft genome sequence of BS34A, Bacillus subtilis strains carrying Tn916","10.1093/femsle/fnu050","1.0"
"1500","1500","1500","GBP","","2014-12-23","","","UCL","Psychology and Marketing","","","","Wiley-Blackwell","2014","","0","","The effect of overconfidence and underconfidence on consumer value","10.1002/mar.20787","1.0"
