Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
King's College London,23/02/2015,Valeria Mondelli,Psychological Medicine,PMC4535637,,10.1093/schbul/sbv028,"Valeria Mondelli, Simone Ciufolini, Martino Belvederi Murri, Stefania Bonaccorso, Marta Di Forti, Annalisa Giordano, Tiago R. Marques, Patricia A. Zunszain, Craig Morgan, Robin M. Murray, Carmine M. Pariante, Paola Dazzan",Oxford University Press,Schizophrenia Bulletin,,Journal article,Cortisol and inflammatory biomarkers predict poor treatment response in first episode psychosis,31/03/2015,COAF,,,Wellcome Trust,,,087417/Z/08/Z,,,23/02/2015,2550,,,GBP,2550,,,,,,,CC BY,,,
King's College London,02/10/2015,Nicolas Crossley,Psychosis Studies,,26472684,10.1093/schbul/sbv146,Nicolas Crossley,Oxford University Press,Schizophrenia Bulletin,,Journal article,Altered Hub Functioning and Compensatory Activations in the Connectome: A Meta-Analysis of Functional Neuroimaging Studies in Schizophrenia,,COAF,,,Wellcome Trust,,,WT093907AIA,,,07/10/2015,2550,,,GBP,2550,,,,,,,CC BY,,,
King's College London,20/10/2015,Liam Mason,Psychology,,26508777,10.1093/schbul/sbv153,"Liam Mason, Emmanuelle Peters, Danai Dima, Steven Williams, Veena Kumari",Oxford University Press,Schizophrenia Bulletin,,Journal article,Cognitive behavioural therapy normalises functional connectivity for social threat in psychosis,27/10/2015,COAF,,,Wellcome Trust,,,67427,,,23/10/2015,2550,,,GBP,2550,,,,,,,CC BY,,,
King's College London,04/12/2015,Ulrich Reininghaus,Health Service & Population Research,,,10.1093/schbul/sbv190,,Oxford University Press,Schizophrenia Bulletin,,Journal article,"Stress sensitivity, aberrant salience, and threat anticipation in early psychosis: an experience sampling study",,COAF,,,Wellcome Trust,NIHR,,,NIHR-PDF-201104065,,21/12/2015,2550,,,GBP,2550,,,,,,,,,,
King's College London,19/04/2015,Volker Arlt,Analytical & Environmental Sciences,PMC4517052,,10.1093/toxsci/kfv086,"Volker M. Arlt, Annette M. Krais, Yanira Riffo-Vasquez, Charmaine Corbin, David H. Phillips, Domenico Spina",Oxford University Press,Toxicological Sciences,,Journal article,Pulmonary inflammation impacts on CYP1A1-mediated respiratory tract DNA damage induced by the carcinogenic air pollutant benzo[a]pyrene,23/04/2015,COAF,,,Cancer Research UK,Wellcome Trust,Wellcome Trust,C313/A14329,101126/Z13/Z,101126/B/13/Z,22/04/2015,2550,,,GBP,2550,,,,,,,CC BY,,,
King's College London,16/12/2015,Louise Webster (on behalf of Robert Plomin),"Social, Genetic & Development Psychiatry Centre",,,,,Oxford University Press,International Journal of Epidemiology,,Journal article,Application of linear mixed models to study genetic stability of height and BMI across countries and time,,RCUK,,,MRC,,,MR/M021475/1,,,14/12/2015,2100,,,GBP,2100,,,,Pre-payment discount,,2100,,,,
King's College London,26/05/2015,Rosamund Scott,Law School,,,,Rosamund Scott,Oxford University Press,Medical Law Review,,Journal article,"Risks, Reasons and Rights: The European Convention on Human Rights and English Abortion Law",,COAF,,,Wellcome Trust,,,097101/Z/11/Z,,,08/10/2015,2100,,,GBP,2100,,,,,,,,,,
King's College London,22/08/2015,Helen Fisher,Social Genetic & Developmental Psychiatry,,,,Helen Fisher,Oxford University Press,Schizophrenia Bulletin,,Journal article,Impact of Different Childhood Adversities on One-Year Outcomes of Psychotic Disorder in the GAP study,,RCUK,,,NIHR,MRC,,BRC-SLAM,,,24/08/2015,2550,,,GBP,2550,,,,,,2550,,,,
King's College London,11/11/2015,Susan Barwick,Psychology,,,,Professor Philippa Garety,Oxford University Press,Schizophrenia Bulletin,,Journal article,"Psychological mechanisms mediating effects between trauma and pscyhotic symptoms: the role of affect regulation, intrusive trauma memory, beliefs and depression",,COAF,,,Wellcome Trust,,,062452/Z/00/A,,,12/11/2015,2550,,,GBP,2550,,,,,,,,,,
King's College London,10/07/2015,Sander Land,Biomedical Engineering,PMC4532474,,10.1371/journal.pcbi.1004376,Sander Land and Steven Niederer,Public Library of Science,PLOS Computational Biology,,Journal article/Review (Full OA journal),A spatially detailed model of isometric contraction based on competitive binding of troponin I explains cooperative interactions between tropomyosin and crossbridges,11/08/2015,RCUK,,,BBSRC,,,BB/J017272/1,,,09/07/2015,2700,,,USD,1747.14,,,,,,1747.14,CC BY,,,
King's College London,10/02/2015,Natalie Prescott,Medical & Molecular Genetics,PMC4335459,,10.1371/journal.pgen.1004955,Natalie Prescott,Public Library of Science,PLOS Genetics,,Journal article/Review (Full OA journal),Pooled sequencing of 531 genes in inflammatory bowel disease identifies an associated rare variant in <i>BTNL2</i> and implicates other immune related genes.,11/02/2015,COAF,,,Wellcome Trust,,,094491/Z/10/Z,,,06/01/2015,2700,,,USD,1761.95,,,,,,,CC BY,,,
King's College London,22/01/2015,Christel Barnetson,Twin Research & Genetic Epidemiology,PMC4303431,,10.1371/journal.pone.0116863,Tim Spector,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Height and bone mineral density are associated with naevus count supporting the importance of growth in melanoma susceptibility,22/01/2015,COAF,,,Wellcome Trust,,,081878/Z/06/Z,,,19/12/2014,1620,,,USD,1066.86,,,,,,,CC BY,,,
King's College London,03/02/2015,Juliette Harris,Twin Research & Genetic Epidemiology,PMC4356519,,10.1371/journal.pone.0118027,"Timothy D Spector, Lynn F Cherkas, Barbara Prainsack",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Evaluating the Consent Preferences of UK Research Volunteers for Genetic and Clinical Studies,11/03/2015,COAF,,,Wellcome Trust,,,099194/Z/12/Z,,,31/01/2015,1620,,,USD,1063,,,,,,,CC BY,,,
King's College London,16/03/2015,Anastasia Chalkidou,Imaging Sciences & Biomedical Engineering,PMC4418696,,10.1371/journal.pone.0124165,"Anastasia Chalkidou, Mike O'Doherty, Paul Marsden",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),False discovery rates in PET and CT studies with texture features: a systematic review,04/05/2015,COAF,,,Cancer Research UK,,,Grant for this project has expired,,,26/03/2015,1620,,,USD,1096.78,,,,,,,CC BY,,,
King's College London,14/04/2015,Serena Counsell,Perinatal Imaging & Health,PMC4425672,,10.1371/journal.pone.0125681,Serena Counsell,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Development of the corticospinal and callosal tracts from extremely premature birth up to 2 years of age,,RCUK,,,MRC,,,MR/K006355/1,,,09/04/2015,1620,,,USD,1084.92,,,,,,1084.92,CC BY,,,
King's College London,19/05/2015,Joy Burchell,Research Oncology,PMC4423978,,10.1371/journal.pone.0125994,Joy Burchell,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),"The breast cancer-associated glycoforms of MUC1, MUC1-Tn and sialyl-Tn, are expressed in COSMC wild-type cells and bind the C-type lectin MGL",07/05/2015,COAF,,,Breast Cancer Campaign,,,2011 NovPR43,,,08/04/2015,1620,,,EUR,1044,,,,,,,CC BY,,,
King's College London,10/04/2015,Rashmi Patel,Psychosis Studies,PMC4439113,,10.1371/journal.pone.0126530,Rashmi Patel,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Delays before diagnosis and initiation of treatment in patients presenting to mental health services,,RCUK,,,MRC,,,Unknown,,,08/04/2015,1620,,,USD,1106.25,,,,,,1106.25,CC BY,,,
King's College London,28/04/2015,Dusko Ilic,Women's Health,PMC4438866,,10.1371/journal.pone.0126860,Dusko Ilic,Public Library of Science,PLOS ONE,1932-6203,Journal article,Three Huntington’s disease specific mutation-carrying human embryonic stem cell lines have stable number of CAG repeats upon in vitro differentiation into cardiomyocytes,,RCUK,,,AHRC,,,"G0701172 (MRC) to D.I., whereas the first author (L.J.) had a MRC studentship",,,24/04/2015,1620,,,USD,1071.3,,,,,,1071.3,CC BY,,,
King's College London,28/05/2015,Chiara Nosarti,Psychosis Studies,PMC4474892,,10.1371/journal.pone.0130094,Chiara Nosarti,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Subregional hippocampal morphology and psychiatric outcome in adolescents who were born very preterm,19/06/2015,COAF,,,Wellcome Trust,,,065699/Z/01/Z,,,27/05/2015,1620,,,USD,1063.14,,,,,,,CC BY,,,
King's College London,15/07/2015,Gillian Bates,Medical & Molecular Genetics,PMC4489736,,10.1371/journal.pone.0131985,Gillian Bates,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),In vivo profiling reveals a competent heat shock response in adult neurons: implications for neurodegenerative disorders,02/07/2015,RCUK,,,MRC,,,G0801314,,,,1620,,,USD,1037.57,,,,,,1037.57,CC BY,,,
King's College London,30/06/2015,Anuradha Ranasinghe,Informatics,PMC4511788,,10.1371/journal.pone.0132020,"Anuradha Ranasinghe, Prokar Dasgupta, Kaspar Althoefer, Thrishantha Nanayakkara",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Identification of Haptic Based Guiding Using Hard Reins,01/09/2015,RCUK,,,EPSRC,,,CEMAHRR,,,26/06/2015,1620,,,USD,1043.87,,,,,,1043.87,CC BY,,,
King's College London,28/07/2015,Matthew Prina,Health Services & Population Research,PMC4493012,,10.1371/journal.pone.0132229,"Matthew Prina, Martin Prince",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Lifetime Prevalence and Factors Associated with Head Injury among Older People in Low and Middle Income Countries: A 10/66 Study,06/07/2015,COAF,,,Wellcome Trust,,,GR066133,,,22/06/2015,1620,,,USD,1037.21,,,,,,,CC BY,,,
King's College London,04/08/2015,Christel Barnetson,Twin Research & Genetic Epidemiology,PMC4524635,,10.1371/journal.pone.0134311,Cristina Menni,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Gut-microbiota-metabolite axis in early renal function decline,04/08/2015,COAF,,,Wellcome Trust,,,081878/Z/06/Z,,,17/07/2015,1620,,,USD,1038.34,,,,,,,CC BY,,,
King's College London,24/07/2015,Dr Matthew Davies,,PMC4537268,,10.1371/journal.pone.0134865,"Matthew N. Davies, Serena Verdi, Andrea Buri, Maciej Trzaskowski, Tim D. Spector,",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),"Generalised Anxiety Disorder – a twin study of genetic architecture, genome-wide association and differential gene expression",14/08/2015,COAF,,,Wellcome Trust,,,081878/Z/06/Z,,,29/07/2015,1620,,,USD,1037.21,,,,,,,CC BY,,,
King's College London,24/08/2015,Ellen Siu,munology & Mucosal Biology,PMC4542211,,10.1371/journal.pone.0136106,"Eliano Bonaccorsi-Riani, Richard Danger, Elisavet Kodela, Roser Mas-Malavila, Helen L Collins, Robert C Hider, Marc Martinez-Llordella, Alberto Sanchez-Fueyo",Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Iron deficiency impairs intra-hepatic lymphocyte mediated immune response,19/09/2015,RCUK,,,MRC,,,MR/J006742/1,,,07/08/2015,1620,,,USD,1026,,,,,,1026,CC BY,,,
King's College London,14/10/2015,Monika Waszczuk,Social Genetic & Developmental Psychiatry,PMC4658135,,10.1371/journal.pone.0141535,Monika Waszczuk,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Attentional Control Theory in Childhood: Enhanced Attentional Capture by Non-emotional and Emotional Distractors in Anxiety and Depression,23/11/2015,RCUK,,,MRC,,,MR/J011762/1,,,29/10/2015,1620,,,USD,1047.04,,,,,,1047.04,CC BY,,,
King's College London,07/12/2015,Mark Pfuhl,Cardiovascular,PMC4682817,,10.1371/journal.pone.0144614,,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),The Cardiac Stress Response Factor Ms1 Binds to DNA and Has a Function in the Nucleus,01/01/2016,COAF,,,British Heart Foundation,,,n.a.,,,12/03/2015,1794,,,USD,1191.01,,,,,,,CC BY,,,
King's College London,02/12/2015,Andrew Lowe,MRC Centre - Developmental Neurobiology,PMC4699701,,10.1371/journal.pone.0144846,Andrew Lowe,Public Library of Science,PLOS ONE,,Journal article/Review (Full OA journal),Geniculo-cortical Projection Diversity Revealed within the Mouse Visual Thalamus,01/01/2016,COAF,,,Wellcome Trust,,,83205,,,18/12/2015,1620,,,USD,1095.9,,,,,,,CC BY,,,
King's College London,25/08/2015,Stuart Neil,Infectious Disease,PMC4552633,,10.1371/journal.ppat.1005141,Stuart Neil,Public Library of Science,PLOS Pathogens,,Journal article/Review (Full OA journal),Serine phosphorylation of HIV-1 Vpu and its binding to tetherin regulates interaction with clathrin adaptors,28/08/2015,COAF,,,Wellcome Trust,,,WT098049AIA,,,13/08/2015,2700,,,USD,1107,,,,,,,CC BY,,,
King's College London,18/09/2015,Claire Wells,Cancer Cell Biology & Imaging,PMC4657161,,10.1083/jcb.201501072,Claire Wells,Rockefeller University Press,Journal of Cell Biology,,Journal article,PAK4 promotes kinase-independent stabilisation of RhoU to modulate cell adhesion,23/11/2015,COAF,,,Breast Cancer Campaign,,,2010MayPR17,,,30/11/2015,4762.02,,,USD,3158.97,,,,Pre-payment discount,,,CC BY-NC-SA,,,
King's College London,22/05/2015,Dominic Plant,Psychological Medicine,,26045352,10.1192/bjp.bp.114.156620,"Dominic Plant, Carmine Pariante, Susan Pawlby",Royal College of Psychiatrists,British Journal of Psychiatry,,Journal article,Maternal Depression during Pregnancy and Offspring Depression in Adulthood: Role of Child Maltreatment,04/06/2015,RCUK,,,MRC,,,G9539876N,,,27/05/2015,3000,,,GBP,3000,,,,Pre-payment discount,,3000,CC BY,,,
King's College London,24/02/2015,Virginia Carter Leno,Child & Adolescent Psychiatry,PMC4629071,,10.1192/bjp.bp.114.159863,Virginia Carter Leno,Royal College of Psychiatrists,British Journal of Psychiatry,,Journal article,Callous-Unemotional Traits in Adolescents with Autism Spectrum Disorder: Common but 1 Not Necessarily Associated with Antisocial Behaviour,17/09/2015,RCUK,,,MRC,,,G0400065,,,26/02/2015,3000,,,GBP,3000,,,,Pre-payment discount,,3000,CC BY,,,
King's College London,28/10/2015,Sander Land,Biomedical Engineering Department,,,10.1098/rspa.2015.0641,"Sander Land, Steven Niederer, Thomas Fastl and Nic Smith",Royal Society,Proceedings of the Royal Society A,,Journal article,Verification of cardiac mechanics software: Benchmark problems and solutions for testing active and passive material behaviour,16/12/2015,RCUK,,,BBSRC,,,BB/J017272/1,,,09/11/2015,2040,,,GBP,2040,,,,,,2040,CC BY,,,
King's College London,10/06/2015,Deborah Dunn-Walters,Immunobiology,PMC4528414,,10.1098/rstb.2014.0237,"Victoria Martin, Deborah Dunn-Walters et al",Royal Society,Philosophical Transactions of the Royal Society B,,Journal article,Ageing B cell repertoire,20/07/2015,RCUK,,,BBSRC,,,BB/G017190/1,,,17/06/2015,1920,,,GBP,1920,,,,,,1920,CC BY,,,
King's College London,09/12/2015,Caroline Catmur,Psychology,PMC4685524,,10.1098/rstb.2015.0079,,Royal Society,Philosophical Transactions of the Royal Society B,,Journal article,Self-other control processes in social cognition: from imitation to empathy.,07/12/2015,RCUK,,,ESRC,,,ES/K00140X/1,,,18/12/2015,2040,,,GBP,2040,,,,,,2040,,,,
King's College London,07/08/2015,Khuloud Al-Jamal,Pharmaceutical Sciences Institute,,26295072,10.1039/c5cc05412e,Khuloud Al-Jamal,Royal Society of Chemistry,Chemical Communications,,Journal article,Synthesis of double-clickable functionalised graphene oxide for biological applications,07/08/2015,RCUK,,,BBSRC,,,BB/J008656/1,,,05/10/2015,1200,,,GBP,1200,,,,Pre-payment discount,,1200,CC BY,,,
King's College London,13/03/2015,Manasi Nandi,Institute of Pharmaceutical Science,PMC4442824,,10.1369/0022155415581014,Manasi Nandi,Sage,The Journal of Histochemistry & Cytochemistry,,Journal article,Vascular Expression of Transient Receptor Potential Vanilloid 1 (TRPV1),25/03/2015,COAF,,,British Heart Foundation,,,FS/10/51/28677,,,17/03/2015,540,,,USD,362.31,,,,,,,CC BY-NC,,,
King's College London,20/07/2015,Marco Catani,Neuroimaging,PMC4571601,,10.1523/jneurosci.1255-14.2015,Marco Catani,Society for Neuroscience,Journal of Neuroscience,,Journal article,Age-related differences and heritability of the perisylvian language networks,16/09/2015,RCUK,,,MRC,,,GO 400061,,,17/07/2015,3384,,,USD,2142,,,1347.14,,,2142,CC BY,,,
King's College London,13/05/2015,Stephen McMahon,Wolfson Centre for Age Related Diseases,PMC4461694,,10.1523/jneurosci.3558-14.2015,Stephen McMahon,Society for Neuroscience,Journal of Neuroscience,,Journal article,The Role of GPR84 in Experimental Neuropathic Pain,10/06/2015,COAF,,,Wellcome Trust,,,PNWRAER,,,13/05/2015,3384,,,USD,2170.57,,,,,,,CC BY,,,
King's College London,05/05/2015,Gerald Finnerty,Basic & Clinical Neurosciences,PMC4469734,,10.1523/jneurosci.4583-14.2015,Gerald Finnerty,Society for Neuroscience,Journal of Neuroscience,,Journal article,Delayed and temporally imprecise neurotransmission in reorganizing cortical microcircuits,17/06/2015,COAF,,,Wellcome Trust,,,GR068636MA,,,07/05/2015,3384,,,USD,2156.4,,,,,,,CC BY,,,
King's College London,16/10/2015,Chiara Nosarti,Psychosis Studies,PMC4666909,,10.1523/jneurosci.4769-14.2015,Chiara Nosarti,Society for Neuroscience,Journal of Neuroscience,,Journal article,Very early brain damage leads to remodelling of the working memory system in adulthood; a combined fMRI/tractography study,02/12/2015,RCUK,,,MRC,,,MR/K004867/1,,,13/10/2015,5448,,,USD,3552,,,,,,3552,CC BY,,,
King's College London,19/01/2015,Craig Morgan,Health Services & Population Research,PMC4441747,,10.1007/s00127-015-1013-6,Craig Morgan,Springer,Social Psychiatry and Psychiatric Epidemiology,,Journal article,SEARCHING FOR PSYCHOSIS: INTREPID (1): Systems for Detecting Untreated and First Episode Cases of Psychosis in Diverse Settings,29/01/2015,COAF,,,Wellcome Trust,,,WT094525,,,04/02/2015,2640,,,EUR,1912.68,,,,,,,CC BY,,,
King's College London,09/04/2015,Charlotte Gayer-Anderson,Health Services & Population Research,,25893995,10.1007/s00127-015-1058-6,"Charlotte Gayer-Anderson, Helen L Fisher, Paola Dazzan, Jane Boydell, Robin M Murray, Thomas K Craig, Craig Morgan",Springer,Social Psychiatry and Psychiatric Epidemiology,,Journal article,"Gender Differences in the Association between Childhood Physical and Sexual Abuse, Social Support and Psychosis",01/01/2015,RCUK,,,MRC,,,G0500817,,,21/04/2015,2640,,,EUR,1937.5,,,,,,1937.5,CC BY,,,
King's College London,14/10/2015,Margaret Heslin,Health Services & Population Research,,26520449,10.1007/s00127-015-1131-1,Margaret Heslin,Springer,Social Psychiatry and Psychiatric Epidemiology,,Journal article,Biological and Psychosocial Risk Factors for Psychotic Major Depression,31/10/2015,RCUK,,,MRC,,,G0500817,,,05/11/2015,2640,,,EUR,1851.57,,,,,,1851.57,CC BY,,,
King's College London,05/05/2015,Volker Arlt,Analytical & Environmental Sciences,,25995008,10.1007/s00204-015-1531-8,"Annette Krais, David Phillips, Volker Arlt",Springer,Archives of Toxicology,,Journal article,"The impact of p53 on DNA damage and metabolic activation of the environmental carcinogen benzo[a]pyrene: effects in Trp53(+/+), Trp53(+/-) and Trp53(-/-) mice",21/05/2015,COAF,,,Cancer Research UK,Wellcome Trust,German Research Foundation,"Cancer Research UK (grant C313/A14329), Wellcome Trust (grants 101126/Z/13/Z and 101126/B/13/Z), German Research Foundation (Annette Krais Fellowship)",,,27/05/2015,2640,,,EUR,1900.4,,,,Pre-payment discount,,,CC BY,,,
