"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"","","1036","GBP","10.1086/674827","","2014-07-03","","University of Liverpool","American Naturalist","","","","University of Chicago Press","2014","","0","","2014","","1285.17"
"","","2000","GBP","10.1016/j.jssc.2014.06.011","","2014-07-08","","University of Liverpool","Journal of Solid State Chemistry","","","","Elsevier BV","2014","","0","","2014","","2481.02"
"","","2000","GBP","10.1371/journal.pone.0103529","","2014-07-14","","University of Liverpool","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","2014","","2481.02"
"3000","1820.368836","","USD","10.1071/wf13188","","2014-07-16","","University of Liverpool","International Journal of Wildland Fire","","","","CSIRO Publishing","2014","","0","","2014","","2258.19"
"2200","1773.464","","EUR","10.1007/s00348-014-1796-3","","2014-07-16","","University of Liverpool","Experiments in Fluids","","","","Springer Nature","2014","","0","","2014","","2200"
"","","","","","","","","","","","","","","","","","","","",""
"","","1411.5","GBP","10.1186/1471-2458-14-796","","2014-07-21","","University of Liverpool","BMC Public Health","","","","Springer Nature","2014","","0","","2014","","1750.98"
"","","2034","GBP","10.1017/s0033291714001342","","2014-07-21","","University of Liverpool","Psychological Medicine","","","","Cambridge University Press (CUP)","2014","","0","","2014","","2523.2"
"2200","1334.9371464","","USD","10.1063/1.4891217","","2014-07-22","","University of Liverpool","Journal of Applied Physics","","","","AIP Publishing","2014","","0","","2014","","1656.0"
"2000","1213.579224","","USD","10.1152/ajpendo.00430.2013","","2014-07-22","","University of Liverpool","American Journal of Physiology-Endocrinology and Metabolism","","","","APS Publications","2014","","0","","2014","","1505.46"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","2100","GBP","10.1093/bfgp/elu012","","2014-04-07","","University of Liverpool","Briefings in functional genomics","","","","Oxford University Press (OUP)","2014","","0","2014","2014","","2605.07"
"","","1608","GBP","10.1186/ar4560","","2014-04-24","","University of Liverpool","Arthritis Research and Therapy","","","","Springer Nature","2014","","0","2014","2014","","1994.74"
"","","1704","GBP","10.1093/nar/gku322","","2014-05-07","","University of Liverpool","Nucleic Acids Research","","","","Oxford University Press (OUP)","2014","","0","2014","2014","","2113.83"
"","","1620","GBP","10.1136/bmjopen-2014-005045","","2014-04-30","","University of Liverpool","BMJ Open","","","","BMJ","2014","","0","2014","2014","","2009.63"
"2200","1773.464","","EUR","10.1007/s00213-013-3066-0","","2014-05-12","","University of Liverpool","Psychopharmacology","","","","Spriinger","2014","","0","2014","2014","","2200"
"3600","2184.4426032","","USD","10.1111/j.1464-5491.2012.03756.x","","2014-05-15","","University of Liverpool","Diabetic Medicine","","","","Wiley-Blackwell","2014","","0","2014","2014","","2709.82"
"3600","2184.4426032","","USD","10.1111/dme.12492","","2014-05-15","","University of Liverpool","Diabetic Medicine","","","","Wiley-Blackwell","2014","","0","2014","2014","","2709.82"
"","","1680","GBP","10.1098/rsbl.2014.0302","","2014-06-03","","University of Liverpool","Biology Letters","","","","The Royal Society","2014","","0","2014","2014","","2084.06"
"2665.69","2148.8660228","","EUR","10.1016/j.jprot.2014.05.007","","2014-06-06","","University of Liverpool","Journal of Proteomics","","","","Elsevier BV","2014","","0","2014","2014","","2665.69"
"1350","819.1659762","","USD","10.1371/journal.pone.0098962","","2006-06-11","","University of Liverpool","PLOS One","","","","Public Library of Science (PLoS)","2014","Journal Article/Review","0","2014","2014","","1016.18"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","2100","GBP","10.1093/hwj/dbu011","2014-09-02","2014-09-02","","University of Liverpool","History Workshop Jnl Online","","","","Oxford University Press (OUP)","2014","","0","","2014","","2647.17"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","1045.14","GBP","10.1103/physrevb.90.155413","2014-09-19","2014-09-18","","University of Liverpool","Physical Review B","","","","American Physical Society (APS)","2014","","0","","2014","","1328.85"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"2200","1731.62","","EUR","10.1007/s10608-014-9640-x","2014-10-27","2014-10-27","","University of Liverpool","Cognitive Therapy and Research","","","","Springer Customer Service","2014","","0","","2014","","2200"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"2629.66","2119.8215192","","EUR","10.1016/j.bbamcr.2014.10.029","","2014-11-11","","University of Liverpool","BBA Biochimica et Biophysica Acta","","","","Elsevier BV","2014","","0","","2014","","2629.66"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"500","326.71","","CHF","10.1167/15.12.578","2014-12-03","2014-11-28","","University of Liverpool","Symmetry","","","","MDPI APG","2014","","0","","2014","","415.56"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","240","GBP","10.1177/0263276414559058","2014-12-10","2014-11-28","","University of Liverpool","","","","","Sage Publications Ltd","2014","","0","","2014","","303.89"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1479","1192.25148","","EUR","10.4137/ebo.s20968","","2014-12-18","","University of Liverpool","Evolutionary Bioinformatics","","","","Libertas Academica   ","2014","","0","","2014","","1479"
"","","3240","GBP","10.1038/labinvest.2014.162","2014-12-22","2014-12-22","","University of Liverpool","Laboratory Investigation","","","","Springer Nature","2014","","0","","2014","","4127.91"
"","","2000","GBP","10.1111/dewb.12076","2014-12-23","2014-11-17","","University of Liverpool","Developing World Bioethics","","","","Wiley-Blackwell","2014","","0","","2014","","2542.27"
"","","","","","","","","","","","","","","","","","","","",""
"","","2000","GBP","10.1111/psyp.12399","2014-12-23","2014-11-26","","University of Liverpool","Psychophysiology","","","","Wiley-Blackwell","2014","","0","","2014","","2542.27"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"480","480","480","GBP","10.1177/1754337114566480","2014-12-18","2014-07-31","","University of Loughborough","Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology","CC BY","","","SAGE Publications","2014","Journal Article/Review","0","","2014","","610.3"
"1684","1684","1684","GBP","10.1111/acel.12321","2014-07-07","2014-07-07","","University of Newcastle","Aging Cell","","","","Wiley-Blackwell","2014","","0","","2014","","2121.31"
"2400","2400","2400","GBP","10.1111/mmi.12713","2014-07-11","2014-07-11","","University of Newcastle","Molecular Microbiology","CC BY","","","Wiley-Blackwell","2014","","0","2014","2014","","3022.29"
"3240","2039.87","2039.87","USD","10.18632/oncotarget.2573","2014-10-22","2014-10-06","1949-2553","University of Newcastle","Oncotarget","CC BY","PMC4322962","","Impact Journals, LLC","2014","Other","0","2014","2014","","2552.59"
"1582","1582.2","1582.2","GBP","10.1016/j.nmd.2015.06.308","2014-11-06","2014-10-22","","University of Newcastle","Orphanet Journal of Rare Diseases","","","","Springer Nature","2014","","0","","2014","","2012.34"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"1065.3","1065.3","1065.3","GBP","10.1084/jem.20132413","2014-12-31","2014-12-11","","Queen Mary, University of London","Journal of Experimental Medicine","CC BY-NC","","","Rockefeller University Press","2014","Journal Article/Review","0","2014","2014","","1367.7"
"","","","","","","","","","","","","","","","","","","","",""
"","","1200.67","","10.1104/pp.114.247429","2014-12-04","","","Royal Holloway","Plant Physiology","CC BY","","","American Society of Plant Biologists and Dartmouth Journal Services","2014","","0","2014","2014","","1527.38"
"1830","1109.46","1109.46","USD","10.1364/oe.22.002830","2014-01-15","","","UCL","Optics Express","","","","Optical Society of America","2014","","0","2014","2014","","1344.99"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","964","","10.1093/ije/dyu218","2014-02-14","","","UCL","Journal of the American Heart Association","","","","Wiley-Blackwell","2014","","0","","2014","","1175.11"
"","","","","","","","","","","","","","","","","","","","",""
"","","1500","","10.1002/asi.23277","2014-02-24","","","UCL","Journal of the Association for Information Science and Technology","","","","Wiley-Blackwell","2014","","0","","2014","","1818.95"
"","","1500","","10.1111/jth.12225","2014-02-27","","","UCL","Journal of Thrombosis and Haemostasis","","","","Wiley-Blackwell","2014","","0","2013","2014","","1828.49"
"","","1500","","10.1002/marc.201300777","2014-03-04","","","UCL","Macromolecular Rapid Communications","","","","Wiley-Blackwell","2014","","0","2014","2014","","1819.06"
