"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"400","International Journal of Industrial Chemistry","IJIC","http://www.industchem.com/","Springer","English","2228-5970","2228-5547","chemical engineering",2010,NA,"2011-08-25T10:50:52Z","Chemical engineering,Chemical technology,Technology,Chemical Engineering,Chemistry","Iran","N","http://www.industchem.com/authors/instructions","","Yes"
"401","Influenza Research and Treatment","Influenza Research & Treatment","http://www.hindawi.com/journals/irt/","Hindawi Publishing Corporatiom","English","2090-1380","2090-1399","influenza research",2010,NA,"2011-08-26T13:29:29Z","Infectious and parasitic diseases,Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/irt/apc/","by","Yes"
"402","Studies about Languages","Kalbų Studijos","http://www.kalbos.ktu.lt","Kaunas University of Technology","English,German,Lithuanian,Russian,French","1648-2824","2029-7203","foreign languages,applied linguistics,sociolinguistics,computational linguistics",2011,NA,"2012-06-28T12:00:03Z","Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Lithuania","N","http://www.kalbos.ktu.lt/index.php/KStud/about/submissions#authorGuidelines","","Yes"
"403","Miradas en Movimiento","","http://espaciodeestudiosmigratorios.org/mem","Espacio de Estudios Migratorios","Spanish,English","1852-2173","","migration,transnationalism",2009,NA,"2011-08-30T11:35:21Z","Colonies and colonization. Emigration and immigration. International migration,Political science,Migration,Social Sciences","Argentina","N","http://espaciodeestudiosmigratorios.org/mem-normpub","by-nc-sa","Yes"
"404","Iberoamericana de Engenharia Industrial","IJIE : Iberoamerican Journal of Industrial Engineering : Iberoamericana de Ingeniería Industrial","http://periodicos.incubadora.ufsc.br/index.php/IJIE/","Universidade Federal de Santa Catarina (UFSC)","Portuguese,Spanish,English","2175-8018","","industrial engineering",2009,NA,"2011-08-31T08:10:24Z","Industrial engineering. Management engineering,Technology (General),Technology,Industrial Engineering,Technology and Engineering","Brazil","N","http://periodicos.incubadora.ufsc.br/index.php/IJIE/about/submissions#authorGuidelines","by","Yes"
"405","DLCV : Língua, Linguística & Literatura","DLCV : Lingua, Linguistica e Literatura","http://periodicos.ufpb.br/ojs2/index.php/dclv/index","Universidade Federal da Paraíba","Portuguese","1679-6101","2237-0900","language,literature,linguistics",2003,NA,"2011-09-02T08:21:09Z","Language and Literature,Languages and Literatures,Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Brazil","N","http://periodicos.ufpb.br/ojs2/index.php/dclv/about/submissions#authorGuidelines","by","Yes"
"406","Open Journal of Immunology","","http://www.scirp.org/journal/oji/","Scientific Research Publishing","English","2162-450X","2162-4526","computational immunology,immunogenetics,immunotherapy,vaccinology",2011,NA,"2011-10-20T10:04:31Z","Immunologic diseases. Allergy,Specialties of internal medicine,Internal medicine,Medicine,Allergy and Immunology,Medicine (General),Health Sciences","United States","Y","http://www.scirp.org/Journal/ForAuthors.aspx?JournalID=602","by","Yes"
"407","Urbano","","http://www.redalyc.org/revista.oa?id=198","Universidad del Bío Bío","Spanish","0717-3997","0718-3607","city planning,urban planning,urban development",2000,NA,"2011-10-20T12:52:49Z","Architecture,Fine Arts,Architecture,Arts and Architecture","Chile","N","http://redalyc.org/redalyc/media/normas/normcol198.html","","Yes"
"408","Egyptian Academic Journal of Biological Sciences : Toxicology and Pest Control","","http://toxicology.eajbs.eg.net/","Ain Shams University","English","2090-0791","2090-0864","toxicology,ecology,environmental science,physiology,entomology,biochemistry",2009,NA,"2011-10-21T14:17:58Z","Toxicology. Poisons,Public aspects of medicine,Medicine,Public Health,Health Sciences","Egypt","Y","http://toxicology.eajbs.eg.net/author.html","","Yes"
"409","International Journal of Soft Computing & Engineering","IJSCE","http://www.ijsce.org","International Journal of Soft Computing & Engineering","English","2231-2307","","computer science,information technology",2011,NA,"2011-10-24T12:05:30Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","India","Y","http://www.ijsce.org/fee.php","by","Yes"
"410","Physics and Mathematics","Физика-математика","http://www.vestnik-mgou.ru/fizmat/","Moscow State Regional University","Russian","2072-8387","","physics,mathematics",2009,NA,"2011-10-24T14:32:24Z","Physics,Science,Physics (General),Physics and Astronomy","Russia","CON","http://www.vestnik-mgou.ru/index.php?option=com_content&view=article&id=156&Itemid=88","","Yes"
"411","Revista Ibero-Americana de Ciências Ambientais","RICA","http://www.arvore.org.br/seer/index.php/rica","Escola Superior de Sustentabilidade","Portuguese,English","2179-6858","","environmental sciences,sustainable development",2010,NA,"2011-10-25T13:20:28Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Brazil","Y","http://www.arvore.org.br/seer/index.php/rica/about/submissions#authorGuidelines","by","Yes"
"412","Journal of Humanistic Mathematics","","http://scholarship.claremont.edu/jhm/","Claremont Center for Mathematical Sciences","English","2159-8118","","philosophy,history,education,psychology,sociology",2011,NA,"2011-10-26T11:28:44Z","Mathematics,Science,Mathematics,Mathematics and Statistics","United States","N","http://scholarship.claremont.edu/jhm/policies.html","","Yes"
"413","Estudos do CEPE","Estudos do Centro do Estudos e Pesquisas Econômica","http://online.unisc.br/seer/index.php/cepe/index","Universidade de Santa Cruz do Sul","Portuguese","1413-4128","1982-6729","economics,business,management",2007,NA,"2011-10-26T12:31:40Z","Economic theory. Demography,Social Sciences,Economics,Business and Economics","Brazil","N","http://online.unisc.br/seer/index.php/cepe/about/submissions#authorGuidelines","","Yes"
"414","Metatheoria","","http://www.metatheoria.com.ar","Universidad Nacional de Tres de Febrero","Spanish,English","1853-2330","","philosophy and science,epistemology,history of science",2010,NA,"2011-10-27T11:08:40Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Argentina","N","http://metatheoria.com.ar/Index.php/m/about/submissions#authorGuidelines","","Yes"
"415","Case Reports in Surgery","","http://www.hindawi.com/crim/surgery/","Hindawi Publishing Corporation","English","2090-6900","2090-6919","surgery",2011,NA,"2011-10-27T14:47:40Z","Surgery,Medicine,Surgery,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/crim/surgery/apc/","by","Yes"
"416","Bulletin Moscow State Regional University","Vestnik Moskovskogo Gosudarstvennogo Oblastnogo Universiteta","http://www.evestnik-mgou.ru/","Moscow State Regional University","Russian","2224-0209","","natural sciences,geography,history,linguistics,political science,psychology,philosophy,economy,law",2010,NA,"2011-10-28T10:34:26Z","General Works,Multidisciplinary,General Works","Russia","CON","http://www.evestnik-mgou.ru/Home/ForAuthors","","Yes"
"417","Journal of Humanistic and Social Studies","JHSS","http://www.jhss.ro/en/index.htm","Editura Universităţii Aurel Vlaicu Arad","English,Romanian,French","2067-6557","2247-2371","literature,linguistics,semiotics,hermeneutics,aesthetics",2010,NA,"2011-11-01T10:39:50Z","Literature (General),Language and Literature,Languages and Literatures","Romania","N","http://www.jhss.ro/en/authors.htm","","Yes"
"418","Synergies France","","http://gerflint.eu/publications/synergies-france.html","GERFLINT","French","1766-3059","","the French language,didactics,multilingualism",2005,NA,"2011-11-01T13:11:06Z","Language and Literature,Languages and Literatures","France","N","http://gerflint.eu/images/stories/france/consignes%20publication%20%20synergies%20-%20lp-%202011%20%20france.pdf","","Yes"
"419","Journal of Pioneering Medical Sciences","","http://www.jpmsonline.com/","Dow University of Health Sciences","English","2309-7981","","medicine,health science",2013,NA,"2013-11-04T18:47:24Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Pakistan","N","http://www.jpmsonline.com/authors","","Yes"
"420","Scientific Reports","","http://www.nature.com/srep/index.html","Nature Publishing Group","English","2045-2322","","natural sciences,biology,chemistry,earth sciences,physics",2011,NA,"2011-11-04T11:48:02Z","Science (General),Science,Science (General),Science General","United Kingdom","Y","http://www.nature.com/srep/authors/index.html#costs","by-nc-sa","Yes"
"421","Odonto","","https://www.metodista.br/revistas/revistas-metodista/index.php/O1/index","Universidade Metodista de São Paulo","Portuguese,English","1518-7004","2176-1000","dentistry",2007,NA,"2011-11-04T12:47:41Z","Dentistry,Medicine,Dentistry,Health Sciences","Brazil","N","https://www.metodista.br/revistas/revistas-metodista/index.php/O1/about/editorialPolicies#custom0","","Yes"
"422","Hans Journal of Biomedicine","","http://www.hanspub.org/journal/hjbm/","Hans Publishers","Chinese","2161-8976","2161-8984","bioinformatics,genetic engineering,medical biochemistry",2011,NA,"2011-11-07T14:19:47Z","Medicine (General),Medicine,Medicine (General),Health Sciences","United States","Y","http://www.hanspub.org/Journal/hjbm.html","","Yes"
"423","Proceedings of the European Society for Aesthetics","","http://proceedings.eurosa.org/","European Society for Aesthetics","English,French,Italian","1664-5278","","aesthetic theory",2009,NA,"2011-11-07T15:51:03Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Switzerland","N","http://proceedings.eurosa.org/?page_id=22","by-nc-nd","Yes"
"424","Revista Tamoios","","http://www.e-publicacoes.uerj.br/ojs/index.php/tamoios","Universidade do Estado do Rio de Janeiro","Portuguese,Spanish","1676-1995","1980-4490","geography education",2005,NA,"2011-11-07T16:21:04Z","Special aspects of education,Education,Education,Social Sciences,Geography (General),Geography. Anthropology. Recreation,Geography,Earth and Environmental Sciences","Brazil","N","http://www.e-publicacoes.uerj.br/ojs/index.php/tamoios/about/submissions#authorGuidelines","","Yes"
"425","Tekhnika i Pribory SVCh","","http://www.tkea.com.ua/english/svc/magazin.html","Politehperiodika","Russian","2075-8391","","antennas,receivers,microwave devices,microwave technology,microwave tubes",2008,NA,"2011-11-08T14:58:53Z","Electrical engineering. Electronics. Nuclear engineering,Technology,Electrical and Nuclear Engineering,Technology and Engineering","Ukraine","N","http://www.tkea.com.ua/english/svc/recomend.html","","Yes"
"426","International Journal of Burns and Trauma","","http://www.ijbt.org/","e-Century Publishing Corporation","English","2160-2026","","wounds and injuries,traumatic injury,regenerative medicine",2011,NA,"2011-11-09T12:39:22Z","Internal medicine,Medicine,Internal medicine,Medicine (General),Health Sciences","United States","Y","http://www.ijbt.org/instruction.html","by-nc","Yes"
"427","Revista Monografias Ambientais","","http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/remoa/index","Universidade Federal de Santa Maria","Portuguese,Spanish","2236-1308","","environmental education,environmental science",2010,NA,"2011-11-15T13:08:40Z","Special aspects of education,Education,Education,Social Sciences","Brazil","N","http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/remoa/about/submissions#authorGuidelines","","Yes"
"428","SCIRES-IT : SCIentific RESearch and Information Technology","SCIRES-IT : Ricerca Scientifica e Tecnologie dell'Informazione","http://caspur-ciberpublishing.it/index.php/scires-it","CASPUR-CIBER Publishing","Italian,English","2239-4303","","cultural heritage. information technology,communication technology,digitalization",2011,NA,"2011-11-15T16:06:40Z","Bibliography. Library science. Information resources,Library and Information Science,Social Sciences","Italy","N","http://caspur-ciberpublishing.it/index.php/scires-it/about/submissions#onlineSubmissions","by-nc-nd","Yes"
"429","ARPN Journal of Systems and Software","","http://www.scientific-journals.org","ARPN Publishers ","English","2222-9833","","systems engineering,information technology,software engineering,fuzzy systems",2011,NA,"2011-11-15T16:29:01Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","Pakistan","Y","http://www.scientific-journals.org/Publication_Charges.php","by","Yes"
"430","Nauki o Zemle","Науки о Земле","http://geo-science.ru/","GeoDozor","Russian","2223-0831","","agronomy,astronomy,geodesy,geoinformatics,seismology",2011,NA,"2011-11-18T10:32:05Z","Geology,Science,Earth Sciences,Earth and Environmental Sciences","Russia","N","http://geo-science.ru/?page_id=15","","Yes"
"431","International Journal of Advanced Information Technology ","","http://airccse.org/journal/IJAIT/ijait.html","Academy & Industry Research Collaboration Center (AIRCC)","English","2231-1920","2231-1548","computational science,intelligent manufacturing technology,IT bio/medical engineering,computer physics",2011,NA,"2011-11-20T11:03:19Z","Information technology,Industrial engineering. Management engineering,Technology (General),Technology,Computer Science,Technology and Engineering","India","N","http://airccse.org/journal/IJAIT/paper.html","by-nc","Yes"
