"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29807017,"Developmental biology",0,5/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.ydbio.2018.05.016",,"Article","Striking parallels between carotid body glomus cell and adrenal chromaffin cell development.","COAF",,1,"Wellcome Trust","086804/Z/08/Z, 082556,  097420/Z/11/Z","ERC",,,,,,,2186.42,0,,2186.42,0,,,1
30224390,"BMJ open",1,9/1/2018,"BMJ Publishing Group","cc-by","cc-by",1,0,"10.1136/bmjopen-2018-022452",,"Article","Low-dose interleukin-2 in patients with stable ischaemic heart disease and acute coronary syndromes (LILACS): protocol and study rationale for a randomised\, double-blind\, placebo-controlled\, phase I/II clinical trial.","RCUK","COAF","Unknown","MRC","RCAG/521","EPSRC",,"British Heart Foundation",,,,,1624.7,0,,814.7,810,,,"Unknown"
29789270,"Molecular metabolism",1,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.molmet.2018.05.006",,"Article","Surplus fat rapidly increases fat oxidation and insulin resistance in lipodystrophic mice.","COAF",,"Unknown","Wellcome Trust",107064,"NIHR",,,,,,,2234.91,0,,2234.91,0,"CC BY",,"Unknown"
29357872,"Retrovirology",1,1/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12977-018-0394-5",,"Article","Ribosome profiling of the retrovirus murine leukemia virus","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"BBSRC",,,,,1656.3,0,,828.14,828.16,"CC BY",,"Unknown"
29309696,"Nucleic acids research",0,3/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/nar/gkx1303",,"Article","Single-molecule localization microscopy reveals molecular transactions during RAD51 filament assembly at cellular DNA damage sites.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,,,,,,852,0,,426,426,"CC BY",,"Unknown"
29466871,"Human gene therapy",0,7/1/2018,"Mary Ann Liebert Inc","cc-by","cc-by",1,0,"10.1089/hum.2017.069",,"Article","Design of a Novel Gene Therapy Construct to Achieve Sustained Brain-Derived Neurotrophic Factor Signaling in Neurons.","COAF",,"Unknown","Wellcome Trust",,,,,,,,,2719.74,0,,2719.74,0,,,"Unknown"
29373967,"BMC psychiatry",1,1/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12888-018-1595-0",,"Article","Personality dimensions emerging during adolescence and young adulthood are underpinned by a single latent trait indexing impairment in social functioning","COAF",,"Unknown","Wellcome Trust",,,,,,,,,1457.4,0,,1457.4,0,,,"Unknown"
29355648,"Neuropsychologia",0,2/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.neuropsychologia.2018.01.021",,"Article","Impaired awareness of action-outcome contingency and causality during healthy ageing and following ventromedial prefrontal cortex lesions","RCUK","COAF",1,"Wellcome Trust","104631/Z/14/Z, G00001354","MRC",,,,,,,2282.67,0,,1141.33,1141.34,"CC BY",,1
29490658,"BMC medicine",1,2/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12916-018-1019-5",,"Article","The Cambridge Prognostic Groups for improved prediction of disease mortality at diagnosis in primary non-metastatic prostate cancer: a validation study.","COAF",,"Unknown","Cancer Research UK",,,,,,,,,2196,0,,2196,0,,,"Unknown"
29208743,"mBio",1,12/1/2017,"American Society for Microbiology","cc-by","cc-by",1,0,"10.1128/mBio.01754-17",,"Article","Latency-associated expression of human cytomegalovirus US28 attenuates cell attenuates cell signalling pathways to maintain latent infection","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,,,,,,2061.82,182.39,,1025.91,1035.91,"CC BY",,"Unknown"
29928511,"Cell discovery",1,1/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41421-018-0032-3",,"Article","SRSF3 maintains transcriptome integrity in oocytes by regulation of alternative splicing and transposable elements","COAF",,"Unknown","Wellcome Trust","092096, C6946/A14492, WT096738","Cancer Research UK",,,,,,,1578,0,,1578,0,,,"Unknown"
29482716,"eLife",1,2/1/2018,"eLife Sciences Publications, Ltd","cc-by","cc-by",1,0,"10.7554/eLife.31949",,"Article","The control of tonic pain by active relief learning.","COAF",,"Unknown","Wellcome Trust",,,,,,,,,2160.52,0,,2160.52,0,"CC BY",,"Unknown"
30063716,"PLoS medicine",1,7/1/2018,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pmed.1002622",,"Article","Development of the Impacts of Cycling Tool (ICT): A modelling study and web tool for evaluating health and environmental impacts of cycling uptake.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"Cancer Research UK",,,,,2653.45,0,,1326.72,1326.73,,,"Unknown"
30135442,"Scientific reports",1,8/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-30407-8",,"Article","Raman micro-spectroscopy for accurate identification of primary human bronchial epithelial cells.","COAF",,"Unknown","Cancer Research UK",,,,,,,,,1398,0,,1398,0,,,"Unknown"
29237066,"Schizophrenia bulletin",0,8/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/schbul/sbx165",,"Article","Early Motor Developmental Milestones and Schizotypy in the Northern Finland Birth Cohort Study 1966.","COAF",,"Unknown","Wellcome Trust",,"FP7",,,,,,,2550,0,,2550,0,,,"Unknown"
29515968,"NeuroImage. Clinical",1,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.nicl.2017.12.031",,"Article","Striatal abnormalities in trichotillomania: a multi-site MRI analysis.","COAF",,"Unknown","Wellcome Trust",,,,,,,,,1505.86,0,,1505.86,0,,,"Unknown"
30045917,"Development (Cambridge, England)",0,7/1/2018,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/dev.164079",,"Article","Neutral lineage tracing of proliferative embryonic and adult mammary stem/progenitor cells.","RCUK","COAF","Unknown","Wellcome Trust","105377/Z/14/Z","MRC",,,,,,,3423.88,0,,1711.95,1711.93,,,"Unknown"
30242258,"Nature communications",1,9/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-018-06069-5",,"Article","Notch2 controls non-autonomous Wnt-signalling in chronic lymphocytic leukaemia.","COAF",,"Unknown","Cancer Research UK","C49940/A17480",,,,,,,,3960,0,,3960,0,,,"Unknown"
29590610,"Cell reports",1,3/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.celrep.2018.03.018",,"Article","A Transcriptomic Signature of the Hypothalamic Response to Fasting and BDNF Deficiency in Prader-Willi Syndrome.","RCUK","COAF","Unknown","Wellcome Trust","098497/Z/12/Z","MRC",,"NIHR",,,,,4732.12,0,,2366.05,2366.07,"CC BY",,"Unknown"
28703137,"Nature communications",1,7/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1038/ncomms16058",,"Article","Platelet function is modified by common sequence variation in megakaryocyte super enhancers","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"British Heart Foundation",,,,,3780,0,,1890,1890,"CC BY",,"Unknown"
29915126,"Development (Cambridge, England)",0,6/1/2018,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/dev.159103",,"Article","Oct4 regulates the embryonic axis and coordinates exit from pluripotency and germ layer specification in the mouse embryo.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"BBSRC",,,,,3000,0,,1500,1500,,,"Unknown"
29874628,"Cognitive psychology",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cogpsych.2018.05.002",,"Article","Failure of self-consistency in the discrete resource model of visual working memory.","COAF",,"Unknown","Wellcome Trust",,,,,,,,,1674.72,0,,1674.72,0,,,"Unknown"
29544672,"Psychoneuroendocrinology",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.psyneuen.2018.02.031",,"Article","Prevalence and Correlates of Low-Grade Systemic Inflammation in Adult Psychiatric Inpatients: an electronic health record-based study","COAF",,"Unknown","Wellcome Trust","201486/Z/16/Z, 095844/Z/11/Z , 088869/Z/09/Z","NIHR",,,,,,,3025.04,0,,3025.04,0,"CC BY",,"Unknown"
28628502,"International clinical psychopharmacology",0,11/1/2017,"Ovid Technologies (Wolters Kluwer Health)","non-standard-licence","non-standard-licence",1,0,"10.1097/YIC.0000000000000185",,"Article","Placebo response in trichotillomania","COAF",,"Unknown","Wellcome Trust",,,,,,,,,2996.75,0,,2996.75,0,,,"Unknown"
30008521,"Transportation research. Part A, Policy and practice",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.tra.2018.04.014",,"Article","Cycling in Warsaw\, Poland - Perceived enablers and barriers according to cyclists and non-cyclists.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"Cancer Research UK",,,,,1681.98,0,,841.97,840.01,,,"Unknown"
30139956,"Scientific reports",1,8/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-30107-3",,"Article","Tumour cell invasiveness and response to chemotherapeutics in adipocyte invested 3D engineered anisotropic collagen scaffolds.","RCUK",,"Unknown","MRC",,"ERC",,,,,,,1398,0,,1398,0,,,"Unknown"
30032026,"Cancer epidemiology",0,10/1/2018,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.canep.2018.07.006",,,"Preventable fractions of colon and breast cancers by increasing physical activity in Brazil: perspectives from plausible counterfactual scenarios","RCUK","COAF",0,"Wellcome Trust",,"MRC",,"Cancer Research UK",,,,,2396.69,0,,1195.96,1200.73,,,0
29590627,"Cell reports",1,3/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.celrep.2018.03.021",,"Article","Extracellular Monomeric and Aggregated Tau Efficiently Enter Human Neurons through Overlapping but Distinct Pathways.","COAF",,"Unknown","Wellcome Trust",,"Cancer Research UK",,,,,,,4641.4,0,,4641.4,0,,,"Unknown"
29777037,"Journal of cell science",0,6/1/2018,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/jcs.217398",,"Article","Inhibition of TBC1D5 activates Rab7a and can enhance the function of the retromer cargo-selective complex.","RCUK","COAF","Unknown","Wellcome Trust",100140,"MRC",,,,,,,3004.7,0,,1500,1504.7,"CC BY",,"Unknown"
29276189,"Bulletin of the history of medicine",0,1/1/2017,"Johns Hopkins University Press","cc-by","cc-by",1,0,,,"Article","Managing the “Obscene M.D.” Medical Publishing\, the Medical Profession\, and the Changing Definition of Obscenity in Mid-Victorian England","COAF",,"#N/A","Wellcome Trust","106548/Z/14/Z",,,,,,,,2672.27,0,,2672.27,0,,,"#N/A"
28970293,"Arteriosclerosis, thrombosis, and vascular biology",0,12/1/2017,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1161/ATVBAHA.117.310042",,"Article","Mitochondrial respiration is reduced in atherosclerosis\, promoting necrotic core formation and reducing relative fibrous cap thickness","RCUK","COAF","Unknown","Wellcome Trust","British Heart Foundation grants PG/14/69/31032 and RG/13/14/30314; Wellcome Trust Investigator award (110159/Z/15/Z); Wellcome Trust PhD Fellowship","MRC",,"British Heart Foundation",,,,,4351.66,0,,4251.44,100.22,"CC BY",,"Unknown"
29391362,"BMJ Open",1,1/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/bmjopen-2017-017697",,"Article","Associations between introduction and withdrawal of a financial incentive and timing of attendance for antenatal care and incidence of small for gestational age: natural experimental evaluation using interrupted time series methods.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"Cancer Research UK",,,,,1625,0,,810,815,,,"Unknown"
29860430,"The Journal of clinical endocrinology and metabolism",0,9/1/2018,"The Endocrine Society","cc-by","cc-by",1,0,"10.1210/jc.2018-00500",,"Article","Frequent Monitoring of C-peptide Levels in Newly Diagnosed Type 1 Subjects Using Dried Blood Spots Collected at Home.","COAF",,"Unknown","Wellcome Trust","WT091157/107212","NIHR",,"H2020",,,,,2762.64,0,,2762.64,0,,,"Unknown"
29273756,"Nature communications",1,12/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-017-02385-4",,"Article","Chromatin state changes during neural development revealed by in vivo cell-type specific profiling.","RCUK","COAF","Unknown","Wellcome Trust","103792, 092545, 092096, C6946/A14492","Cancer Research UK",,"BBSRC",,,,,3780,0,,1890,1890,,,"Unknown"
29202707,"BMC genomics",1,12/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12864-017-4325-y",,"Article","Functional SNP allele discovery (fSNPd): an approach to find highly penetrant\, environmental-triggered genotypes underlying complex human phenotypes.","RCUK","COAF","Unknown","Wellcome Trust",,"BBSRC",,"NIHR",,,,,1457.4,0,,728.7,728.7,,,"Unknown"
28877706,"International journal of health geographics",1,9/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12942-017-0106-8",,"Article","Does exposure to the food environment differ by socioeconomic position? Comparing area-based and person-centred metrics in the Fenland Study\, UK.","RCUK","COAF","Unknown","Wellcome Trust","[087636/Z/08/Z","MRC",,"Cancer Research UK",,,,,1704,0,,852,852,"CC BY",,"Unknown"
29136509,"Cancer cell",0,11/1/2017,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ccell.2017.10.003",,"Article","An HIF-1?/VEGF-A Axis in Cytotoxic T Cells Regulates Tumor Progression.","COAF",,"Unknown","Wellcome Trust",,,,,,,,,4009.39,0,,4009.39,0,"CC BY",,"Unknown"
28711596,"Biochimica et biophysica acta. Molecular basis of disease",0,11/1/2017,"Elsevier BV","Unknown","Unknown",0,0,"10.1016/j.bbadis.2017.07.007",,"Article","The relevance of contact-independent cell-to-cell transfer of TDP-43 and SOD1 in amyotrophic lateral sclerosis.","COAF",,0,"Wellcome Trust","094425/Z/10/Z",,,,,,,,3645.47,0,,3645.47,0,,,0
29759978,"Development (Cambridge, England)",0,5/1/2018,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/dev.162693",,"Article","The developmental origin of brain tumours: a cellular and molecular framework.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,,,,,,3000,0,,1500,1500,,,"Unknown"
30097556,"Journal of cell science",0,8/1/2018,"The Company of Biologists","cc-by","cc-by",1,0,"10.1242/jcs.220848",,"Article","All three IP3 receptor subtypes generate Ca2+ puffs\, the universal building blocks of IP3-evoked Ca2+ signals.","RCUK","COAF","Unknown","Wellcome Trust",101844,"BBSRC",,,,,,,3004.7,0,,1500,1504.7,,,"Unknown"
29604964,"Cell calcium",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ceca.2017.12.002",,"Article","Selective inhibition of histamine-evoked Ca2+ signals by compartmentalized cAMP in human bronchial airway smooth muscle cells.","RCUK","COAF","Unknown","Wellcome Trust","Wellcome Trust (101844/Z/13/Z)","BBSRC",,,,,,,3034.18,0,,1517.09,1517.09,,,"Unknown"
29765375,"Frontiers in immunology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fimmu.2018.00930",,"Article","Functional Alleles of Chicken BG Genes\, Members of the Butyrophilin Gene Family\, in Peripheral T Cells.","COAF",,"Unknown","Wellcome Trust","089305/Z/09/Z",,,,,,,,2678.622,0,,2342.962,335.66,,,"Unknown"
29117145,"International journal of environmental research and public health",0,11/1/2017,"MDPI AG","cc-by","cc-by",1,0,"10.3390/ijerph14111359",,"Article","Burden of Mortality and Disease Attributable to Multiple Air Pollutants in Warsaw\, Poland.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"Cancer Research UK",,,,,1116.11,0,,555.56,560.55,,,"Unknown"
29866751,"Stroke",0,7/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1161/STROKEAHA.117.019970",,"Article","Texture Analysis of T1 weighted and fluid attenuated inversion recovery images detects abnormalities which correlate with disease progression in small vessel disease","COAF",,"Unknown","Wellcome Trust",81589,"NIHR",,,,,,,4238.05,0,,4238.05,0,,,"Unknown"
29685997,"BMJ open",1,4/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/bmjopen-2017-018501",,"Article","A strong sense of coherence associated with reduced risk of anxiety disorder among women in disadvantaged circumstances: British population study.","RCUK","COAF","Unknown","MRC","G9502233","Cancer Research UK",,,,,,,1624.7,0,,810,814.7,"CC BY",,"Unknown"
29362249,"BMJ Open",1,1/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/bmjopen-2017-017717",,"Article","Effect of interventions incorporating personalised cancer risk information on intentions and behaviour: a systematic review and meta-analysis of randomised controlled trials.","COAF",,"Unknown","MRC",,"Cancer Research UK",,,,,,,1625,0,,1625,0,,,"Unknown"
28787041,"Chemical communications (Cambridge, England)",0,8/1/2017,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/c7cc05379g",,"Article","Computationally-guided optimization of small-molecule inhibitors of the Aurora A kinase-TPX2 protein-protein interaction.","COAF",,"Unknown","Wellcome Trust",,"MRC",,"FP7",,,,,1020,0,,1020,0,"CC BY",,"Unknown"
29660561,"Accident; analysis and prevention",0,8/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.aap.2018.03.003",,"Article","Cycling injury risk in London: A case-control study exploring the impact of cycle volumes\, motor vehicle volumes\, and road characteristics including speed limits.","RCUK","COAF","Unknown","Wellcome Trust","MR/K023187/1, MR/K023187/1","MRC",,"Cancer Research UK",,,,,3285.32,0,,1642.66,1642.66,"CC BY",,"Unknown"
29427618,"The Annals of thoracic surgery",0,7/1/2018,"Elsevier BV","non-standard-licence","non-standard-licence",1,0,,,"Article","Factors influencing team behaviors in surgery: A qualitative study to inform teamwork interventions","COAF",,"#N/A","Wellcome Trust","[WT097899M",,,,,,,,2834.21,0,,2834.21,0,,,"#N/A"
29455687,"Psychological medicine",0,12/1/2018,"Cambridge University Press (CUP)","cc-by","cc-by",1,0,"10.1017/S003329171800017X",,"Article","Distinct risk factors for obsessive and compulsive symptoms in chronic schizophrenia","RCUK","COAF","Unknown","Wellcome Trust","Wellcome Senior Investigator Award (104631/Z/14/Z), Wellcome Trust (G00001354)","MRC",,,,,,,2248.7,0,,1122,1126.7,"CC BY",,"Unknown"
29763629,"Mechanisms of ageing and development",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.mad.2018.05.004",,"Article","Ventricular pro-arrhythmic phenotype\, arrhythmic substrate\, ageing and mitochondrial dysfunction in peroxisome proliferator activated receptor-? coactivator-1? deficient (Pgc-1?-/-) murine hearts.","RCUK","COAF","Unknown","Wellcome Trust",,"MRC",,"British Heart Foundation",,,,,2478.16,0,,1239.08,1239.08,,,"Unknown"
26865546,"The journal of physical chemistry. B",0,3/1/2016,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acs.jpcb.5b09663",,"Article","An Environmentally Sensitive Fluorescent Dye as a Multidimensional Probe of Amyloid Formation","COAF",,"Unknown","Wellcome Trust",,"BBSRC",,,,,,,1140.25,0,,1140.25,0,,,"Unknown"
29049022,"eLife",1,10/1/2017,"eLife Sciences Publications, Ltd","cc-by","cc-by",1,0,"10.7554/elife.28755",,"Article","Cardiovascular adaptation to hypoxia and the role of peripheral resistance.","COAF",,"Unknown","Wellcome Trust","Wellcome Trust (092738/Z/10/Z)",,,,,,,,2257.43,0,,2257.43,0,,,"Unknown"
29084829,"Gut",0,11/1/2018,"BMJ","Unknown","Unknown",1,0,"10.1136/gutjnl-2017-314026",,"Article","Methylation panel is a diagnostic biomarker for Barrett’s oesophagus in endoscopic biopsies and non-endoscopic cytology specimens","RCUK","COAF","Unknown","MRC","Cancer Research UK (C14478/A12088)","Cancer Research UK",,,,,,,2345,0,,1170,1175,"CC BY",,"Unknown"
