"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC4191181";25122003;"10.1530/JOE-14-0181";"Bioscientifica Ltd";"Journal of Endocrinology";"0022-0795, 1479-6805";"Urocortin 3 activates AMPK and Akt pathways and enhances glucose disposal in rat skeletal muscle.";£1,920.00;1;0;"cc-by";"epmc_xml";"hybrid";1
;24273308;"10.1136/bjsports-2013-093190";"BMJ";"British Journal of Sports Medicine";"0306-3674, 1473-0480";"Change in objectively measured physical activity during the transition to adolescence";£2,340.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;25015642;"10.1136/gutjnl-2014-306834";"BMJ";"Gut";"0017-5749, 1468-3288";"Mechanisms of activation of mouse and human enteroendocrine cells by nutrients";£1,657.50;0;"unknown";"cc-by";"publisher";"hybrid";0
;24186564;"10.1136/heartjnl-2013-304474";"BMJ";"Heart";"1355-6037, 1468-201X";"Ethnicity and prediction of cardiovascular disease. Performance of QRISK2 and Framingham scores in a UK tri-ethnic prospective cohort study (SABRE: Southall And Brent REvisited)";£2,335.71;0;"unknown";"cc-by";"publisher";"hybrid";0
;25048814;"10.1136/medethics-2013-101900";"BMJ";"Journal of Medical Ethics";"0306-6800, 1473-4257";"Substance over style: Is there something wrong with abandoning the white coat?";£2,340.00;0;"unknown";"cc-by";"publisher";"hybrid";0
;24763219;"10.1136/medethics-2013-101965";"BMJ";"Journal of Medical Ethics";"0306-6800, 1473-4257";"Balancing obligations: should written information about life-sustaining treatment be neutral?";£2,340.00;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC4198299";24925893;"10.1136/archdischild-2014-306078";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Knowledge and skills retention following Emergency Triage, Assessment and Treatment plus Admission course for final year medical students in Rwanda: a longitudinal cohort study.";£1,961.11;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4112423";24890851;"10.1136/archdischild-2013-305137";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Use of mid-upper arm circumference for determining overweight and overfatness in children and adolescents";£1,950.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4251542";25005523;"10.1136/archdischild-2014-305937";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Assessing the prevalence of sensory and motor impairments in childhood in Bangladesh using key informants";£1,755.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3812872";23995076;"10.1136/archdischild-2012-302387";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Evidence review of hydroxyurea for the prevention of sickle cell complications in low-income countries.";£1,655.46;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3898388";24270505;"10.1136/bmj.f6650";"BMJ";"BMJ";"0959-8138, 1756-1833";"Effect of ? blockers on mortality after myocardial infarction in adults with COPD: population based cohort study of UK electronic healthcare records";£3,600.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4019782";25134101;"10.1136/bmj.g2911";"BMJ";"BMJ";"0959-8138, 1756-1833";"A population-based case control study to quantify risk factors for herpes zoster";£3,600.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4025463";24833694;"10.1136/bmjopen-2014-005045";"BMJ";"BMJ Open";"2044-6055";"Doing challenging research studies in a patient centred
way: qualitative study to inform a randomised controlled
trial in the paediatric emergency care setting";£1,620.00;1;0;"cc-by-nc";"epmc_xml";"oa";0
"PMC3358627";22614170;"10.1136/bmjopen-2011-000803";"BMJ";"BMJ Open";"2044-6055";"Mindfulness online: a preliminary evaluation of the feasibility of a web-based mindfulness course and the impact on stress";£1,260.00;1;0;"cc-by-nc";"epmc_xml";"oa";0
"PMC3963103";24657884;"10.1136/bmjopen-2014-004877";"BMJ";"BMJ Open";"2044-6055";"Rational and cross-section study design of the research on obesity and Type 2 diabetes among African migrants.";£810.00;1;0;"cc-by-nc";"epmc_xml";"oa";0
"PMC3995215";24457356;"10.1136/bjophthalmol-2013-304534";"BMJ";"British Journal of Ophthalmology";"0007-1161, 1468-2079";"Abnormal retinal thickening is a common feature amond patients with ARSACS-related phenotypes";£2,335.19;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3995284";23676439;"10.1136/gutjnl-2013-304719";"BMJ";"Gut";"0017-5749, 1468-3288";"Investigation of the atypical FBXW7 mutation spectrum in human tumours by conditional expression of a heterozygous propellor tip missense allele in the mouse intestines.";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3733295";22337948;"10.1136/gutjnl-2011-300650";"BMJ";"Gut";"0017-5749, 1468-3288";"HCV Genotype-3A T-Cell immunity; Specificity, Function and Impact of Therapy";£2,040.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3841764";24125739;"10.1136/heartjnl-2013-303678";"BMJ";"Heart";"1355-6037, 1468-201X";"Associations of maternal 25-hydroxyvitamin D in pregnancy with offspring cardiovascular risk factors in childhood and adolescence: findings from the Avon Longitudinal Study of Parents and Children";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4078678";24952943;"10.1136/heartjnl-2013-304963";"BMJ";"Heart";"1355-6037, 1468-201X";"Short-term effects of air pollution on a range of cardiovascular events in England & Wales: case-crossover anaylysis on the MINAP database, hospital admissions and mortality.";£1,755.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3850253";23596150;"10.1136/jclinpath-2013-201516";"BMJ";"Journal of Clinical Pathology";"0021-9746, 1472-4146";"Intraduct papillary mucinous neoplasm of the pancreas: a tumour linked with IgG4-related disease?";£2,580.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3932964";24218071;"10.1136/jech-2013-203128";"BMJ";"Journal of Epidemiology & Community Health";"0143-005X, 1470-2738";"Academics and competing interests in H1N1 influenza media reporting.";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3932761";24285859;"10.1136/jmedgenet-2013-102066";"BMJ";"Journal of Medical Genetics";"0022-2593, 1468-6244";"The HNF4A R76W mutation causes atypical dominant Fanconi syndrome in addition to a beta cell phenotype";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3717603";23457225;"10.1136/jnnp-2012-303645";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Cognitive impairment after lacunar stroke: systematic review and meta-analysis of incidence, prevalence and comparison with other stroke sub-types";£2,040.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4251302";24778270;"10.1136/practneurol-2013-000758";"BMJ";"Practical Neurology";"1474-7758, 1474-7766";"The clinical approach to small fibre neuropathy and painful channelopathy";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3933071";24277881;"10.1136/sextrans-2013-051359";"BMJ";"Sexually Transmitted Infections";"1368-4973, 1472-3263";"Methodology of the third British national survey of sexual attitudes and lifestyles (NATSAL-3)";£2,340.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3932755";24282330;"10.1136/sextrans-2013-051292";"BMJ";"Sexually Transmitted Infections";"1368-4973, 1472-3263";"WhatÃ¢Â€Â™s new about Natsal-3?";£1,989.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3932748";24327758;"10.1136/sextrans-2013-051078";"BMJ";"Sexually Transmitted Infections";"1368-4973, 1472-3263";"Evaluation of WHO screening algorithm for the presumptive treatment of asymptomatic rectal gonorrhoea and chlamydia infections in at-risk MSM in Kenya.";£1,921.06;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
;24876189;"10.1136/jnnp-2013-306966";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Temporal lobe epilepsy & affective disorders: the role of the subgenual anterior cingulate cortex";£1,989.00;0;"unknown";"cc-by-nc";"publisher";"hybrid";0
"PMC3691951";22956598;"10.1136/annrheumdis-2012-201742";"BMJ";"Annals of the Rheumatic Diseases";"0003-4967, 1468-2060";"Genome-wide association study meta-analysis of chronic widespread pain: evidence for involvement of the 5p15.2 region";£2,040.00;1;1;"non-standard-licence";"epmc";"hybrid";0
;25287367;"10.1136/bjophthalmol-2014-305657";"BMJ";"British Journal of Ophthalmology";"0007-1161, 1468-2079";"Does cognitive impairment influence outcomes from cataract surgery?";£2,340.00;0;"unknown";"unknown";;"hybrid";0
;24407596;"10.1136/jech-2013-203053";"BMJ";"Journal of Epidemiology & Community Health";"0143-005X, 1470-2738";"Socioeconomic disadvantage and disease-specific mortality in Asia: Systematic review with meta-analysis of population-based cohort studies";£1,989.00;0;"unknown";"unknown";;"hybrid";0
;24425753;"10.1136/medethics-2013-101799";"BMJ";"Journal of Medical Ethics";"0306-6800, 1473-4257";"Withdrawing artificial nutrition and hydration from minimally conscious and vegetative patients: family perspectives";£2,340.00;0;"unknown";"unknown";;"hybrid";0
;24847165;"10.1136/jnnp-2013-307327";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Lymphomatosis Cerebri - a Treatable Cause of Rapidly Progressive Dementia";£1,989.00;0;"unknown";"unknown";;"hybrid";0
;25261571;"10.1136/jnnp-2014-307662";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Biomarkers in dementia: clinical utility and new directions";£1,657.50;0;"unknown";"unknown";;"hybrid";0
;25404706;;"BMJ";"Sexually Transmitted Infections";"1368-4973, 1472-3263";"The prevalence of and factors associated with paying for sex among men resident in Britain: findings from the third National Survey of Sexual Attitudes and Lifestyles (Natsal-3)";£1,989.00;0;"unknown";"unknown";;"hybrid";0
;25432943;"10.1136/thoraxjnl-2014-205202";"BMJ";"Thorax";"0040-6376, 1468-3296";"TB Vaccine development: where are we and why is it so difficult?";£2,340.00;0;"unknown";"unknown";;"hybrid";0
"PMC4152192";;"10.1136/annrheumdis-2013-204343";"BMJ";"Annals of the Rheumatic Diseases";;"Autophagy is activated in SLE and required for plasmablast development";£2,649.89;;"unknown";"unknown";;;0
"PMC4215346";25169729;"10.1136/annrheumdis-2014-205643";"BMJ";"Annals of the Rheumatic Diseases";"0003-4967, 1468-2060";"Ankylosing spondylitis is associated with the anthrax toxin receptor 2 gene (ANTXR2)";£2,340.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4283661";25138104;"10.1136/archdischild-2014-306423";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Assessment of neonatal care in clinical training facilities in Kenya.";£1,957.91;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3995214";24482351;"10.1136/archdischild-2013-305561";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Adoption of recommended practices and basic technologies in a low income setting";£1,943.79;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4285890";25239949;"10.1136/archdischild-2013-303773";"BMJ";"Archives of Disease in Childhood";"0003-9888, 1468-2044";"Sickle Cell Disease: A neglected chronic disease of increasing global health ";£1,710.44;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3831097";24231462;"10.1136/bmjopen-2013-003797";"BMJ";"BMJ Open";"2044-6055";"The association of cycling with all-cause, cardiovascular and cancer mortality: findings from the population-based EPIC-Norfolk cohort";£1,680.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3884748";24353253;"10.1136/bmjopen-2013-003193";"BMJ";"BMJ Open";"2044-6055";"Urine C-Peptide Creatinine Ratio: A novel method for the assessment of insulin resistance and insulin production in people without diabetes";£1,627.62;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3963084";24647446;"10.1136/bmjopen-2013-004173";"BMJ";"BMJ Open";"2044-6055";"Is inter-pregnancy interval associated with cardiovascular risk factors in later life? : a cohort study";£1,620.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3975761";24674997;"10.1136/bmjopen-2013-004503";"BMJ";"BMJ Open";"2044-6055";"A new tool for converting food frequency questionnaire data into nutrient and food group values: FETA research methods and availability";£1,620.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4010849";24760357;"10.1136/bmjopen-2014-005345";"BMJ";"BMJ Open";"2044-6055";"Validating childhood asthma in an epidemiological study using linked electronic patient records";£1,620.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3884588";24353257;"10.1136/bmjopen-2013-004150";"BMJ";"BMJ Open";"2044-6055";"Maternal Mortality in Malawi, 1977 to 2012";£1,377.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4054646";24898084;"10.1136/bmjopen-2013-004471";"BMJ";"BMJ Open";"2044-6055";"Changes in addressing inequalities in access to hospital care in Andhra Pradesh and Maharashtra states of India. A cross sectional difference-in-differences study";£1,377.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4067835";24934207;"10.1136/bmjopen-2014-004895";"BMJ";"BMJ Open";"2044-6055";"Multi-parametric MRI followed by targeted prostate biopsy for men with suspected prostate cancer: a clinical decision analysis";£1,377.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4212213";25348424;"10.1136/bmjopen-2014-006245";"BMJ";"BMJ Open";"2044-6055";"""Continued high rates of antibiotic prescribing to adults with respiratory tract infection. Survey of 568 UK general practices"" ";£1,296.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4120321";25056980;"10.1136/bmjopen-2014-005540";"BMJ";"BMJ Open";"2044-6055";"Validation of chronic obstructive pulmonary disease recording in the clinical practice research datalink.";£1,215.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4025454";24793252;"10.1136/bmjopen-2013-004633";"BMJ";"BMJ Open";"2044-6055";"Text messaging reminders for influenza vaccine in primary care: protocol for a cluster randomised controlled trials.";£810.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4054640";24898091;"10.1136/bmjopen-2014-005559";"BMJ";"BMJ Open";"2044-6055";"Rationale and study design of the adaptive study of IL-2 on regulatory T cells in type 1 diabetes (DILT1D): a non randomised, open label, adaptive dose finding trial";£810.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4127934";25099934;"10.1136/bmjopen-2014-005439";"BMJ";"BMJ Open";"2044-6055";"Family-based Interventions to Increase Physical Activity in Children: A Meta-Analysis and Realist Synthesis Protocol";£810.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4010848";24785400;"10.1136/bmjopen-2014-004934";"BMJ";"BMJ Open ";"2044-6055";"Immediate fluid management of children with severe Febrile illness and signs of impared circulation in low income settings; a contexualized systematic ";£813.08;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4212707";25478170;"10.1136/bmjresp-2013-000014";"BMJ";"BMJ Open Respiratory Research";"2052-4439";"Using a non-invasive assessment of lung injury in a murine model of acute lung injury";£1,620.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4112431";24302753;"10.1136/jech-2013-203225";"BMJ";"Journal of Epidemiology & Community Health";"0143-005X, 1470-2738";"Changes in household, transport and recreational physical activity and television viewing time across the transition to retirement: longitudinal evidence from the EPIC-Norfolk cohort";£2,370.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4304138";25540114;;"BMJ";"Journal of Epidemiology & Community Health";"1479-5868";"Environmental influences on children's physical activity";£1,657.50;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4215291";24608087;"10.1136/medethics-2013-101810";"BMJ";"Journal of Medical Ethics";"0306-6800, 1473-4257";"Multiplex Parenting: IVG and the generations to come";£2,340.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4112449";24327375;"10.1136/medethics-2013-101762";"BMJ";"Journal of Medical Ethics ";"0306-6800, 1473-4257";"Debating DSM-5: Diagnosis and the Sociology of Critique";£2,380.62;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3963551";24459211;"10.1136/jmedgenet-2013-102142";"BMJ";"Journal of Medical Genetics";"0022-2593, 1468-6244";"Next generation sequencing of chromosomal rearrangements in patients with split-hand/split-foot malformation provides evidence for DYNC1I1 exonic enhancers of DLX5/6 expression in humans";£2,340.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4112429";24987033;"10.1136/jmedgenet-2014-102405";"BMJ";"Journal of Medical Genetics";"0022-2593, 1468-6244";"Whole exome sequencing of familial hypercholesterolaemia patients negative for LDLR/APOB/PCSK9 mutations";£1,657.50;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4112495";24521567;"10.1136/jnnp-2013-307035";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Validation of the new consensus criteria for the diagnosis of  corticobasal degeneration";£2,345.77;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3995328";24218524;"10.1136/jnnp-2013-306483";"BMJ";"Journal of Neurology, Neurosurgery & Psychiatry";"0022-3050, 1468-330X";"Autosomal recessive cerebellar ataxia caused by a novel ADCK3 mutation that elongates the protein: clinical, genetic and biochemical characterisation";£1,989.00;1;0;"cc-by";"epmc_xml";"hybrid";1
