PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28642251,PMC5480222,10.1136/bmj.j2709,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",0,"Physical Activity, Cognitive Decline and Risk of Dementia: a 28-year Follow-Up of the Whitehall II cohort Study",3060,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RG/13/2/30098  Eric Brunner,MRC,MRC K013351  ,,
28679494,PMC5497174,10.1136/bmj.j2856,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",0,Temporal trend in dementia incidence since 2002 and projections for prevalence in England and Wales to 2040: a modelling study,3060,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RG/13/2/30098  Eric Brunner,MRC,MR/K013351/1  Miki Kivimaki,,
28546261,PMC5444092,10.1136/bmj.j2250,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",0,Life expectancy difference and life expectancy ratio: two measures of treatment effects in randomised trials with non-proportional hazards,3060,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,  CRUK Cancer Trials Centre,,  ,,
29082010,PMC5656139,10.1136/bmjgh-2017-000312,BMJ,BMJ global health,2059-7908,0,Prenatal and Perinatal Risk Factors for Disability in a Rural Nepali Birth Cohort,3060,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,085417/Z/08/Z  Anthony Costello,,  ,,
28855160,PMC5594424,10.1136/bmj.j3542,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",0,Education and coronary heart disease: a Mendelian randomisation study,3060,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106554/Z/14/Z  Taavi Tillmann,,  ,,
29081992,PMC5656118,10.1136/bmjgh-2016-000182,BMJ,BMJ global health,2059-7908,0,"Impact of a malaria intervention package in schools on Plasmodium infection, anaemia and cognitive function in schoolchildren in Mali: a pragmatic cluster-randomised trial",2700,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,Research Career Development Fellowship RCDF 084933,,,,
29082008,PMC5656136,10.1136/bmjgh-2017-000301,BMJ,BMJ global health,2059-7908,0,Understanding the challenges to caring for low-birthweight babies in rural Southern Malawi: a qualitative study exploring caregiver and health worker perceptions and experiences.,2700,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098726/Z/11/Z,,SGCL/2011Dec/round6,,
28790159,Unknown,10.1136/gutjnl-2017-314178,BMJ,Gut,"0017-5749, 1468-3288",0,Functional imaging and circulating biomarkers of response to regorafenib in treatment-refractory metastatic colorectal cancer patients in a prospective phase II study,2640,None,0,Unknown,Unknown,0,1,0,Cancer Research UK,CEA A18052,,,,
28123763,,10.1136/openhrt-2016-000519,BMJ,Open heart,2053-3624,1,Does Cardiac Rehabilitation meet Minimum Standards: an Observational Study using UK National Audit,2040,Wiley,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,038/P&C/Core/2015/NACR,,,,
28003292,PMC5223664,10.1136/bmjopen-2016-013182,BMJ,BMJ open,2044-6055,1,Eatwell Guide: modelling the dietary and cost implications of incorporating new sugar and fibre guidelines,1944,,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/15/34/31656,,021/P&C/Core/2010/HPRG,,
28592420,PMC5537531,10.1136/jech-2016-208503,BMJ,Journal of epidemiology and community health,"0143-005X, 1470-2738",0,Patterns of cannabis use during adolescence and their association with harmful substance use behaviour: Findings from a UK birth cohort,2376.54,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,MRC,,Wellcome Trust,97088/Z/11/Z,ESRC,
28912300,Unknown,10.1136/jnnp-2017-316402,BMJ,"Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X",0,[18F]AV-1451 binding in vivo mirrors the expected distribution of TDP-43 pathology in the semantic variant of primary progressive aphasia.,2345,None,0,Unknown,Unknown,0,1,0,NIHR,JBR 103838,Wellcome Trust,,,
27738254,PMC5339565,10.1136/medethics-2016-103372,BMJ,Journal of medical ethics,"0306-6800, 1473-4257",0,Social Values and the Corruption Argument Against Financial Incentives for Healthy Behaviour,2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,086031/Z/08/Z,,,,
27927700,PMC5566089,10.1136/heartjnl-2016-310115,BMJ,Heart (British Cardiac Society),"1355-6037, 1468-201X",0,Cardiac Alpha-V Beta-3 Integrin Expression Following Acute Myocardial Infarction in Humans,2340,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/12/84/29814,,,,
27884935,PMC5366069,10.1136/jmedgenet-2016-104215,BMJ,Journal of medical genetics,"0022-2593, 1468-6244",0,Diagnostic value of exome and whole genome sequencing in craniosynostosis,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,93329,,102731,,
27486142,PMC5037604,10.1136/heartjnl-2015-309201,BMJ,Heart (British Cardiac Society),"1355-6037, 1468-201X",0,Improvements in ECG accuracy for diagnosis of left ventricular hypertrophy in obesity,2340,,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/08/074/26233,Wellcome Trust,078872/Z/05/Z,,
28115470,PMC5644714,10.1136/jnnp-2016-314758,BMJ,"Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X",0,Intracellular and non-neuronal targets of voltage-gated potassium channel complex antibodies,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104079/Z/14/Z,,,,
28137933,PMC5574384,10.1136/sextrans-2016-052781,BMJ,Sexually transmitted infections,"1368-4973, 1472-3263",0,Genomic analysis of urogenital and rectal <i>Neisseria meningitidis</i> isolates reveals encapsulated hyperinvasive meningococci and coincident multi-drug resistant gonococci,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,87622,,,,
28385690,PMC5502238,10.1136/eb-2017-102668,BMJ,Evidence-based mental health,"1362-0347, 1468-960X",0,What is the impact of a research publication?,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095806/Z/11/Z,,,,
28515057,PMC5754848,10.1136/bjsports-2016-097124,BMJ,British journal of sports medicine,"0306-3674, 1473-0480",0,Delaying anterior cruciate ligament reconstruction and treating with exercise therapy alone may alter prognostic factors for five-year outcome Â– An exploratory analysis of the KANON trial,2340,,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,"Salary funded through ARUK Centre of Sport, Exercise and Osteoarthritis",,,,
28526778,PMC5537529,10.1136/medethics-2017-104153,BMJ,Journal of medical ethics,"0306-6800, 1473-4257",0,Nudges in a Post-Truth World,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT104848/Z/14/Z,,,,
28947505,PMC5827708,10.1136/medethics-2016-103461,BMJ,Journal of medical ethics,"0306-6800, 1473-4257",0,Settling for second best: When should doctors agree to parental demands for suboptimal medical treatment?,2340,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106587/Z/14/Z,,,,
27974301,PMC5530347,10.1136/annrheumdis-2016-210373,BMJ,Annals of the rheumatic diseases,"0003-4967, 1468-2060",0,Radiographic endophenotyping in hip osteoarthritis improves the precision of genetic association analysis,2340,Not reported,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,ARUK 19542,Wellcome Trust,98051,,
28348205,PMC5485755,10.1136/jech-2016-208322,BMJ,Journal of epidemiology and community health,"0143-005X, 1470-2738",0,The association between socioeconomic position and the prevalence of type 2 diabetes in Ghanaians in different geographic locations: the RODAM study,2340,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098504/Z/12/Z ,,,,
28780500,Unknown,10.1136/archdischild-2017-312744,BMJ,Archives of disease in childhood. Fetal and neonatal edition,"1359-2998, 1468-2052",0,Perinatal risk factors for neonatal encephalopathy: an unmatched case-control study,2340,Not reported,0,Unknown,Unknown,0,1,0,Wellcome Trust,094016/Z/10/Z,,,,
28883037,PMC5749345,10.1136/heartjnl-2016-311142,BMJ,Heart (British Cardiac Society),"1355-6037, 1468-201X",0,Ischemic heart disease in the former Soviet Union 1990-2015 according the Global Burden of Disease 2015 Study,2340,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104349/Z/14/Z,,,,
28739834,Unknown,10.1136/bjsports-2016-097330,BMJ,British Journal of Sports Medicine,"0306-3674, 1473-0480",0,Change in physical activity from adolescence to early adulthood: a systematic review and meta-analysis of longitudinal cohort studies.,2340,None,0,Unknown,Unknown,0,1,0,ESRC,,MRC,,Wellcome Trust,
28779002,PMC5740532,10.1136/jmedgenet-2017-104588,BMJ,Journal of medical genetics,"0022-2593, 1468-6244",0,"Rare, protein-truncating variants in ATM, CHEK2 and PALB2, but not XRCC2, are associated with increased breast cancer risks.",2340,None,1,cc-by,not applicable,0,Unknown,1,NIHR,,Cancer Research UK,,,
28912299,PMC5740554,10.1136/jnnp-2016-315327,BMJ,"Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X",0,The Test Your Memory for Mild Cognitive Impairment (TYM-MCI).,2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
27920058,PMC5384422,10.1136/jmedgenet-2016-104295,BMJ,Journal of medical genetics,"0022-2593, 1468-6244",0,A novel somatic mutation achieves partial rescue in a child with Hutchinson-Gilford progeria syndrome.,2340,None,1,cc-by,not applicable,0,Unknown,1,MRC,"C6/A18796, WT092096",Cancer Research UK,,Wellcome Trust,
28596218,PMC5739839,10.1136/medhum-2017-011186,BMJ,Medical humanities,"1468-215X, 1473-4265",0,Health-Related Shame: An Affective Determinant of Health?,2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,201518/Z/16/Z,0,0,0,0
28830912,Unknown,10.1136/gutjnl-2017-314408,BMJ,Gut,"0017-5749, 1468-3288",0,Mapping genetic vulnerabilities reveals BTK as a novel therapeutic target in oesophageal cancer,2340,None,0,Unknown,Unknown,0,1,0,Cancer Research UK,C347/A8363,,,,
27797935,PMC5256392,10.1136/gutjnl-2015-311308,BMJ,Gut,"0017-5749, 1468-3288",0,High hospital research participation and improved colorectal cancer survival outcomes: a population-based study,2340,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C23434/A9805,MRC,MR/L01629X/1,,
27974525,PMC5738539,10.1136/thoraxjnl-2016-209065,BMJ,Thorax,"0040-6376, 1468-3296",0,16s pan bacterials PCR can accurately identify patients with ventilator acquired pneumonia,2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,94949,,,,
28250029,PMC5537517,10.1136/jnnp-2016-315099,BMJ,"Journal of neurology, neurosurgery, and psychiatry","0022-3050, 1468-330X",0,Stability of mild cognitive impairment in newley diagnosed Parkinson's disease,2340,None,1,cc-by,not applicable,0,Unknown,1,Parkinsons UK,J-0802,,,,
28729369,PMC5574396,10.1136/bjophthalmol-2017-310370,BMJ,The British journal of ophthalmology,"0007-1161, 1468-2079",0,"Pigmentary retinopathy, rod-cone dysfunction, and sensorineural deafness associated with a rare mitochondrial tRNALys (m.8340G>A) gene variant",2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,096919/Z/11/Z,,,,
28288985,PMC5519944,10.1136/archdischild-2016-312016,BMJ,Archives of disease in childhood,"0003-9888, 1468-2044",0,Screen-time is associated with adiposity and insulin resistance in children,2340,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,068362,British Heart Foundation,PG/06/003,MRC,G0501295
28761714,PMC5530105,10.1136/bmjsem-2017-000231,BMJ,BMJ open sport & exercise medicine,2055-7647,1,Recruiting adult participants to physical activity intervention studies using sport: a systematic review.,1800,None,1,cc-by,not applicable,0,Unknown,1,ESRC,,NIHR,,MRC,
29021911,PMC5633736,10.1136/bmjsem-2017-000248,BMJ,BMJ open sport & exercise medicine,2055-7647,1,Interval exercise increases angiogenic cell function in postmenopausal women.,1800,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/08/060/25340,,,,
28883932,PMC5531307,10.1136/bmjresp-2017-000211,BMJ,BMJ open respiratory research,2052-4439,1,Antimicrobial peptide gene expression during oral vaccination: analysis of a randomised controlled trial,1800,Institutional_Prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,67948,0,0,0,0
28279964,PMC5421447,10.1136/bmj.j791,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",0,Serum creatinine elevation after renin-angiotensin system blockade and long term cardiorenal risks: cohort study,2250,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101143/Z/13/Z,,,,
27843568,PMC5093391,10.1136/openhrt-2016-000494,BMJ,Open heart,2053-3624,1,Complementary role of Cardiac CT in the assessment of Aortic Valve Replacement dysfunction,1734,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/14/78/31020,,,,
28801422,PMC5629709,10.1136/bmjopen-2017-016475,BMJ,BMJ open,2044-6055,1,It's trying to manage the work: a qualitative evaluation of recruitment processes within a UK multi-centre trial,1625,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,Wellcome ISSF,,,,
28713074,PMC5541606,10.1136/bmjopen-2017-016814,BMJ,BMJ open,2044-6055,1,Barriers and facilitators to adherence to secondary stroke prevention medications after stroke: analysis of survivors and caregivers views from an online stroke forum.,1625,None,1,cc-by,not applicable,0,Unknown,1,NIHR,TSA BHF 2011/01,British Heart Foundation,,,
29146658,PMC5695333,10.1136/bmjopen-2017-018606,BMJ,BMJ open,2044-6055,1,"Views of commissioners, managers and healthcare professionals on the NHS Health Check programme: a systematic review",1620,None,1,cc-by,not applicable,0,Unknown,1,NIHR,Cancer Research UK (C55650/A21464),Cancer Research UK,,,
29030414,PMC5652534,10.1136/bmjopen-2017-017471,BMJ,BMJ open,2044-6055,1,Longitudinal associations between marine omega-3 supplement users and coronary heart disease in a UK population-based cohort.,1620,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Cancer Research UK,,,
28473351,PMC5777465,10.1136/bmjopen-2016-013590,BMJ,BMJ open,2044-6055,1,Sex differences in the association between area deprivation and generalised anxiety disorder: British population study.,1620,None,1,cc-by,not applicable,0,Unknown,1,MRC,G9502233,Cancer Research UK,,,
28399514,PMC5337665,10.1136/bmjopen-2016-014199,BMJ,BMJ open,2044-6055,1,"Mortality, greenhouse gas emissions and consumer cost impacts of combined diet and physical activity scenarios: a health impact assessment study.",1620,None,1,cc-by,not applicable,0,Unknown,1,ESRC,,MRC,,Wellcome Trust,
27496243,PMC4985936,10.1136/bmjopen-2016-012331,BMJ,BMJ open,2044-6055,1,Development and initial cohort validation of the Arthritis Research UK Musculoskeletal Health Questionnaire,1620,Not reported,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20518,,,,
28381419,PMC5691295,10.1136/bmjopen-2016-013840,BMJ,BMJ open,2044-6055,1,Environmental and nutrition impact of achieving new School Food Plan recommendations in the primary school meals sector in England,1620,,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,006/P&C/CORE/2013/OXFSTATS,,021/P&C/Core/2010/HPRG,,
28341684,PMC5372047,10.1136/bmjopen-2016-011843,BMJ,BMJ open,2044-6055,1,"The association between physical activity and body fat percentage, with adjustment for BMI: a large cross-sectional analysis of UK Biobank",1620,,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C570/A16491,,,,
28751489,PMC5642649,10.1136/bmjopen-2017-016541,BMJ,BMJ open,2044-6055,1,Common attributes in retired professional cricketers that may enhance or hinder quality of life after retirement: A qualitative study,1620,,1,cc-by,not applicable,0,Unknown,1,Arthritis Research UK,20194,,,,
28246136,PMC5337724,10.1136/bmjopen-2016-013583,BMJ,BMJ open,2044-6055,1,Witnessing intimate partner violence and child maltreatment in Ugandan children: A cross-sectional survey,1620,Not reported,1,cc-by,not applicable,0,Unknown,1,Medical Research Council (MRC),MR/L004321/1,Wellcome Trust,MR/L004321/1,Department for International Development,
,PMC5652573,10.1136/bmjopen-2017-018424,BMJ,BMJ open,2044-6055,1,Health-related Quality of Life Variations by Socio-demographic Factors and Chronic Conditions in three metropolitan cities of South Asia: The CARRS Study,1620,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT084754/Z/08/A,Public Health Foundation of India,,,
28903968,PMC5722087,10.1136/bmjopen-2017-016942,BMJ,BMJ open,2044-6055,1,What factors are associated with reporting lacking interest in sex and how do these vary by gender? Findings from the third British national survey of sexual attitudes and lifestyles,1620,none,1,cc-by,not applicable,0,Unknown,1,MRC,G0801757,Wellcome Trust,84840,,
28123753,PMC5253438,10.1136/bmjdrc-2016-000288,BMJ,BMJ open diabetes research & care,2052-4897,1,Estimating the prevalence and incidence of type 2 diabetes using population level pharmacy claims data.,1530,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT107340/Z/15/Z,,,,
28883931,PMC5531300,10.1136/bmjresp-2017-000205,BMJ,BMJ open respiratory research,2052-4439,1,Rural to urban migration is associated with increased prevalence of childhood wheeze in a Latin-American city,1530,Other,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,088862/Z/09/Z,,,,
26848395,PMC4731840,10.1136/openhrt-2015-000342,BMJ,Open heart,2053-3624,1,"The relationship between oxidised LDL, endothelial progenitor cells and coronary endothelial function in patients with CHD",1445,Not reported,1,cc-by,not applicable,0,Unknown,1,,,,,,
