PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4397889;25884168;10.1186/s12885-015-1167-3;BioMed Central;BMC Cancer;1471-2407;The impact of supplementary narrative-based information on colorectal cancer screening beliefs and intention;1351.5;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;C9227/ 8933;;;
PMC4209063;25312556;10.1186/1471-2458-14-1070;BioMed Central;BMC Public Health;1471-2458;The needs and preferences of pregnant smokers regarding tailored Internet-based Smoking Cessation Interventions: a qualitative interview study;1351.5;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation / Cancer Research UK;EPSRC / MRC;;;;;
PMC4458007;26047810;10.1186/s12859-015-0622-0;BioMed Central;BMC Bioinformatics;1471-2105;Using Gene Ontology to describe the role of the neurexin-neuroligin-SHANK complex in human, mouse and rat and its relevance to autism;1351.5;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;;;RG/13/5/30112 and SP/07/007/23671;;;
PMC4265460;25432628;10.1186/1471-2407-14-891;BioMed Central;BMC Cancer;1471-2407;Boosting Wnt activity during colorectal cancer progression through selective hypermethylation of Wnt signaling antagonists;1351.51;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4564290;26159617;10.1016/j.yjmcc.2015.06.021;Elsevier;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Molecular basis of hERG potassium channel blockade by the class Ic antiarrhythmic flecainide.;1357.12;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;FS/11/59/28938;PG/10/96/28661;PG/12/69/29784;
PMC4652609;26142929;10.1016/j.bone.2015.06.026;Elsevier;Bone;8756-3282, 1873-2763;Exercise does not enhance aged boneâ€™s impaired response to artificial loading in C57Bl/6 mice;1357.13;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT092045/Z/10/Z;;;
PMC4564289;26196304;10.1016/j.yjmcc.2015.07.009;Elsevier;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Multiple quantum filtered 23Na NMR in the Langendorff perfused mouse heart: Ratio of Triple / Double quantum filtered signals correlate with [Na]i;1360.08;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;RE/08/003;RG/12/4/29426;;(Also Wellcome Trust / MRC Parkinson’s Consortium Grant)
PMC4381491;25889256;10.1186/s13071-015-0779-4;BioMed Central;Parasites & Vectors;1756-3305;The potential impact of moxidectin on onchocerciasis elimination in Africa: an economic evaluation based on the Phase II clinical trial data;1360.5;1;;;0;cc-by;epmc_xml;oa;1;WT;;;"085133/Z/08/Z; 092677/Z/10/Z";;;
PMC4545898;26501679;10.1109/TNS.2015.2434851;IEEE Nuclear and Plasma Sciences Society;IEEE Transactions on Nuclear Science ;2197-7364;RESCUE - Reduction of MRI SNR degradation by using an MR-synchronous low-interference PET acquisition technique;1361.91;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;088641/Z/09/Z;;;
PMC4306523;25512040;10.1016/j.neuroimage.2014.12.018;Elsevier;Neuroimage;1053-8119, 1095-9572;Brain activity dynamics in human parietal regions during spontaneous switches in bistable perception;1363.4;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;#100227;;;
PMC4306525;25512038;10.1016/j.neuroimage.2014.12.015;Elsevier;Neuroimage;1053-8119, 1095-9572;Precision and neuronal dynamics in the human posterior parietal cortex during evidence accumulation;1363.4;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;098362/Z/12/Z;;;
PMC4564288;26103619;10.1016/j.yjmcc.2015.06.012;Elsevier;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Altered distribution of ICa impairs Ca release at the t-tubules of ventricular myocytes from failing hearts;1365.2;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;PG/10/91/28644;RG/12/10/29802;;
PMC4373264;25859178;10.3389/fnins.2015.00097;Frontiers;Frontiers in Neurology;1662-4548, 1662-453X;An evaluation of Prospective Motion Correction (PMC) for high resolution quantitative MRI;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;091593/Z/10/Z;;;
PMC4335485;25750620;10.3389/fnhum.2015.00096;Frontiers;Frontiers in Human Neuroscience;1662-5161;Comparing different stimulus configurations for population receptive field mapping in human fMRI;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;082334, 091593/Z/10/Z;;;
PMC4373266;25859194;10.3389/fnbeh.2015.00073;Frontiers;Frontiers in Behavioral Neuroscience;1662-5153;Dementias show differential physiological responses to salient sounds;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;MRC;;091673/Z/10/Z;;;
PMC4539524;26347614;10.3389/fncir.2015.00039;Frontiers;Frontiers in Neural Circuits;1662-5110;Development of social behaviour in young zebrafish;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4285740;25620906;10.3389/fnins.2014.00427;Frontiers;Frontiers in Neurology;1662-4548, 1662-453X;High-resolution diffusion kurtosis imaging at 3T enabled by advanced post-processing;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;091593/Z/10/Z;;;
PMC4559656;26388755;10.3389/fnhum.2015.00473;Frontiers;Frontiers in Human Neuroscience;1662-5161;How beliefs about self-creation inflate value in the human brain;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;Fellowship, 098362/Z/12/Z, WTCN;;;
PMC4391262;25914637;10.3389/fnhum.2015.00191;Frontiers;Frontiers in Human Neuroscience;1662-5161;Imaging the passionate stage of romantic love by dopamine dynamics;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4550179;26379508;10.3389/fncir.2015.00037;Frontiers;Frontiers in Neural Circuits;1662-5110;Periodotopy in the gerbil inferior colliculus: local clustering rather than a gradient map;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;BBSRC;;WT086697MA;BB/H008608/1 (not UCL);;
PMC4420931;25999842;10.3389/fnhum.2015.00254;Frontiers;Frontiers in Human Neuroscience;1662-5161;Relationship between structural brainstem and brain plasticity and lower-limb training: a longitudinal pilot study;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4391030;25914641;10.3389/fneng.2015.00004;Frontiers;Frontiers in Neuroengineering;1662-6443;SET: A Pupil Detection Method Using Sinusoidal Approximation;1368;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;094850/Z/10/Z;;;
PMC4317190;25529292;10.1016/j.vaccine.2014.12.015;Elsevier;Vaccine;0264-410X, 1873-2518;Factors associated with tuberculosis infection, and with anti-mycobacterial immune responses, among five year olds BCG-immunised at birth in Entebbe, Uganda.;1368.26;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT079110;;;
PMC4503819;25939286;10.1016/j.ijlp.2015.04.004;Elsevier;International Journal of Law and Psychiatry;0160-2527, 1873-6386;Fluctuating capacity and advance decision-making in Bipolar Affective Disorder â€“ self-binding directives and self-determination;1370.17;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;097683/Z/11/Z;;;
PMC4508345;26099538;10.1016/j.bmcl.2015.06.001;Elsevier;Bioorganic & Medicinal Chemistry Letters;0960-894X, 1464-3405;Docking of competitive inhibitors to the P2X7 receptor family reveals key differences responsible for changes in response between rat and human;1370.43;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;WT/099758/Z/12/Z;0;0;
PMC4349634;0;10.1016/j.neuroimage.2014.12.057;Elsevier;NeuroImage;1053-8119, 1095-9572;Correlates of a single cortical action potential in the epidural EEG;1370.63;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;101002/Z/13/Z;0;0;
PMC4582770;26275478;10.1016/j.vaccine.2015.07.103;Elsevier;Vaccine;0264-410X, 1873-2518;Management and outcome of Bacille Calmette-GuÃ©rin vaccine adverse reactions;1370.73;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;093768/Z/10/Z;;;
PMC4552171;26200251;10.1016/j.neulet.2015.07.019;Elsevier;Neuroscience Letters;0304-3940, 1872-7972;ERK signaling mediates CaSR-promoted axon growth;1371.02;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;85368;;;
PMC4294420;25482365;10.1016/j.addbeh.2014.11.010;Elsevier;Addictive Behaviors;0306-4603, 1873-6327;Normative misperceptions about alcohol use in the general population of drinkers: a cross-sectional survey;1371.04;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK / British Heart Foundation;MRC / ESRC;;;;;
PMC4312356;25463272;10.1016/j.yjmcc.2014.11.017;Academic Press;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Perturbed atrial calcium handling in an ovine model of heart failure: potential roles for reductions in the L-type calcium current.;£1,371.20;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4503818;25997381;10.1016/j.ijlp.2015.04.002;Elsevier;International Journal of Law and Psychiatry;0160-2527, 1873-6386;Against a singular understanding of legal capacity: criminal responsibility and the Convention on the Rights of Persons with Disabilities;1371.36;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;94910;;;
PMC4451459;25861761;10.1016/j.jmb.2015.03.020;Elsevier;Journal of Molecular Biology;0022-2836, 1089-8638;The Response of Greek Key Proteins to Changes in Connectivity Depends on the Nature of Their Secondary Structure;1371.91;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4564291;26116865;10.1016/j.yjmcc.2015.06.016;Elsevier;Journal of Molecular and Cellular Cardiology;0022-2828, 1095-8584;Decreased creatine kinase is linked to diastolic dysfunction in rats with right heart failure induced by pulmonary artery hypertension;1373.68;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;0;0;PG/13/3/29924;0;0;
PMC4300414;25475730;10.1016/j.bbrc.2014.11.095.;Elsevier;Biochemical and Biophysical Research Communications;0006-291X, 1090-2104;Expression of a long variant of CRACR2A that belongs to the Rab GTPase protein family in endothelial cells;1373.71;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;WT 083857;0;0;
PMC4644990;26188331;10.1016/j.actatropica.2015.05.007;Elsevier;Acta Tropica;0001-706X, 1873-6254;Evidence and importance of genetic exchange among field populations of Trypanosoma cruzi.;1376.45;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT066806MA;;;
PMC4411217;25796989;10.1016/j.jviromet.2015.03.009;Elsevier;Journal of Virological Methods;0166-0934, 1879-0984;A novel method for the measurement of hepatitis C virus infectious titres using the IncuCyte ZOOM and its application to antiviral screening;1376.84;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;WT096670;WT099759;WT093786;
PMC4550720;26307613;10.1136/bmjopen-2014-007433;BMJ;BMJ Open;2044-6055;Digit Ratio and Autism Spectrum Disorders in the Avon Longitudinal Study of Parents and Children: A Birth Cohort Study;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT102215/2/13/2;;;
PMC4538266;26264275;10.1136/bmjopen-2015-008808;BMJ;BMJ Open;2044-6055;Heavier smoking may lead to relative increase in waist circumference: evidence for causal relationship from Mendelian Randomisation meta-analysis. The CARTA consortium;1377;1;;;0;cc-by;epmc_xml;oa;1;MRC;Wellcome Trust;;MR/J01351X/1;;;
PMC4390717;25838506;10.1136/bmjopen-2014-006965;BMJ;BMJ Open;2044-6055;Risk factors for emergency presentation with lung and colorectal cancers: a systematic review;1377;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;0;0;CRUK Early Diagnosis Team;0;0;
PMC4513439;26195471;10.1136/bmjopen-2015-008811;BMJ;BMJ Open;2044-6055;Determining Surgical Complications in the Overweight (DISCOVER): A Multicentre Observational Cohort Study to Evaluate the Role of Obesity as a Risk Factor for Post-operative Complications in General Surgery;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4577934;26391630;10.1136/bmjopen-2015-008050;BMJ;BMJ Open;2044-6055;Effectiveness of Peer Educators on the uptake of mobile x-ray tuberculosis screening at homeless hostels: a cluster randomised controlled trial;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4322204;25652803;10.1136/bmjopen-2014-007002;BMJ;BMJ Open;2044-6055;Over-reassurance and under-support after a â€˜false alarmâ€™: a systematic review of the impact on subsequent cancer symptom attribution and help-seeking;1377;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;C48748/A16867;;;
PMC4360842;25743153;10.1136/bmjopen-2015-007834;BMJ;BMJ Open;2044-6055;Patterns and trends in sources of information about sex among young people in Britain: evidence from three National Surveys of Sexual Attitudes and Lifestyles;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;MRC;;84840;G0701757;;
PMC4283435;25550293;10.1136/bmjopen-2014-005982;BMJ;BMJ Open;2044-6055;Prevalence and determinants of caesarean section in private and public health facilities in underserved South Asian communities: cross-sectional analysis of data from Bangladesh, India, and Nepal;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;"085417MA/Z/08/Z; 091561/Z/10/Z";;;
PMC4538257;26253568;10.1136/bmjopen-2015-008951;BMJ;BMJ Open;2044-6055;Prevention and treatment of hypertension with algorithm based therapy (PATHWAY) number 2 protocol for a randomized crossover trial to determine optimal treatment for drug resistant hypertension;1377;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;;;;;;
PMC4420935;25922098;10.1136/bmjopen-2014-006853;BMJ;BMJ Open;2044-6055;Recall of physical activity advice was associated with higher levels of physical activity in colorectal cancer patients;1377;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;;;;
PMC4267077;25500618;10.1136/bmjopen-2014-006391;BMJ;BMJ Open;2044-6055;Socio-economic inequalities in dental caries and their determinants in adolescents in New Delhi, India;1377;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;;;
PMC4461009;25956603;10.1016/j.mad.2015.05.001;Elsevier;Mechanisms of Ageing and Development;0047-6374, 1872-6216;Progressive age-associated activation of JNK associates with conduction disruption in the aged atrium.;1378.25;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;0;0;PG/11/15/28775;0;0;
PMC4550477;26026581;10.1016/j.jneumeth.2015.05.016;Elsevier;Journal of Neuroscience Methods;0165-0270, 1872-678X;Near-field electromagnetic holography for high-resolution analysis of network interactions in neuronal tissue;1381.03;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;098352/Z/12/Z;0;0;
PMC4375474;25653282;10.1074/jbc.M114.625137;ASBMB;Journal of Biological Chemistry;0021-9258, 1083-351X;Proteasomal Modulation of Cellular SNAT2 (SLC38A2) Abundance and Function by Unsaturated Fatty Acid Availability;1382.92;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;094226/Z/10/Z;;
PMC4429971;25770671;10.1016/j.jbtep.2015.02.007;Elsevier;Journal of Behavior Therapy and Experimental Psychiatry;0005-7916, 1873-7943;Thinking Well: A randomised controlled feasibility study of a new CBT therapy targeting reasoning biases in people with distressing persecutory delusional beliefs;1384.37;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;085396/Z/08/Z;;;
PMC4411215;25697597;10.1016/j.neulet.2015.01.084;Elsevier;Neuroscience Letters;0304-3940, 1872-7972;The Fabry disease-associated lipid Lyso-Gb3 enhances voltage-gated calcium currents in sensory neurons and causes pain;1385.58;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC;;;;;
PMC4654430;26244281;10.1016/j.expneurol.2015.07.024.;Elsevier;Experimental Neurology;0014-4886, 1090-2430;Increasing levels of the endocannabinoid 2-AG is neuroprotective in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine mouse model of Parkinson's disease;1387.4;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;WT080782MF;0;0;
PMC4250079;25156127;10.1038/mt.2014.157;Nature Publishing Group;Molecular Therapy;1525-0016, 1525-0024;Combining viral vectored and protein-in-adjuvant vaccines against the blood-stage malaria antigen AMA1: report on a phase 1a clinical trial;1388.36;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;90794;;
PMC4577729;26296477;10.1016/j.bmcl.2015.08.003;Elsevier;Bioorganic & Medicinal Chemistry Letters;0960-894X, 1464-3405;7-(pyrazol-4-yl)-3H-imidazo[4,5-b]pyridine-based derivatives for kinase inhibition;1388.5;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;C309/A8274;;;
PMC4533226;26043167;10.1016/j.adolescence.2015.05.003;Elsevier;Journal of Adolescence;0140-1971, 1095-9254;The audience effect in adolescence depends on who's looking over your shoulder;1388.89;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;092860/Z/10/Z;;;
PMC4542524;26102190;10.1016/j.neuropsychologia.2015.06.011;Elsevier;Neuropsychologia;0028-3932, 1873-3514;The effect of age on cognitive performance of frontal patients;1388.89;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;089231/A/09/Z;;;
PMC4509708;25962333;10.1016/j.jneumeth.2015.05.001;Elsevier;Journal of Neuroscience Methods;0165-0270, 1872-678X;Low cost production of 3D-printed devices and electrostimulation chambers for the culture of primary neurons;£1,390.57;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;096564/Z/11/Z;;;
PMC4503799;25959747;10.1016/j.vaccine.2015.04.087;Elsevier;Vaccine;0264-410X, 1873-2518;The effect of BCG on iron metabolism in the early neonatal period: a controlled trial in Gambian neonates.;1391.87;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT102915/Z/13/Z;;;
PMC4414354;25813344;10.1016/j.jmb.2015.03.010;Elsevier;Journal of Molecular Biology;0022-2836, 1089-8638;The Pentameric Nucleoplasmin Fold Is Present in Drosophila FKBP39 and a Large Number of Chromatin-Related Proteins;1392.07;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4509711;0;10.1016/j.molbiopara.2015.01.006;Elsevier;Molecular and Biochemical Parasitology;0166-6851, 1872-9428;25 years of Africantrypanosome research: form description, to molecular dissection and new drug discovery;1393.87;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;095831/Z/11/Z;;;
PMC4508348;26071201;10.1016/j.cellsig.2015.05.017;Elsevier;Cellular Signalling;0898-6568, 1873-3913;p70S6K is regulated by Focal Adhesion Kinase and is required for Src-selective autophagy;1394.14;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;0;0;C157/A15703;;;
PMC4295921;25463471;10.1016/j.neuroimage.2014.11.027;Elsevier;Neuroimage;1053-8119, 1095-9572;Construct Validation of a DCM for resting state fMRI;1396.42;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;088130/Z/09/Z;;;
PMC4415907;25700742;10.1016/j.neuropsychologia.2015.02.017;Elsevier;Neuropsychologia;0028-3932, 1873-3514;The role of the amygdala during emotional processing in Huntington's disease: From pre-manifest to late stage disease;1397.05;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4417270;25925961;10.1186/s12863-015-0200-5;Biomed Central;BMC Genetics;1471-2156;Immunolabelling shows histone H3 isoforms mono- or tri-methylated at lysine 4 have the same banded distribution across metaphase chromosomes from primary human lymphocytes and lymphoblastoid cell lines;1397.4;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;0;0;RCPV16258(DJAA);0;0;
PMC4339476;25884986;10.1186/s12889-015-1464-4;BioMed Central;BMC Public Health;1471-2458;Study protocol: The effectiveness and cost effectiveness of an employer-led intervention to increase walking during the daily commute: a cluster randomised controlled trial;1397.4;1;;;0;cc-by;epmc_xml;oa;1;ESRC;Wellcome Trust;MRC;MR/KO232331/1;;;
