institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,28697335,PMC5505860,10.1016/j.devcel.2017.06.010,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,5400.83
Wellcome Trust,2017,28756951,PMC5558038,10.1016/j.cub.2017.06.047,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5400.83
Wellcome Trust,2017,28942965,PMC5630164,10.1016/j.ajhg.2017.08.015,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5398.15
Wellcome Trust,2017,28728026,PMC5519493,10.1016/j.neuron.2017.06.038,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,5389.91
Wellcome Trust,2017,28781049,PMC5571438,10.1016/j.cub.2017.06.074,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5387.56
Wellcome Trust,2017,28600210,PMC5489700,10.1016/s1470-2045(17)30404-7,Elsevier BV,The Lancet. Oncology,"1470-2045, 1474-5488",TRUE,5378.81
Wellcome Trust,2017,28479143,PMC5447135,10.1016/s2215-0366(17)30109-8,Elsevier BV,The lancet. Psychiatry,"2215-0366, 2215-0374",TRUE,5368.24
Wellcome Trust,2017,27988143,PMC5236064,10.1016/s0140-6736(16)31589-6,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5366.16
Wellcome Trust,2017,28575671,PMC5457487,10.1016/j.cell.2017.05.030,Elsevier BV,Cell,"0092-8674, 1097-4172",TRUE,5363.08
Wellcome Trust,2017,28366589,PMC5505866,10.1016/j.stem.2017.03.003,Elsevier BV,Cell stem cell,"1934-5909, 1875-9777",TRUE,5350.46
Wellcome Trust,2017,28648606,PMC5501727,10.1016/j.str.2017.05.016,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5348.79
Wellcome Trust,2017,27693233,PMC5065686,10.1016/j.ajhg.2016.08.014,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5342.46
Wellcome Trust,2017,27889262,PMC5196024,10.1016/j.cub.2016.09.067,Elsevier BV,Current biology : CB,,TRUE,5339.67
Wellcome Trust,2017,27716481,PMC5065527,10.1016/j.molcel.2016.09.007,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5339.67
Wellcome Trust,2017,28279348,PMC5374107,10.1016/j.chom.2017.02.009,Elsevier BV,Cell host & microbe,"1931-3128, 1934-6069",TRUE,5329.1
Wellcome Trust,2017,28190727,PMC5344677,10.1016/j.cub.2017.01.022,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5320.91
Wellcome Trust,2017,27524201,PMC5014086,10.1016/j.str.2016.06.020,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5320.79
Wellcome Trust,2017,27908689,PMC5266795,10.1016/s2213-8587(16)30396-5,Elsevier BV,The lancet. Diabetes & endocrinology,"2213-8587, 2213-8595",TRUE,5318.45
Wellcome Trust,2017,28804786,PMC5543265,10.1016/s2468-2667(16)30037-8,Elsevier BV,The lancet. Public health,2468-2667,FALSE,5418.63
Wellcome Trust,2017,28147273,PMC5300892,10.1016/j.celrep.2016.12.093,Elsevier BV,Cell reports,2211-1247,FALSE,5405.07
Wellcome Trust,2017,27939943,PMC5179498,10.1016/j.molcel.2016.11.006,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5313.92
Wellcome Trust,2017,27988144,PMC5236065,10.1016/s0140-6736(16)31590-2,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5311.65
Wellcome Trust,2017,28041957,PMC5300904 ,10.1016/j.cmet.2016.11.016,Elsevier BV,Cell metabolism,,TRUE,5301.6
Wellcome Trust,2017,27989324,PMC5223029,10.1016/j.ajhg.2016.11.014,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5291.17
Wellcome Trust,2017,27884766,PMC5332206,10.1016/j.chest.2016.10.058,Elsevier BV,Chest,"0012-3692, 1931-3543",TRUE,5291.14
Wellcome Trust,2017,27618490,PMC5031556,10.1016/j.molcel.2016.08.011,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5278.92
Wellcome Trust,2017,28911765,PMC5599428,10.1016/s2214-109x(17)30298-x,Elsevier BV,The Lancet. Global health,2214-109X,FALSE,5383.84
Wellcome Trust,2017,28538183,PMC5457485,10.1016/j.celrep.2017.05.005,Elsevier BV,Cell reports,2211-1247,FALSE,5376.23
Wellcome Trust,2017,27974195,PMC5186732,10.1016/j.celrep.2016.11.037,Elsevier BV,Cell reports,2211-1247,FALSE,5367.04
Wellcome Trust,2017,27693231,PMC5065684,10.1016/j.ajhg.2016.08.020,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5276.01
Wellcome Trust,2017,27939941,PMC5179494,10.1016/j.molcel.2016.11.014,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5275.76
Wellcome Trust,2017,28392258,PMC5415359,10.1016/j.str.2017.03.006,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,5275.52
Wellcome Trust,2017,28622955,PMC5537194,10.1016/s0140-6736(17)30770-5,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5275.51
Wellcome Trust,2017,28132784,PMC5343747 PMC5343747 ,10.1016/j.str.2017.01.002,Elsevier BV,"Structure (London, England : 1993)",,TRUE,5268.57
Wellcome Trust,2017,28132686,PMC5294761,10.1016/j.ajhg.2017.01.011,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5268.57
Wellcome Trust,2017,28162895,PMC5321671,10.1016/j.cub.2016.12.048,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5265.37
Wellcome Trust,2017,27209146,PMC5321490,10.1016/s0140-6736(16)30468-8,Elsevier BV,"Lancet (London, England)","0140-6736, 1474-547X",TRUE,5259.23
Wellcome Trust,2017,27693047,PMC5064912,10.1016/j.ccell.2016.08.017,Elsevier BV,Cancer cell,"1535-6108, 1878-3686",TRUE,5253.76
Wellcome Trust,2017,28545823,PMC5489698,10.1016/s1470-2045(17)30243-7,Elsevier BV,The Lancet. Oncology,"1470-2045, 1474-5488",TRUE,5251.62
Wellcome Trust,2017,28257702,PMC5344684,10.1016/j.molcel.2017.01.030,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5246.65
Wellcome Trust,2017,28171746,PMC5300050,10.1016/j.devcel.2017.01.001,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,5246.27
Wellcome Trust,2017,28411119,PMC5418564,10.1016/s2352-3026(17)30052-2,Elsevier BV,The Lancet. Haematology,2352-3026,TRUE,5239.02
Wellcome Trust,2017,28017559,PMC5332542,10.1016/s1473-3099(16)30513-8,Elsevier BV,The Lancet. Infectious diseases,"1473-3099, 1474-4457",TRUE,5238.7
Wellcome Trust,2017,28130063,PMC5368411,10.1016/s1473-3099(16)30514-x,Elsevier BV,The Lancet. Infectious diseases,"1473-3099, 1474-4457",TRUE,5238.7
Wellcome Trust,2017,28262555,PMC5357723,10.1016/j.ccell.2017.02.001,Elsevier BV,Cancer cell,"1535-6108, 1878-3686",TRUE,5232.16
Wellcome Trust,2017,27568553,PMC5014761,10.1016/j.celrep.2016.07.087,Elsevier BV,Cell reports,2211-1247,FALSE,5367.01
Wellcome Trust,2017,28286000,PMC5364399,10.1016/j.cub.2017.01.050,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5230.1
Wellcome Trust,2017,28190769,PMC5316414,10.1016/j.molcel.2017.01.006,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5225.22
Wellcome Trust,2017,28844372,Unknown,10.1016/j.eururo.2017.07.035,Elsevier BV,European urology,"0302-2838, 1873-7560",TRUE,5220.52
Wellcome Trust,2017,27889058,PMC5142109,10.1016/j.ajhg.2016.10.008,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,5215.87
Wellcome Trust,2017,28626827,PMC5459934,10.1016/s2468-2667(17)30072-5,Elsevier BV,The lancet. Public health,2468-2667,FALSE,5363.08
Wellcome Trust,2017,28636940,PMC5489699,10.1016/j.celrep.2017.05.078,Elsevier BV,Cell reports,2211-1247,FALSE,5348.79
Wellcome Trust,2017,28502662,PMC5457481,10.1016/j.cub.2017.03.074,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5213.19
Wellcome Trust,2017,28552355,PMC5462622,10.1016/j.cub.2017.04.055,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5202.19
Wellcome Trust,2017,27568592,PMC5049544,10.1016/j.cub.2016.07.021,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5194.07
Wellcome Trust,2017,28457793,PMC5425251,10.1016/j.devcel.2017.04.004,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,5192.63
Wellcome Trust,2017,28017589,PMC5222723,10.1016/j.molcel.2016.11.029,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,5189.71
Wellcome Trust,2017,28262558,PMC5361737,10.1016/j.chembiol.2017.02.006,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5181.99
Wellcome Trust,2017,28502659,PMC5457479,10.1016/j.cub.2017.04.023,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5180.68
Wellcome Trust,2017,27989401,PMC5266481,10.1016/j.chembiol.2016.11.009,Elsevier BV,Cell chemical biology,2451-9456,TRUE,5180.12
Wellcome Trust,2017,28041905,PMC5225405,10.1016/j.devcel.2016.12.005,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,5173.65
Wellcome Trust,2017,28457708,PMC5461371 ,10.1016/S1470-2045(17)30187-0,Elsevier BV,Lancet Oncology,,TRUE,5166.72
Wellcome Trust,2017,28624389,PMC5573768,10.1016/s2213-2600(17)30161-3,Elsevier BV,The Lancet. Respiratory medicine,"2213-2600, 2213-2619",TRUE,5166.72
Wellcome Trust,2017,28122241,PMC5289927,10.1016/j.celrep.2016.12.085,Elsevier BV,Cell reports,2211-1247,FALSE,5320.79
Wellcome Trust,2017,28591580,PMC5469940,10.1016/j.celrep.2017.05.048,Elsevier BV,Cell reports,2211-1247,FALSE,5309.73
Wellcome Trust,2017,28480453,PMC5408829,10.1016/s2542-5196(17)30001-3,Elsevier BV,The Lancet. Planetary health,2542-5196,FALSE,5290.06
Wellcome Trust,2017,27926857,PMC5177631,10.1016/j.celrep.2016.11.027,Elsevier BV,Cell reports,2211-1247,FALSE,5282.19
Wellcome Trust,2017,28132811,PMC5300905,10.1016/j.cub.2016.12.038,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,5112.68
Wellcome Trust,2017,27926874,PMC5177622,10.1016/j.celrep.2016.11.014,Elsevier BV,Cell reports,2211-1247,FALSE,5275.76
Wellcome Trust,2017,28392072,PMC5405110,10.1016/j.neuron.2017.03.026,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,5074.34
Wellcome Trust,2017,28199841,PMC5318656,10.1016/j.celrep.2017.01.057,Elsevier BV,Cell reports,2211-1247,FALSE,5272.79
Wellcome Trust,2017,28147266,PMC5300902,10.1016/j.celrep.2017.01.010,Elsevier BV,Cell reports,2211-1247,FALSE,5272.79
Wellcome Trust,2017,28099844,PMC5276806,10.1016/j.celrep.2016.12.055,Elsevier BV,Cell reports,2211-1247,FALSE,5251.52
Wellcome Trust,2017,28636947,PMC5489663,10.1016/j.celrep.2017.06.001,Elsevier BV,Cell reports,2211-1247,FALSE,5246.66
Wellcome Trust,2017,28099849,PMC5276804,10.1016/j.celrep.2016.12.058,Elsevier BV,Cell reports,2211-1247,FALSE,5224.63
Wellcome Trust,2017,27926873,PMC5177601,10.1016/j.celrep.2016.11.028,Elsevier BV,Cell reports,2211-1247,FALSE,5224.63
Wellcome Trust,2017,28163000,PMC5337626,10.1016/s1470-2045(17)30043-8,Elsevier BV,The Lancet. Oncology,"1470-2045, 1474-5488",TRUE,4923.74
Wellcome Trust,2017,28178524,PMC5316642,10.1016/j.celrep.2017.01.027,Elsevier BV,Cell reports,2211-1247,FALSE,5203.51
Wellcome Trust,2017,28658625,PMC5494305,10.1016/j.celrep.2017.06.011,Elsevier BV,Cell reports,2211-1247,FALSE,5196.31
Wellcome Trust,2017,28867294,PMC5613143,10.1016/j.molcel.2017.08.003,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,4776.36
Wellcome Trust,2017,28754611,PMC5736097 ,10.1016/j.jconrel.2017.07.032,Elsevier BV,Journal of controlled release : official journal of the Controlled Release Society,,TRUE,4757.3
Wellcome Trust,2017,27076075,PMC5067300,10.1016/j.cmet.2016.03.013,Elsevier BV,Cell metabolism,"1550-4131, 1932-7420",TRUE,4717.43
Wellcome Trust,2017,27840028,PMC5128728,10.1016/j.molcel.2016.10.009,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,4704.03
Wellcome Trust,2017,28886343,PMC5591020,10.1016/j.ajhg.2017.08.005,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4692.2
Wellcome Trust,2017,28772121,PMC5548955,10.1016/j.neuron.2017.07.013,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,4642.77
Wellcome Trust,2017,27720611,PMC5104693,10.1016/j.devcel.2016.09.004,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,4630.9
Wellcome Trust,2017,28844488,PMC5590844,10.1016/j.ajhg.2017.07.013,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4624.57
Wellcome Trust,2017,28065575,PMC5289939,10.1016/j.cels.2016.11.015,Elsevier BV,Cell systems,"2405-4712, 2405-4720",TRUE,4621.31
Wellcome Trust,2017,27760395,PMC5123641,10.1016/j.biomaterials.2016.10.018,Elsevier BV,Biomaterials,"0142-9612, 1878-5905",TRUE,4612.21
Wellcome Trust,2017,27839872,PMC5142107,10.1016/j.ajhg.2016.09.022,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4586.5
Wellcome Trust,2017,28690114,PMC5526833,10.1016/j.cub.2017.06.016,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4579.48
Wellcome Trust,2017,28475857,PMC5420355,10.1016/j.ajhg.2017.03.010,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4562.74
Wellcome Trust,2017,28076797,PMC5263238,10.1016/j.celrep.2016.12.011,Elsevier BV,Cell reports,2211-1247,FALSE,5180.4
Wellcome Trust,2017,29056296,PMC5697915,10.1016/j.neuron.2017.09.035,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,4547.77
Wellcome Trust,2017,28591624,PMC5462531,10.1016/j.str.2017.04.009,Elsevier BV,"Structure (London, England : 1993)","0969-2126, 1878-4186",TRUE,4544.92
Wellcome Trust,2017,29137869,PMC5803132 ,10.1016/S0140-6736(17)31869-X,Elsevier BV,The Lancet,,TRUE,4525.75
Wellcome Trust,2017,29107560,PMC5703647,10.1016/j.devcel.2017.09.018,Elsevier BV,Developmental cell,"1534-5807, 1878-1551",TRUE,4521.89
Wellcome Trust,2017,28697345,PMC5511331,10.1016/j.ccell.2017.06.005,Elsevier BV,Cancer cell,"1535-6108, 1878-3686",TRUE,4510.28
Wellcome Trust,2017,28076788,PMC5263234,10.1016/j.celrep.2016.12.032,Elsevier BV,Cell reports,2211-1247,FALSE,5180.13
Wellcome Trust,2017,28625793,PMC5567202 ,https://doi.org/10.1016/S2214-109X(17)30201-2,Elsevier BV,Lancet Global Health,,FALSE,5166.72
Wellcome Trust,2017,28756950,PMC5558037,10.1016/j.cub.2017.06.034,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4499.52
Wellcome Trust,2017,28366744,PMC5405113,10.1016/j.cub.2017.03.013,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4488.48
Wellcome Trust,2017,28965997,PMC5643443,10.1016/j.neuron.2017.09.006,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,4485.51
Wellcome Trust,2017,28506461,PMC5459754,10.1016/j.molcel.2017.05.003,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,4473.77
Wellcome Trust,2017,28938124,PMC5610175,10.1016/j.cell.2017.08.017,Elsevier BV,Cell,"0092-8674, 1097-4172",TRUE,4473.7
Wellcome Trust,2017,28017606,PMC5226922,10.1016/j.cub.2016.11.014,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4472.37
Wellcome Trust,2017,28103479,PMC5263254,10.1016/j.neuron.2016.12.028,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,4458.97
Wellcome Trust,2017,27939944,PMC5222697,10.1016/j.molcel.2016.11.001,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,4431.38
Wellcome Trust,2017,27930904,PMC5158095,10.1016/j.neuron.2016.10.052,Elsevier BV,Neuron,"0896-6273, 1097-4199",TRUE,4426.87
Wellcome Trust,2017,28602650,PMC5483230,10.1016/j.cub.2017.05.028,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4426.67
Wellcome Trust,2017,28575651,PMC5473715,10.1016/j.ajhg.2017.05.009,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4424.22
Wellcome Trust,2017,28238661,PMC5344676,10.1016/j.cub.2017.01.028,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4421.59
Wellcome Trust,2017,28212753,PMC5316415,10.1016/j.molcel.2017.01.021,Elsevier BV,Molecular cell,"1097-2765, 1097-4164",TRUE,4408.01
Wellcome Trust,2017,28297674,PMC5368346,10.1016/j.celrep.2017.02.064,Elsevier BV,Cell reports,2211-1247,FALSE,5150.22
Wellcome Trust,2017,28877482,PMC5603732,10.1016/j.celrep.2017.08.047,Elsevier BV,Cell reports,2211-1247,FALSE,4714.2
Wellcome Trust,2017,27783942,PMC5098123,10.1016/j.celrep.2016.10.005,Elsevier BV,Cell reports,2211-1247,FALSE,4633.4
Wellcome Trust,2017,29045836,PMC5656750,10.1016/j.celrep.2017.09.045,Elsevier BV,Cell reports,2211-1247,FALSE,4591.52
Wellcome Trust,2017,28813670,PMC5565637,10.1016/j.celrep.2017.07.053,Elsevier BV,Cell reports,2211-1247,FALSE,4575.12
Wellcome Trust,2017,28768197,PMC5554777 ,10.1016/j.celrep.2017.07.014,Elsevier BV,Cell reports,,FALSE,4571.83
Wellcome Trust,2017,29020619,PMC5643547,10.1016/j.celrep.2017.09.050,Elsevier BV,Cell reports,2211-1247,FALSE,4570.18
Wellcome Trust,2017,28954232,PMC5639146,10.1016/j.celrep.2017.08.098,Elsevier BV,Cell reports,2211-1247,FALSE,4539.34
Wellcome Trust,2017,29045833,PMC5656751,10.1016/j.celrep.2017.09.042,Elsevier BV,Cell reports,2211-1247,FALSE,4521.89
Wellcome Trust,2017,28636936, PMC5489697,10.1016/j.celrep.2017.05.071,Elsevier BV,Cell Reports,,FALSE,4477.84
Wellcome Trust,2017,28273463,PMC5357733,10.1016/j.celrep.2017.02.042,Elsevier BV,Cell reports,2211-1247,FALSE,4467.12
Wellcome Trust,2017,28564594,PMC5464993,10.1016/j.celrep.2017.05.024,Elsevier BV,Cell reports,2211-1247,FALSE,4451.39
Wellcome Trust,2017,28297675,PMC5368413,10.1016/j.celrep.2017.02.053,Elsevier BV,Cell reports,2211-1247,FALSE,4420.19
Wellcome Trust,2017,27806305,PMC5149529,10.1016/j.celrep.2016.10.022,Elsevier BV,Cell reports,2211-1247,FALSE,4403.35
Wellcome Trust,2017,28199837,PMC5318655,10.1016/j.celrep.2017.01.052,Elsevier BV,Cell reports,2211-1247,FALSE,4382.12
Wellcome Trust,2017,28122231,PMC5289937,10.1016/j.celrep.2016.12.057,Elsevier BV,Cell reports,2211-1247,FALSE,4380.56
Wellcome Trust,2017,28966033,PMC5637314,10.1016/j.ccell.2017.08.017,Elsevier BV,Cancer cell,"1535-6108, 1878-3686",TRUE,4390.93
Wellcome Trust,2017,28076775,PMC5263231,10.1016/j.celrep.2016.12.029,Elsevier BV,Cell reports,2211-1247,FALSE,4377.31
Wellcome Trust,2017,28171765,PMC5300900,10.1016/j.cub.2016.12.024,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4384.82
Wellcome Trust,2017,27621086,PMC5081060,10.1016/j.gaitpost.2016.08.028,Elsevier BV,Gait & posture,"0966-6362, 1879-2219",TRUE,4382.18
Wellcome Trust,2017,27614711,PMC5176092,10.1016/j.mib.2016.08.005,Elsevier BV,Current opinion in microbiology,"1369-5274, 1879-0364",TRUE,4381.08
Wellcome Trust,2017,28434861,PMC5434257,10.1016/j.cub.2017.03.053,Elsevier BV,Current biology : CB,"0960-9822, 1879-0445",TRUE,4371.92
Wellcome Trust,2017,28190456,PMC5339217,10.1016/j.ajhg.2017.01.024,Elsevier BV,American journal of human genetics,"0002-9297, 1537-6605",TRUE,4355.32
Wellcome Trust,2017,28147281,PMC5300903,10.1016/j.celrep.2017.01.015,Elsevier BV,Cell reports,2211-1247,FALSE,4366.63
Wellcome Trust,2017,28273481,PMC5355364,10.1016/j.cmet.2017.02.005,Elsevier BV,Cell metabolism,"1550-4131, 1932-7420",TRUE,4353.59
Wellcome Trust,2017,28209296,PMC5337624,10.1016/s1470-2045(17)30071-2,Elsevier BV,The Lancet. Oncology,"1470-2045, 1474-5488",TRUE,4353.2
Wellcome Trust,2017,27689902,PMC5660506,10.1016/j.mib.2016.08.006,Elsevier BV,Current opinion in microbiology,"1369-5274, 1879-0364",TRUE,4336.6
Wellcome Trust,2017,28747257,PMC5656572,10.1016/j.jaut.2017.07.009,Elsevier BV,Journal of autoimmunity,"0896-8411, 1095-9157",TRUE,4250.46
Wellcome Trust,2017,28686957,PMC5689515,10.1016/j.sbi.2017.06.005,Elsevier BV,Current opinion in structural biology,"0959-440X, 1879-033X",TRUE,4216.73
Wellcome Trust,2017,28968546,Unknown,10.1016/j.mib.2017.08.004,Elsevier BV,Current opinion in microbiology,"1369-5274, 1879-0364",TRUE,4210.57
Wellcome Trust,2017,28780466,PMC5597318,10.1016/j.ejca.2017.05.037,Elsevier BV,"European journal of cancer (Oxford, England : 1990)","0959-8049, 1879-0852",TRUE,4205.27
Wellcome Trust,2017,28069394,PMC5446319,10.1016/j.bbcan.2016.12.003,Elsevier BV,Biochimica et biophysica acta,"0006-3002, 1878-2434",TRUE,4191.34
Wellcome Trust,2017,28260633,PMC5678278,10.1016/j.conb.2017.02.004,Elsevier BV,Current opinion in neurobiology,"0959-4388, 1873-6882",TRUE,4138.01
Wellcome Trust,2017,28399507,PMC5677836,10.1016/j.ceb.2017.02.004,Elsevier BV,Current opinion in cell biology,"0955-0674, 1879-0410",TRUE,4127.66
Wellcome Trust,2017,29238740,PMC5719982,10.1016/j.cobeha.2017.07.012,Elsevier BV,Current opinion in behavioral sciences,"2352-1546, 2352-1554",TRUE,4114.92
Wellcome Trust,2017,28645875,PMC5678457,10.1016/j.clim.2017.06.005,Elsevier BV,"Clinical immunology (Orlando, Fla.)","1521-6616, 1521-7035",TRUE,4108.59
Wellcome Trust,2017,28663002,PMC5656106,10.1016/j.jaut.2017.06.007,Elsevier BV,Journal of autoimmunity,"0896-8411, 1095-9157",TRUE,4093.62
Wellcome Trust,2017,28066829,PMC5193490,10.1016/j.cotox.2016.10.002,Elsevier BV,Current opinion in toxicology,"2468-2934, 2468-2020",TRUE,4084.11
Wellcome Trust,2017,28130154,PMC5335903,10.1016/j.bbagen.2017.01.020,Elsevier BV,Biochimica et biophysica acta,"0006-3002, 1878-2434",TRUE,4078.55
Wellcome Trust,2017,28483672,PMC5497396,10.1016/j.biocel.2017.05.007,Elsevier BV,The international journal of biochemistry & cell biology,"1357-2725, 1878-5875",TRUE,4075.93
