"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£ incl VAT when charged)";"Fulltext in EPMC";"Ahead of Print?";"Author Manuscript?";"Licence in Europe PMC";"Licence on Publisher website";"Journal Type";"COAF compliant?";"Funder of research (1)";"Funder of research (2)";"Funder of research (3)";"Grant ID (1)";"Grant ID (2)";"Grant ID (3)";;
"PMC5007024";27132017;"10.1016/j.yjmcc.2016.04.014";"Elsevier BV";"Journal of molecular and cellular cardiology";"0022-2828, 1095-8584";"Characterization and influence of cardiac background sodium current in the atrioventricular node";1606.57;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";;;"RG/11/18/29257";;;;
"PMC4751978";26608810;"10.1016/j.jmb.2015.11.014";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Direct Evidence for Packaging Signal-Mediated Assembly of Bacteriophage MS2";1502.98;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;"090932/Z/09/Z";"089311/Z/09/Z";"078113/Z/05/Z";;
"PMC5055082";26284972;"10.1016/j.jmb.2015.08.008";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"The Evolution of Aggregative Multicellularity and Cell-Cell Communication in the Dictyostelia";1512.43;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"100293/Z/12/Z";100293;"BB/K000799/1";;
"PMC4773402";26780548;"10.1016/j.jmb.2016.01.009";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Comparison of the aggregation of homologous ?2-microglobulin variants reveals protein solubility as a key determinant of amyloid formation";1586.56;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;92896;"094232/Z/10/Z";"090932/Z/09/Z";;
"PMC4773401";26804569;"10.1016/j.jmb.2016.01.013";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Structures of the DfsB protein family suggest a cationic, helical sibling-lethal factor peptide";£1,593.20;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;100280;104833;;;
"PMC4906157";27067110;"10.1016/j.jmb.2016.04.003";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Zooming in on Transcription Initiation";1606.57;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4942838";27117189;"10.1016/j.jmb.2016.04.025";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"The Nucleosome Remodeling and Deacetylase Complex NuRD Is Built from Preformed Catalytically Active Sub-modules.";1819.35;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"mrc, wellcome-trust, European Commission FP7";0;0;98021;"MR/M010082/1";;;
"PMC5053324";27515396;"10.1016/j.jmb.2016.08.004";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"The Xp10 bacteriophage protein P7 inhibits transcription by the major and major variant forms of the host RNA polymerase via a common mechanism";£1,959.96;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;;;;;
"PMC4744555";26730886;"10.1016/j.jmb.2015.12.018";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"P(I) Release Limits the Intrinsic and RNA-Stimulated ATPase Cycles of DEAD-Box Protein 5 (Dbp5).";1614.64;1;0;0;"cc-by";"unknown";"hybrid";1;"nih, nsf, wellcome-trust, Alberta Innovates Health Solutions Postdoctoral Fellowship, Canada Foundation for Innovation, Canada Research Chairs program, Government of Alberta Research Capacity Program, Natural Sciences and Engineering Research Council of Canada";0;0;"101908/Z/13/Z";101908;"R01 GM102869";;
"PMC4751974";26655848;"10.1016/j.jmb.2015.11.022";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Deriving Heterospecific Self-assembling Protein-Protein Interactions Using a Computational Interactome Screen";1463.9;1;"not applicable";0;"cc-by-nc-nd";"unknown";"hybrid";0;"Cancer Research UK";;;11738;1603074;"H-1001";;
"PMC5061560";26522935;"10.1016/j.jmb.2015.09.026";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"The Kink Turn, a Key Architectural Element in RNA Structure";1635.84;1;"not applicable";0;"cc-by-nc-nd";"unknown";"hybrid";0;"Cancer Research UK";;;"unknown";;;;
"PMC4641244";26362007;"10.1016/j.jmb.2015.08.018";"Elsevier BV";"Journal of molecular biology";"0022-2836, 1089-8638";"Three-dimensional structure of vertebrate muscle Z-band: the small-square lattice Z-band in rat cardiac muscle";£1,420.69;1;"not applicable";0;"cc-by-nc-nd";"unknown";"hybrid";0;;;;"RG/11/21/29335";;;;
"PMC4920644";27721520;"10.1016/j.molstruc.2016.04.077";"Elsevier BV";"Journal of molecular structure";"0022-2860, 1872-8014";"Crystal structure resolution of two different chlorhexidine salts";1079.35;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";"EPSRC";0;"NH/11/8/29253";"EP/K005499/1";;;
"PMC4758829";26698227;"10.1016/j.jneumeth.2015.11.029";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"Analysis of simultaneous MEG and intercranial LFP recordings during Deep Brain Stimulation: a protocol and experimental validation";£1,515.48;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"MRC";;91593;"F-0903";"MR/K005464/1";;
"PMC4758824";26692030;"10.1016/j.jneumeth.2015.11.028";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"Decoding intracranial EEG data with multiple kernel learning method";£1,577.87;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"WT086565/Z/08/Z";"WT102845/Z/13/Z";102845;;
"PMC5012894";27353722;"10.1016/j.jneumeth.2016.06.011";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"A multiple hold-out framework for Sparse Partial Least Squares";£1,608.51;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"U01 AG024904";;;;
"PMC4935671";27189889;"10.1016/j.jneumeth.2016.05.009";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"Individually customisable non-invasive head immobilisation system for non-human primates with an option for voluntary engagement";£1,643.62;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"BB/J009849/1";;;;
"PMC4994768";27268156;"10.1016/j.jneumeth.2016.06.001";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"A linear model for event-related respiration responses";£1,921.78;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5012886";27378027;"10.1016/j.jneumeth.2016.07.002";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"Brain tissue stiffness is a sensitive marker for acidosis.";1963.76;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"epsrc, mrc, wellcome-trust, HFSP";0;0;"G0701476";;;;
"PMC4840017";26952847;"10.1016/j.jneumeth.2016.03.003";"Elsevier BV";"Journal of neuroscience methods";"0165-0270, 1872-678X";"Sensor space group analysis for fNIRS data";£1,649.69;1;"not applicable";0;"cc-by-nc-nd";"unknown";"hybrid";0;"Wellcome Trust";;;91593;"091593/Z/10/Z";;;
"PMC5026679";27401509;"10.1016/j.jpainsymman.2016.05.009";"Elsevier BV";"Journal of pain and symptom management";"0885-3924, 1873-6513";"Palliative care declarations: mapping a new form of intervention";2751.05;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust (WELLCOME)";;;;;;;
"PMC4918692";26932253;"10.1016/j.jpedsurg.2016.02.013";"Elsevier BV";"Journal of pediatric surgery";"0022-3468, 1531-5037";"Effect of Gestational Age at Birth on Neonatal Outcomes in Gastroschisis";£1,739.96;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4840275";26836145;"10.1016/j.vascn.2016.01.007";"Elsevier BV";"Journal of pharmacological and toxicological methods";"1056-8719, 1873-488X";"Assessing structural and functional responses of murine hearts to acute and sustained ÃŸ-adrenergic stimulation in vivo";£2,591.29;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";;;"PG/12/48/29638";"PG/12/48/29,638";;;
"PMC4683093";26606725;"10.1016/j.jpsychires.2015.10.017";"Elsevier BV";"Journal of psychiatric research";"0022-3956, 1879-1379";"Novelty, conditioning and attentional bias to sexual rewards.";1918.34;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"wellcome-trust,";0;0;93875;"WT093705/Z/10/Z";;;
"PMC4866554";27060340;"10.1016/j.jpsychires.2016.03.010";"Elsevier BV";"Journal of psychiatric research";"0022-3956, 1879-1379";"Multimodal EEG-MRI in the differential diagnosis of Alzheimer's disease and dementia with Lewy bodies";£2,375.14;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5119576";27580487;"10.1016/j.jpsychires.2016.08.010";"Elsevier BV";"Journal of psychiatric research";"0022-3956, 1879-1379";"Problematic internet use (PIU): associations with the impulsive-compulsive spectrum";2769.35;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"wellcome-trust, Also: Academy of Medical Sciences (AMS)";;;;;;;
"PMC4678258";26652589;"10.1016/j.jpsychores.2015.10.012";"Elsevier BV";"Journal of psychosomatic research";"0022-3999, 1879-1360";"Cost-effectiveness of integrated collaborative care for comorbid major depression in patients with cancer.";2354.16;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Cancer Research UK";0;0;"G0800803";"C5547/A7375";;;
"PMC4796022";26944399;"10.1016/j.jpsychores.2016.01.008";"Elsevier BV";"Journal of psychosomatic research";"0022-3999, 1879-1360";"Rumination and behavioural factors in Parkinson's disease depression";£2,591.85;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Parkinson's UK";;;"J-0601";;;;
"PMC4764650";26637953;"10.1016/j.jri.2015.11.002";"Elsevier BV";"Journal of reproductive immunology";"0165-0378, 1872-7603";"Cervical leukocytes and spontaneous preterm birth";£1,572.56;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"097815/Z11/B";;;;
"PMC4916995";26383875;"10.1016/j.jsams.2015.08.002";"Elsevier BV";"Journal of science and medicine in sport";"1440-2440, 1878-1861";"Scapula kinematics of pull-up techniques: Avoiding impingement risk with training changes";£1,846.99;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;88844;;;;
"PMC5176093";27576214;"10.1016/j.jstrokecerebrovasdis.2016.08.007";"Elsevier BV";"Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association";"1052-3057, 1532-8511";"Endothelial function, inflammation, thrombosis and basal ganglia perivascular spaces in patients with stroke";£2,343.61;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";;;"TSA 15 LECT 04";;;;
"PMC4533229";26123262;"10.1016/j.jsb.2015.05.008";"Elsevier BV";"Journal of structural biology";"1047-8477, 1095-8657";"Crystal structure of R-spondin 2 in complex with the ectodomains of its receptors LGR5 and ZNRF3";£1,753.06;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"090532/Z/09/Z";"G9900061";"A10976";;
"PMC4597613";26291392;"10.1016/j.jsb.2015.08.009";"Elsevier BV";"Journal of structural biology";"1047-8477, 1095-8657";"Polyhedra structures and the evolution of the insect viruses";£1,762.10;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"090532/Z/10/Z";90532;"G100099";;
"PMC5131608";27612581;"10.1016/j.jsb.2016.08.006";"Elsevier BV";"Journal of structural biology";"1047-8477, 1095-8657";"Structures of type IV pilins from Thermus thermophilus demonstrate similarities with type II secretion system pseudopilins.";£2,391.48;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;;;;;
"unknown";27374320;"10.1016/j.jsb.2016.06.024";"Elsevier BV";"Journal of structural biology";"1047-8477, 1095-8657";"Cellular electron cryo tomography and in situ sub-volume averaging reveal the context of microtubule-based processes";£2,377.19;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"Wellcome Trust";;;;;;;
"unknown";27345930;"10.1016/j.jsb.2016.06.017";"Elsevier BV";"Journal of structural biology";"1047-8477, 1095-8657";"Native structure of a retroviral envelope protein and its conformational change upon interaction with the target cell";£2,377.19;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"Wellcome Trust";;;"R01 CA098727";;;;
"PMC4927461";27343883;"10.1016/j.jaac.2016.04.014";"Elsevier BV";"Journal of the American Academy of Child and Adolescent Psychiatry";"0890-8567, 1527-5418";"The status of irritability in psychiatry: a conceptual and quantitative review";£407.75;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4695393";26703909;"10.1016/j.jaac.2015.10.013";"Elsevier BV";"Journal of the American Academy of Child and Adolescent Psychiatry";"0890-8567, 1527-5418";"Positive Attributes Buffer the Negative Associations Between Low Intelligence and High Psychopathology With Educational Outcomes";£1,952.77;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4925621";27364051;"10.1016/j.jacc.2016.03.597";"Elsevier BV";"Journal of the American College of Cardiology";"0735-1097, 1558-3597";"Ectopic and visceral fat deposition in lean and obese type 2 diabetes patients";£2,683.44;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4728170";26821631;"10.1016/j.jacc.2015.10.085";"Elsevier BV";"Journal of the American College of Cardiology";"0735-1097, 1558-3597";"Blood Oxygenation Level Dependent (BOLD)-CMR Derived Measures in Critical Limb Ischemia and Changes with Revascularization";£2,206.45;1;"not applicable";0;"non-standard-licence";"unknown";"hybrid";0;"British Heart Foundation";;;1719;"FS/13/74/30425";"FS/11/37/28819";;
"PMC4990139";27436128;"10.1016/j.jash.2016.06.028";"Elsevier BV";"Journal of the American Society of Hypertension : JASH";"1933-1711, 1878-7436";"Lower is better in hypertension, but how low should blood pressure be targeted?";2085.94;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation (BHF)";;;;;;;
"PMC5016039";27457092;"10.1016/j.jtbi.2016.07.028";"Elsevier BV";"Journal of theoretical biology";"0022-5193, 1095-8541";"Stochastic multi-scale models of competition within heterogeneous cellular populations: simulation methods and mean-field analysis";£1,961.43;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"U01 CA177799";;;;
"PMC5042028";27418386;"10.1016/j.jtbi.2016.07.003";"Elsevier BV";"Journal of theoretical biology";"0022-5193, 1095-8541";"Physiological, aerodynamic and geometric constraints of flapping account for bird gaits, and bounding and flap-gliding flight strategies.";2527.37;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;;;;;
"PMC5063510";27296105;"10.1016/j.jtho.2016.05.028";"Elsevier BV";"Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer";"1556-0864, 1556-1380";"Outcome and biomarker analysis from a multi-centre phase 2 study of ipilimumab in combination with carboplatin and etoposide (ICE) as first line therapy for extensive stage small cell lung cancer";1815.47;1;"not applicable";0;"cc-by-nc-nd";"unknown";"hybrid";0;"Cancer Research UK";0;0;;;;;
;;"10.1016/j.jth.2015.11.002";"Elsevier BV";"Journal of Transport & Health";"2214-1405";"Variability in baseline travel behaviour as a predictor of changes in commuting by active travel, car and public transport: a natural experimental study";1357.85;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"british-heart-foundation, esrc, mrc, nihr, wellcome-trust, nihr";0;0;;;;;
;;"10.1016/j.jtrangeo.2016.04.006";"Elsevier BV";"Journal of Transport Geography";"0966-6923";"Motives, perceptions and experiences of electric bicycle owners and implications for health, wellbeing and mobility";927.17;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"british-heart-foundation, cancer-research-uk, esrc, mrc, nihr, wellcome-trust,";0;0;;;;;
"unknown";"unknown";"10.1016/j.jtrangeo.2016.08.012";"Elsevier BV";"Journal of Transport Geography";"0966-6923";"The impact of car ownership and public transport usage on cancer screening coverage: Empirical evidence using a spatial analysis in England";1027.7;0;1;"not applicable";"unknown";"unknown";"hybrid";0;;;;;;;;
"PMC5035134";27503805;"10.1016/j.kint.2016.06.014";"Elsevier BV";"Kidney international";"0085-2538, 1523-1755";"Defining myocardial abnormalities in end stage renal failure with cardiac magnetic resonance imaging using native T1 mapping";1989.3;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";;;"IN2/2013";;;;
"PMC4676083";26422507;"10.1038/ki.2015.286";"Elsevier BV";"Kidney international";"0085-2538, 1523-1755";"Integrated transcriptomic and proteomic analyses uncover regulatory roles of Nrf2 in the kidney";2173.7;1;"not applicable";1;"non-standard-licence";"unknown";"hybrid";0;"Wellcome Trust";"MRC";;94128;"MR/L006758/1";"G0700654";;
"unknown";27317356;"10.1016/j.kint.2016.04.010";"Elsevier BV";"Kidney international";"0085-2538, 1523-1755";"Methodological challenges when carrying out research on CKD";2234.49;0;0;"not applicable";"unknown";"unknown";"hybrid";0;"Wellcome Trust";;;;;;;
