"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"Elsevier","Agricultural Systems","CHF","3600","2017-07-27T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3205.13","10.1016/j.agsy.2017.04.007",""
"Elsevier","Agricultural Systems","USD","3600","2018-02-07T02:32:00.000+01:00","Bill & Melinda Gates Foundation","2018","2917.81","10.1016/j.agsy.2017.09.007",""
"","","","","","","","","",""
"Elsevier","Agricultural Water Management","USD","2500","2016-11-15T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2322.34","10.1016/j.agwat.2016.07.023",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3074.3","10.1016/j.agee.2017.05.008",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-10-03T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3063.05","10.1016/j.agee.2017.06.017",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-10-03T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3063.05","10.1016/j.agee.2017.06.037",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-12-01T11:54:42.477+01:00","Bill & Melinda Gates Foundation","2017","3029.03","10.1016/j.agee.2017.08.015",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3052.14","10.1016/j.agee.2017.09.004",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3052.14","10.1016/j.agee.2017.08.016",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3052.14","10.1016/j.agee.2017.08.028",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3850","2018-06-19T01:56:00.000+02:00","Bill & Melinda Gates Foundation","2018","3337.96","10.1016/j.agee.2018.01.035",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2018-02-07T02:30:00.000+01:00","Bill & Melinda Gates Foundation","2018","2917.81","10.1016/j.agee.2017.10.006",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3600","2017-12-20T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","3039.26","10.1016/j.agee.2017.09.029",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3850","2018-05-04T02:46:00.000+02:00","Bill & Melinda Gates Foundation","2018","3216.64","10.1016/j.agee.2017.12.014",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3850","2018-05-04T02:46:00.000+02:00","Bill & Melinda Gates Foundation","2018","3216.64","10.1016/j.agee.2018.01.007",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3850","2018-12-27T12:31:00.000+01:00","Bill & Melinda Gates Foundation","2018","3384.02","10.1016/j.agee.2018.08.007",""
"Elsevier","Agriculture, Ecosystems & Environment","USD","3850","2019-01-15T02:22:00.000+01:00","Bill & Melinda Gates Foundation","2019","3370.1","10.1016/j.agee.2018.08.010",""
"Elsevier","American Heart Journal","USD","3200","2019-04-12T09:27:00.000+02:00","Bill & Melinda Gates Foundation","2019","2826.61","10.1016/j.ahj.2019.01.003",""
"Elsevier","American Journal of Obstetrics & Gynecology","USD","3700","2019-03-27T02:48:00.000+01:00","Bill & Melinda Gates Foundation","2019","3285.68","10.1016/j.ajog.2018.12.008",""
"Elsevier","American Journal of Obstetrics & Gynecology","USD","3550","2018-03-21T01:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2889.47","10.1016/j.ajog.2017.11.560",""
"Elsevier","American Journal of Obstetrics & Gynecology","USD","3550","2018-04-03T09:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","2884.3","10.1016/j.ajog.2017.11.564",""
"Elsevier","American Journal of Obstetrics & Gynecology","USD","3550","2018-02-07T02:51:00.000+01:00","Bill & Melinda Gates Foundation","2018","2877.29","10.1016/j.ajog.2017.10.003",""
"Elsevier","American Journal of Obstetrics & Gynecology","USD","3700","2018-07-05T10:50:00.000+02:00","Bill & Melinda Gates Foundation","2018","3159.96","10.1016/j.ajog.2018.02.017",""
"Elsevier","Analytica Chimica Acta","USD","3500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2840.91","10.1016/j.aca.2018.01.045",""
"Elsevier","Analytica Chimica Acta","USD","3500","2019-03-12T02:50:00.000+01:00","Bill & Melinda Gates Foundation","2019","3104.21","10.1016/j.aca.2018.09.037",""
"Elsevier","Analytical Biochemistry","USD","3300","2019-03-12T02:43:00.000+01:00","Bill & Melinda Gates Foundation","2019","2926.83","10.1016/j.ab.2018.08.027",""
"Elsevier","Analytical Biochemistry","USD","3300","2018-04-20T03:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2680.97","10.1016/j.ab.2017.12.008",""
"Elsevier","Analytical Biochemistry","USD","3300","2018-03-21T01:01:00.000+01:00","Bill & Melinda Gates Foundation","2018","2685.98","10.1016/j.ab.2017.11.009",""
"Elsevier","Analytical Biochemistry","USD","3300","2018-05-29T01:31:00.000+02:00","Bill & Melinda Gates Foundation","2018","2855.17","10.1016/j.ab.2018.01.019",""
"Elsevier","Analytical Biochemistry","USD","3300","2017-10-19T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2788.58","10.1016/j.ab.2017.07.010",""
"Elsevier","Annals of Emergency Medicine","USD","3000","2019-03-05T03:37:00.000+01:00","Bill & Melinda Gates Foundation","2019","2648.07","10.1016/j.annemergmed.2018.09.011",""
"Elsevier","Annals of Epidemiology","USD","3000","2018-05-04T02:55:00.000+02:00","Bill & Melinda Gates Foundation","2018","2506.48","10.1016/j.annepidem.2018.01.007",""
"Elsevier","Appetite","USD","3000","2018-11-06T03:45:00.000+01:00","Bill & Melinda Gates Foundation","2018","2625.13","10.1016/j.appet.2018.06.038",""
"Elsevier","Applied Acoustics","USD","2400","2019-04-12T09:32:00.000+02:00","Bill & Melinda Gates Foundation","2019","2119.95","10.1016/j.apacoust.2019.01.001",""
"Elsevier","Applied Catalysis B: Environmental","USD","3000","2018-10-09T01:51:00.000+02:00","Bill & Melinda Gates Foundation","2018","2623.52","10.1016/j.apcatb.2018.06.027",""
"Elsevier","Applied Catalysis B: Environmental","USD","2850","2017-06-26T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2547.6","10.1016/j.apcatb.2017.01.043",""
"Elsevier","Applied Catalysis B: Environmental","USD","2850","2017-06-02T22:00:11.563+02:00","Bill & Melinda Gates Foundation","2017","2540.79","10.1016/j.apcatb.2016.12.013",""
"Elsevier","Applied Energy","USD","3300","2018-01-16T11:41:00.000+01:00","Bill & Melinda Gates Foundation","2018","2698.28","10.1016/j.apenergy.2017.10.056",""
"Elsevier","Applied Soil Ecology","USD","2500","2018-07-05T10:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","2135.11","10.1016/j.apsoil.2018.03.003",""
"Elsevier","Applied Soil Ecology","USD","2500","2016-11-22T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2354.71","10.1016/j.apsoil.2016.03.021",""
"Elsevier","Applied Soil Ecology","USD","2500","2016-12-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2322.99","10.1016/j.apsoil.2016.09.010",""
"","","","","","","","","",""
"Elsevier","BBA General Subjects","USD","4050","2018-07-05T10:41:00.000+02:00","Bill & Melinda Gates Foundation","2018","3458.88","10.1016/j.bbagen.2018.03.002",""
"Elsevier","Best Practice & Research: Clinical Obstetrics & Gynaecology","USD","2500","2016-12-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2016","2322.99","10.1016/j.bpobgyn.2016.05.005",""
"Elsevier","Best Practice & Research: Clinical Obstetrics & Gynaecology","USD","2500","2019-03-27T02:42:00.000+01:00","Bill & Melinda Gates Foundation","2019","2220.05","10.1016/j.bpobgyn.2018.05.003",""
"Elsevier","Biochemical Engineering Journal","USD","3300","2019-04-12T09:31:00.000+02:00","Bill & Melinda Gates Foundation","2019","2914.94","10.1016/j.bej.2018.07.008",""
"Elsevier","Biochemical Engineering Journal","USD","3300","2019-04-12T09:27:00.000+02:00","Bill & Melinda Gates Foundation","2019","2914.94","10.1016/j.bej.2019.01.015",""
"Elsevier","Bioelectrochemistry","USD","2600","2019-04-12T09:22:00.000+02:00","Bill & Melinda Gates Foundation","2019","2296.62","10.1016/j.bioelechem.2019.01.004",""
"Elsevier","Bioelectrochemistry","USD","2600","2018-07-05T10:48:00.000+02:00","Bill & Melinda Gates Foundation","2018","2220.51","10.1016/j.bioelechem.2018.02.004",""
"Elsevier","Bioelectrochemistry","USD","2600","2018-08-14T02:50:00.000+02:00","Bill & Melinda Gates Foundation","2018","2279.5","10.1016/j.bioelechem.2018.03.010",""
"Elsevier","Bioelectrochemistry","USD","2600","2018-09-04T01:57:00.000+02:00","Bill & Melinda Gates Foundation","2018","2248.75","10.1016/j.bioelechem.2018.04.011",""
"Elsevier","Biological Control","USD","3000","2016-10-12T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","2722.32","10.1016/j.biocontrol.2016.09.001",""
"Elsevier","Biological Control","USD","3000","2019-03-15T11:23:00.000+01:00","Bill & Melinda Gates Foundation","2019","2652.99","10.1016/j.biocontrol.2018.11.002",""
"Elsevier","Biologicals","USD","3000","2019-03-05T03:36:00.000+01:00","Bill & Melinda Gates Foundation","2019","2648.07","10.1016/j.biologicals.2018.09.001",""
"","","","","","","","","",""
"Elsevier","Bioorganic & Medicinal Chemistry","USD","2350","2018-07-05T11:23:00.000+02:00","Bill & Melinda Gates Foundation","2018","2007.0","10.1016/j.bmc.2018.02.026",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2350","2018-07-05T10:49:00.000+02:00","Bill & Melinda Gates Foundation","2018","2007.0","10.1016/j.bmcl.2017.10.067",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2350","2018-08-14T03:03:00.000+02:00","Bill & Melinda Gates Foundation","2018","2060.32","10.1016/j.bmcl.2018.04.028",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2200","2018-01-16T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1798.86","10.1016/j.bmcl.2017.10.042",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2200","2018-03-21T12:56:00.000+01:00","Bill & Melinda Gates Foundation","2018","1790.66","10.1016/j.bmcl.2017.11.028",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2200","2017-08-27T05:35:16.790+02:00","Bill & Melinda Gates Foundation","2017","1844.86","10.1016/j.bmcl.2017.05.082",""
"Elsevier","Bioorganic & Medicinal Chemistry Letters","USD","2200","2017-09-14T10:03:10.830+02:00","Bill & Melinda Gates Foundation","2017","1851.07","10.1016/j.bmc.2017.05.030",""
"Elsevier","Bioresource Technology","USD","3300","2018-03-21T01:02:00.000+01:00","Bill & Melinda Gates Foundation","2018","2685.98","10.1016/j.biortech.2017.11.051",""
"Elsevier","Bioresource Technology","USD","3300","2018-01-16T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2698.28","10.1016/j.biortech.2017.09.205",""
"Elsevier","Bioresource Technology","USD","3550","2019-04-25T02:43:00.000+02:00","Bill & Melinda Gates Foundation","2019","3191.59","10.1016/j.biortech.2019.01.092",""
"Elsevier","Bioresource Technology Reports","USD","2500","2019-04-08T03:42:00.000+02:00","Bill & Melinda Gates Foundation","2019","2223.01","10.1016/j.biteb.2018.12.007",""
"Elsevier","Biosensors and Bioelectronics","USD","3300","2017-10-25T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2800.17","10.1016/j.bios.2017.07.034",""
"Elsevier","Biotechnology Reports","USD","1500","2017-12-01T11:54:06.680+01:00","Bill & Melinda Gates Foundation","2017","1262.1","10.1016/j.btre.2017.07.005",""
"Elsevier","Blood Cells, Molecules and Diseases","USD","3300","2018-11-20T02:18:00.000+01:00","Bill & Melinda Gates Foundation","2018","2889.41","10.1016/j.bcmd.2018.06.004",""
"Elsevier","Brain, Behavior, and Immunity","USD","3000","2018-12-11T12:31:00.000+01:00","Bill & Melinda Gates Foundation","2018","2636.44","10.1016/j.bbi.2018.05.016",""
"Elsevier","Carbohydrate Research","USD","3300","2017-07-22T07:15:00.000+02:00","Bill & Melinda Gates Foundation","2017","2833.1","10.1016/j.carres.2017.02.007",""
"Elsevier","Carbohydrate Research","USD","3300","2016-10-01T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","2936.99","10.1016/j.carres.2016.08.001",""
"Elsevier","Carbon","USD","3500","2017-08-09T06:56:01.990+02:00","Bill & Melinda Gates Foundation","2017","2983.55","10.1016/j.carbon.2017.04.068",""
"Elsevier","Carbon","USD","3500","2017-09-06T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2933.53","10.1016/j.carbon.2016.05.032",""
"Elsevier","Catalysis Today","USD","3300","2017-08-16T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2818.1","10.1016/j.cattod.2017.05.039",""
"Elsevier","Cell","USD","5000","2017-10-02T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4257.49","10.1016/j.cell.2017.06.025",""
"Elsevier","Cell","USD","5000","2016-10-01T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","4449.98","10.1016/j.cell.2016.08.005",""
"Elsevier","Cell","USD","5200","2018-11-20T02:16:00.000+01:00","Bill & Melinda Gates Foundation","2018","4553.02","10.1016/j.cell.2018.07.010",""
"Elsevier","Cell","USD","5200","2019-04-25T02:42:00.000+02:00","Bill & Melinda Gates Foundation","2019","4675.0","10.1016/j.cell.2019.01.029",""
"Elsevier","Cell","USD","5200","2019-04-25T02:46:00.000+02:00","Bill & Melinda Gates Foundation","2019","4675.0","10.1016/j.cell.2019.01.046",""
"Elsevier","Cell Host & Microbe","USD","5200","2019-03-27T02:49:00.000+01:00","Bill & Melinda Gates Foundation","2019","4617.71","10.1016/j.chom.2018.12.001",""
"Elsevier","Cell Host & Microbe","USD","5200","2019-03-05T03:33:00.000+01:00","Bill & Melinda Gates Foundation","2019","4589.99","10.1016/j.chom.2018.09.001",""
"Elsevier","Cell Host & Microbe","USD","5200","2019-03-05T03:34:00.000+01:00","Bill & Melinda Gates Foundation","2019","4589.99","10.1016/j.chom.2018.09.003",""
"","","","","","","","","",""
"Elsevier","Cell Host & Microbe","USD","5000","2017-02-10T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","4704.11","10.1016/j.chom.2016.09.015",""
"Elsevier","Cell Host & Microbe","USD","5200","2018-09-04T01:55:00.000+02:00","Bill & Melinda Gates Foundation","2018","4497.49","10.1016/j.chom.2018.05.001",""
"Elsevier","Cell Host & Microbe","USD","5200","2018-09-04T01:55:00.000+02:00","Bill & Melinda Gates Foundation","2018","4497.49","10.1016/j.chom.2018.04.018",""
"","","","","","","","","",""
"Elsevier","Cell Reports","USD","5075","2018-05-29T01:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","4390.9","10.1016/j.celrep.2017.07.077",""
"Elsevier","Cell Reports","USD","3500","2017-12-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2967.36","10.1016/j.celrep.2017.09.024",""
"Elsevier","Cell Reports","USD","5000","2018-12-11T12:27:00.000+01:00","Bill & Melinda Gates Foundation","2018","4394.06","10.1016/j.celrep.2018.05.046",""
"Elsevier","Cell Reports","USD","5000","2018-12-11T12:35:00.000+01:00","Bill & Melinda Gates Foundation","2018","4394.06","10.1016/j.celrep.2018.07.080",""
"Elsevier","Cell Reports","USD","5000","2019-02-01T03:44:00.000+01:00","Bill & Melinda Gates Foundation","2019","4358.82","10.1016/j.celrep.2018.08.051",""
"Elsevier","Cell Reports","USD","5000","2019-03-15T11:17:00.000+01:00","Bill & Melinda Gates Foundation","2019","4421.65","10.1016/j.celrep.2018.10.073",""
"Elsevier","Cell Reports","USD","5000","2019-03-15T11:11:00.000+01:00","Bill & Melinda Gates Foundation","2019","4421.65","10.1016/j.celrep.2018.10.006",""
"Elsevier","Cell Reports","USD","5000","2019-03-27T02:39:00.000+01:00","Bill & Melinda Gates Foundation","2019","4440.1","10.1016/j.celrep.2018.11.067",""
"Elsevier","Cell Reports","USD","5000","2019-04-25T02:48:00.000+02:00","Bill & Melinda Gates Foundation","2019","4495.19","10.1016/j.celrep.2019.01.108",""
"Elsevier","Cell Reports","USD","5000","2019-04-12T09:25:00.000+02:00","Bill & Melinda Gates Foundation","2019","4416.57","10.1016/j.celrep.2019.01.033",""
