institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2020-03-30,1509.1078935077066,10.3390/ma13071547,Crystals,MDPI,NA,NA,NA,1615.5,1.0705,101074 - 10415 - 30.03.2020,20AC-1_195818,182000,How reproducible are electrochemical impedance spectroscopic data for dye-sensitized solar cells?
Swiss National Science Foundation (SNSF),2020-03-30,2722.279308734236,10.5194,Hydrology and Earth Systems Sciences,Copernicus,FALSE,NA,NA,2914.2,1.0705,101072 - 10754 - 30.03.2020,20AC-1_195620,169003,Understanding dominant controls on streamflow spatial variability to set up a semi-distributed hydrological model: the case study of the Thur catchment
Swiss National Science Foundation (SNSF),2020-03-25,1502.6062587575898,10.3390/en13061422,Energies,MDPI,NA,NA,NA,1608.54,1.0705,101040 - 10415 - 25.03.2020,40AC-0_195513,153761,"Conceptual framework to classify and manage risk, uncertainty and ambiguity: An application to energy policy"
Swiss National Science Foundation (SNSF),2020-03-17,1159.598318542737,10.1098/rsos.191523,Royal Society Open Science,Royal Society,NA,2054-5703,NA,1241.35,1.0705,100912 - 10977 - 17.03.2020,10AC-4_194984,162428,The interaction between map complexity and crowd movement on navigation decisions in virtual reality
Swiss National Science Foundation (SNSF),2020-03-17,1509.1078935077066,10.3390/ma13051176,Materials,MDPI,NA,1996-1944,NA,1615.5,1.0705,100911 - 10415 - 17.03.2020,PZAC-2_194864,"163653, 142514",Investigation of biogenic passivating layers on corroded iron
Swiss National Science Foundation (SNSF),2020-03-17,1834.4325081737506,10.1167/jov.20.3.10,Journal of Vision,,NA,NA,NA,1963.76,1.0705,100908 - 10962 - 17.03.2020,PZAC-1_194857,161224,Attentional Repulsion Effects Produced by Feature-Guided Shifts of Attention
Swiss National Science Foundation (SNSF),2020-03-17,2925.175151798225,10.3389/fpsyg.2020.00498,Frontiers in Psychology-Movement Science and Sport Psychology,,FALSE,NA,NA,3131.4,1.0705,100913 - 10239 - 17.03.2020,10AC-4_194834,166003,Poor Motor Performance – Do Peers Matter? Examining the Role of Peer Relations in the Context of the Environmental Stress Hypothesis
Swiss National Science Foundation (SNSF),2020-03-12,1159.626342830453,10.1098/rsos.192179,Royal Society Open Science,Royal Society Publishing,NA,NA,NA,1241.38,1.0705,100816 - 10977 - 12.03.2020,20AC-1_194868,162775,"Colobops: a juvenile rhynchocephalian reptile (Lepidosauromorpha), not a diminutive archosauromorph with an unusually strong bite"
Swiss National Science Foundation (SNSF),2020-03-05,830.0140121438579,10.3390/polym12030595,Polymers,MDPI,NA,NA,NA,888.53,1.0705,100737 - 10415 - 05.03.2020,40AC-0_194633,153764,"Tuning the properties of a UV-polymerized, cross-linked solid polymer electrolyte for lithium batteries"
Swiss National Science Foundation (SNSF),2020-03-05,1358.1971041569361,10.3390/su12051751,Sustainability,MDPI,NA,NA,NA,1453.95,1.0705,100736 - 10415 - 05.03.2020,40AC-0_194652,177585,Applying the theory of access to food security among smallholder family farmers around north-west Mount Kenya
Swiss National Science Foundation (SNSF),2020-03-05,1581.5787015413357,10.1371/journal.pone.0229046,PlosOne,,NA,NA,NA,1693.08,1.0705,100733 - 10850 - 05.03.2020,10AC-4_194636,132010,Students physical activity assessed by accelerometers and motivation for physical education during class: Should we consider lessons as a whole or only active periods?
Swiss National Science Foundation (SNSF),2020-03-05,1702.1018215787014,10.1038/s41598-020-60609-y,Scientific Reports ,Springer Nature,NA,NA,NA,1822.1,1.0705,100734 - 10859 - 05.03.2020,10AC-4_194650,182381,TASH: Toolbox for the Automated Segmentation of Heschl’s gyrus
Swiss National Science Foundation (SNSF),2020-02-28,1551.2283979448855,10.1002/csp2.191,Conservation Science and Practice,Wiley,NA,NA,NA,1660.59,1.0705,100649 - 10764 - 28.02.2020,31AC-0_194568,179481,Out of scale out of place: black rhino forage preference across the hierarchical organization of the savanna ecosystem
Swiss National Science Foundation (SNSF),2020-02-28,1823.8299859878562,10.1167/jov.20.4.14,Scientific Reports,,NA,NA,NA,1952.41,1.0705,100662 - 10962 - 28.02.2020,PPAC-1_194651,163723,Redundancy masking: The loss of repeated items in crowded peripheral vision
Swiss National Science Foundation (SNSF),2020-02-28,2030.5838393274169,10.5194/se-11-223-2020,Solid Earth,Copernicus (European Geoscience Union),FALSE,NA,NA,2173.74,1.0705,100660 - 10754 - 28.02.2020,P1AC-2_194635,172220,Post-entrapment modification of residual inclusion pressure and its implications for Raman elastic thermobarometry
Swiss National Science Foundation (SNSF),2020-02-28,2085.3152732368053,10.1101/569152,Nature Communications,BioMed Central Ltd. part of Springer Nature,TRUE,NA,NA,2232.33,1.0705,100651 - 10752 - 28.02.2020,31AC-0_194555,163423,Large-scale kinetic metabolic models of Pseudomonas putida KT2440 for consistent design of metabolic engineering strategies
Swiss National Science Foundation (SNSF),2020-02-28,2316.7491826249416,10.1101/661223,PLOS Neglected Tropical Diseases,PLOS,TRUE,NA,NA,2480.08,1.0705,100654 - 10850 - 28.02.2020,32AC-0_194406,176233,Impact of age-specific immunity on the timing and burden of the next Zika virus outbreak
Swiss National Science Foundation (SNSF),2020-02-28,2908.2578234469875,10.3389/fmicb.2020.00266,"Frontiers in Microbiology-Antimicrobials, Resistance and Chemotherapy",Frontiers,FALSE,NA,NA,3113.29,1.0705,100652 - 10239 - 28.02.2020,31AC-0_194405,169386,Identification of anti-mycobacterium and anti-Legionella compounds with potential distinctive structural scaffolds from an HD-PBL using phenotypic screens in amoebae host models
Swiss National Science Foundation (SNSF),2020-02-24,754.5539467538533,10.3390/inorganics8020014,Inorganics,MDPI,NA,NA,NA,807.75,1.0705,100595 - 10415 - 24.02.2020,20AC-1_194562,178760,Excited-State Relaxation in Luminescent Molybdenum(0) Complexes with Isocyanide Chelate Ligands
Swiss National Science Foundation (SNSF),2020-02-24,1723.5777673984119,10.1038/s41597-020-0402-1,Nature: Scientific Data,,FALSE,NA,NA,1845.09,1.0705,100600 - 10859 - 24.02.2020,CRAC-2_194166,160837,"Gaze, behavioral, and clinical data for phantom limbs after hand amputation from 15 amputees and 29 controls"
Swiss National Science Foundation (SNSF),2020-02-24,1723.5871088276506,10.1038/s41598-020-60388-6,Scientific Reports,Springer Nature,FALSE,NA,NA,1845.1,1.0705,100592 - 10859 - 24.02.2020,10AC-1_194558,149692,A persistent memory advantage is specific to grapheme-colour synaesthesia
Swiss National Science Foundation (SNSF),2020-02-24,2454.7687996263426,10.3389/fbioe.2020.00159,Frontiers in Bioengineering and Biotechnology (Biomechanics),Frontiers Media SA,FALSE,NA,NA,2627.83,1.0705,100596 - 10239 - 24.02.2020,P1AC-3_194563,178427,Spinal compressive forces in adolescent idiopathic scoliosis with and without carrying loads: a musculoskeletal modeling study
Swiss National Science Foundation (SNSF),2020-02-24,2747.3143390938812,10.26508/lsa.202000663,Life Science Alliance,,FALSE,NA,NA,2941,1.0705,100598 - 10679 - 24.02.2020,PPAC-3_194559,179065,Splicing of enhancer-associated lincRNAs contributes to enhancer activity
Swiss National Science Foundation (SNSF),2020-02-17,856.3101354507239,10.5194/fr-23-1-2020,PeerJ,,NA,NA,NA,916.68,1.0705,100501 - 10754 - 17.02.2020,20AC-1_194285,178780,A new species of baenid turtle from the Early Cretaceous Lakota Formation of South Dakota
Swiss National Science Foundation (SNSF),2020-02-17,1207.2863148061654,10.3390/min10020184,Minerals,MDPI,NA, 2075-163,NA,1292.4,1.0705,100503 - 10415 - 17.02.2020,PZAC-2_194167,168083,Low temperature serpentinite replacement by carbonates during seawater influx in the Newfoundland margin
Swiss National Science Foundation (SNSF),2020-02-17,1358.1971041569361,10.3390/ma13040810,Materials,MDPI,NA,NA,NA,1453.95,1.0705,100502 - 10415 - 17.02.2020,PZAC-2_194165,173636,"Investigation of the Thermal Properties of Diesters from Methanol, 1-Pentanol and 1-Decanol as Sustainable Phase Change Materials"
Swiss National Science Foundation (SNSF),2020-02-17,1723.5871088276506,10.1038/s41598-020-59748-z,Scientific Reports,Springer Nature,FALSE,NA,NA,1845.1,1.0705,100507 - 10859 - 17.02.2020,20AC-1_194164,149119,"Chamber volume development, metabolic rates and selective extinction in cephalopods"
Swiss National Science Foundation (SNSF),2020-02-13,1267.6506305464736,10.3390/genes11020168,Genes,MDPI,NA,2073-4425,NA,1357.02,1.0705,100463 - 10415 - 13.02.2020,31AC-0_194145,172964,The LCORL Locus is Under Selection in Large Sized Pakistani Goat Breeds
Swiss National Science Foundation (SNSF),2020-02-13,1723.5777673984119,10.1038/s41598-020-59614-y,Scientific Reports,Springer Nature,FALSE,NA,NA,1845.09,1.0705,100466 - 10859 - 13.02.2020,31AC-0_194143,"188471, 169993",Circadian and Genetic Modulation of Visually-Guided Navigation in Drosophila Larvae
Swiss National Science Foundation (SNSF),2020-02-13,1723.5871088276506,10.1038/s41598-020-59068-2,Scientific Reports,Springer Nature ,FALSE,NA,NA,1845.1,1.0705,100458 - 10859 - 13.02.2020,31AC-0_194106,179481,Tritrophic interactions follow phylogenetic escalation and climatic adaptation
Swiss National Science Foundation (SNSF),2020-02-13,1723.5871088276506,10.1038/s41598-020-59507-0,Scientific Reports,Springer Nature,FALSE,NA,NA,1845.1,1.0705,100459 - 10859 - 13.02.2020,20AC-1_194163,169627,Spatial distribution of oncocerid cephalopods on a Middle Devonian bedding plane suggests semelparous life cycle
Swiss National Science Foundation (SNSF),2020-02-13,1723.5871088276506,10.1038/s41598-020-61297-4,Scientific Reports,Springer Nature,FALSE,NA,NA,1845.1,1.0705,100467 - 10859 - 13.02.2020,31AC-0_194125,"173303, 180524",Privacy-preserving distributed learning of radiomics to predict overall survival and HPV status in head and neck cancer
Swiss National Science Foundation (SNSF),2020-02-13,1873.1153666510977,10.1186/s42523-020-0024-0,Animal Microbiome,Springer Nature,FALSE,NA,NA,2005.17,1.0705,100462 - 10752 - 13.02.2020,P1AC-3_194152,"183867, 171764",Parrotfish predation drives distinct microbial communities in reef-building corals
Swiss National Science Foundation (SNSF),2020-02-13,2055.1144325081736,10.1096/fba2.v1.10,FASEB BioAdvances,,FALSE,2573-9832,NA,2200,1.0705,100473 - 10938 - 13.02.2020,31AC-0_194122,185163,Expression of a specific variant surface glycoprotein has a major impact on suramin sensitivity and endocytosis in Trypanosoma brucei
Swiss National Science Foundation (SNSF),2020-02-13,2552.4521251751517,10.1101/803098,BMC Biology,BMC,TRUE,NA,NA,2732.4,1.0705,100456 - 10752 - 13.02.2020,31AC-0_194146,173265,A 19-isolate reference-quality global pangenome for the fungal wheat pathogen Zymoseptoria tritici
Swiss National Science Foundation (SNSF),2020-02-13,2700.6539000467073,10.1016/j.redox.2020.101434,REDOX Biology,ELSEVIER,FALSE,NA,NA,2891.05,1.0705,100468 - 10822 - 13.02.2020,31AC-0_194121,179478,Redox activation of excitatory pathways in auditory neurons as mechanismof age-related hearing loss
Swiss National Science Foundation (SNSF),2020-02-10,1006.0719290051378,10.3390/rel11020057,Religions,mdpi,NA,2077-1444,NA,1077,1.0705,100351 - 10415 - 10.02.2020,IZAC-0_194066,163880,Validation of short forms of the Centrality of Religiosity Scale in Georgia
Swiss National Science Foundation (SNSF),2020-02-07,754.5539467538533,10.3390/polym12020318,Crystals,MDPI,NA,NA,NA,807.75,1.0705,100348 - 10415 - 07.02.2020,20AC-1_194120,182559,"Single and double-stranded 1D-coordination polymers with  4'-(4-alkyloxyphenyl)-3,2':6',3""-terpyridines and {Cu2(μ-OAc)4} or  {Cu4(μ3-OH)2(μ-OAc)2(μ3-OAc)2(AcO-κO)2} motifs"
Swiss National Science Foundation (SNSF),2020-02-07,1555.6001868285848,10.1038/s41597-020-0404-z,Scientific Data,Springer Nature,NA,NA,NA,1665.27,1.0705,100342 - 10924 - 07.02.2020,CRAC-2_194095,160837,"Gaze, visual, myoelectric and inertial data of grasps for intelligent prosthetics"
Swiss National Science Foundation (SNSF),2020-02-07,1986.492293320878,10.1364/oe.379790,Optics Express,OSA,FALSE,NA,NA,2126.54,1.0705,100338 - 10923 - 07.02.2020,40AC-0_194050,176584,High-resolution and gapless dual comb spectroscopy with current-tuned quantum cascade lasers
Swiss National Science Foundation (SNSF),2020-02-07,2363.3815973844,10.1002/evl3.v3.6,Evolution Letters,,FALSE,20563744,NA,2530,1.0705,100343 - 10674 - 07.02.2020,PPAC-3_194096,165835,Genetic architecture constrains exploitation of siderophore cooperation in the bacterium Burkholderia cenocepacia
Swiss National Science Foundation (SNSF),2020-02-07,2711.6300794021486,10.1016/j.nicl.2020.102193,NeuroImage: Clinical,Elsevier,FALSE,NA,NA,2902.8,1.0705,100336 - 10822 - 07.02.2020,P1AC-1_194127,174818,Striatal reactivity to reward under threat-of-shock and working memory load in adults at increased familial risk for major depression: A preliminary study
Swiss National Science Foundation (SNSF),2020-02-03,1002.3260158804297,10.1101/438127,PeerJ,"PeerJ, Inc.",NA,NA,NA,1072.99,1.0705,100267 - 10914 - 03.02.2020,32AC-0_193929,"135654, 136737",Gini coefficients for measuring the distribution of sexually transmitted infections among individuals with different levels of sexual activity
Swiss National Science Foundation (SNSF),2020-02-03,1077.141522652966,10.1098/rsos.191936,PeerJ,,NA,NA,NA,1153.08,1.0705,100270 - 1603 - 03.02.2020,20AC-1_194078,178780,A re-descripton of Sandownia harrisi (Testudinata: Sandownidae) from the Aptian of the Isle of Wight based on computed tomography scans 
Swiss National Science Foundation (SNSF),2020-02-03,1668.3792620270901,10.1038/s41598-019-56495-8,Scientific Reports,Springer Nature Limited,NA,NA,NA,1786,1.0705,100273 - 10912 - 03.02.2020,32AC-0_193844,156646,First validation of a novel assessgame quantifying selective voluntary motor control in children with upper motor neuron lesions
Swiss National Science Foundation (SNSF),2020-02-03,2728.6781877627277,10.1038/s41598-020-58297-9,Scientific Reports,,FALSE,NA,NA,2921.05,1.0705; 1.0705,100269 - 10916 - 03.02.2020; 100357 - 10925 - 10.02.2020,10AC-4_194046; 10AC-4_194046,169965; 169965,NA
Swiss National Science Foundation (SNSF),2020-01-31,452.00373657169547,10.3389/fpsyt.2019.00998,Frontiers in Psychiatry,,NA,NA,NA,483.87,1.0705,100231 - 10239 - 31.01.2020,P4AC-1_194070,180730,"Placebos are part of the solution, not the problem. An exemplification on the case of antidepressants in pediatric chronic pain conditions. "
Swiss National Science Foundation (SNSF),2020-01-31,954.2363381597385,10.3389/feduc.2020.00004,Frontiers in Education - Special Educational Needs,,NA,NA,NA,1021.51,1.0705,100234 - 10239 - 31.01.2020,P1AC-1_194081,174930,Academic achievement and peer interactions: A longitudinal analysis of peer selection processes in inclusive elementary classrooms
Swiss National Science Foundation (SNSF),2020-01-31,1026.1933675852406,10.3390/biom10020208,Biomolecules,MDPI,NA,NA,NA,1098.54,1.0705,100232 - 10415 - 31.01.2020,31AC-0_194085,182573,A genetic polymorphism in the Pannexin1 gene predisposes for the development of endothelial dysfunction with increasing BMI
Swiss National Science Foundation (SNSF),2020-01-31,1262.6249416160674,10.1117/1.jbo.25.6.063807,Journal of Biomedical Optics,SPIE,NA,NA,NA,1351.64,1.0705,100246 - 10907 - 31.01.2020,31AC-0_194000,185262,Catechin reduces phototoxic effects induced by protoporphyrin IX-based PDT in the chick embryo chorioallantoic membrane
Swiss National Science Foundation (SNSF),2020-01-31,1358.1971041569361,10.3390/genes11010111,Scientific reports,MDPI,NA,NA,NA,1453.95,1.0705,100225 - 10415 - 31.01.2020,31AC-0_194041,173008,The expression of DEPP is controlled by three distal consensus HRE elements in hypoxic retinal epithelial cells
Swiss National Science Foundation (SNSF),2020-01-31,1878.3465670247547,10.1038/s41598-020-57611-9,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,2010.77,1.0705,100223 - 10906 - 31.01.2020,10AC-4_194042,144102,Novel Insights on the geomagnetic field in West Africa from a new intensity reference curve (0-2000 AD)
Swiss National Science Foundation (SNSF),2020-01-31,1747.2769733769267,10.1038/s41598-020-58415-7,Scientific Reports,Springer Nature,FALSE,NA,NA,1870.46,1.0705,100233 - 10859 - 31.01.2020,31AC-0_194052,169842,Larval exposure to a pyrethroid insecticide and competition for food modulate the melanisation and antibacterial responses of adult Anopheles gambiae
Swiss National Science Foundation (SNSF),2020-01-31,1810.929472209248,10.3390/rs12020235,Remote Sensing,MDPI,FALSE,NA,NA,1938.6,1.0705,100226 - 10415 - 31.01.2020,40AC-0_194037,169461,Quantification of Annual Settlement Growth in Rural Mining Areas Using Machine Learning
Swiss National Science Foundation (SNSF),2020-01-31,2963.1667445119106,10.3389/fimmu.2020.00022,Frontiers in Immunology,Frontiers,FALSE,NA,NA,3172.07,1.0705,100236 - 10239 - 31.01.2020,31AC-0_194084,182729,Role of Extracellular vesicles in cellular cross talk in Malaria
Swiss National Science Foundation (SNSF),2020-01-31,4874.57262961233,10.1038/s41467-020-14549-w,Nature Communications,SpringerNature,FALSE,NA,NA,5218.23,1.0705,100244 - 10859 - 31.01.2020,20AC-1_194079,"150536, 184819, 183615",Sub-Picosecond Charge-Transfer at Near-Zero Driving Force in Polymer:Non-Fullerene Acceptor Blends and Bilayers
