institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/app11199161,The characterization of the materials used by Gino Severini in his 20th C wall paintings at Semsales in Switzerland,2021-10-01,Applied Sciences,MDPI,FALSE,NA,NA,1723.2,1.081,109323 - 10415 - 01.10.2021,10AC--_207299,179364,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2042.6734505087884,10.1039/d1na00599e,Silica particles with fluorescein-labelled cores for evaluating accessibility through fluorescence quenching by copper,2021-10-01,Nanoscale Advances,Royal Society of Chemistry,FALSE,NA,NA,2208.13,1.081,109328 - 10853 - 01.10.2021,20AC-1_207297,172805,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2326.586493987049,10.7554/eLife.68135,3D Cell Neighbour Dynamics in Growing Pseudostratified Epithelia ,2021-10-01,elife,elife,FALSE,NA,NA,2515.04,1.081,109322 - 10821 - 01.10.2021,CRAC-5_207301,170930,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2745.3654024051802,10.3389/fcell.2021.672510,Approaching Protein Barriers: Emerging Mechanisms of Replication Pausing in Eukaryotes,2021-10-01,Frontiers in Cell and Developmental Biology,www.frontiersin.org,FALSE,2296-634X,http://doi.org/10.3389/fcell.2021.672510,2967.74,1.081,109326 - 10239 - 01.10.2021,31AC-0_207300,149463,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2927.6410730804814,10.1038/s42003-021-02682-1,The genome of Shorea leprosula (Dipterocarpaceae) highlights the ecological relevance of drought in aseasonal tropical rainforests,2021-10-01,Communications Biology,,FALSE,NA,NA,3164.78,1.081,109327 - 10859 - 01.10.2021,31AC-0_207298,"116376, 182318",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3722.534690101758,10.1021/jacsau.1c00343,"Xanthene[n]arenes: Exceptionally Large, Bowl-shaped Macrocyclic Building Blocks Suitable for Self-Assembly",2021-10-01,JACSAu,ACS,FALSE,NA,NA,4024.06,1.081,109329 - 10815 - 01.10.2021,20AC-1_207296,178714,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4948.584643848289,10.1038/s41467-021-26309-5,Conformer-specific polar cycloaddition of dibromobutadiene with trapped propene ions,2021-10-01,Nature Communications,SpringerNature,FALSE,NA,NA,5349.42,1.081,109330 - 10859 - 01.10.2021,IZAC-0_207305,"189907, 157874",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1152.4976873265493,10.1186/s13358-021-00234-y,A redescription of the Late Jurassic turtle Uluops uluops and a new phylogenetic hypothesis of Paracryptodira,2021-09-29,Swiss Journal of Paleontology,Springer,FALSE,NA,NA,1245.85,1.081,109240 - 10752 - 29.09.2021,20AC-1_207018,178780,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1463.376503237743,10.3390/ijms22179428,The Emerging Role of Stress Granules in Hepatocellular Carcinoma ,2021-09-29,International Journal of Molecular Sciences,MDPI,FALSE,NA,NA,1581.91,1.081,109239 - 10415 - 29.09.2021,32AC-0_207019,200530,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1577.4190564292323,10.1371/journal.pone.0255113,The inﬂuence of valence shifts in fear appeals on message processing and behavioral intentions: A moderated mediation model,2021-09-29,PLOSONE,PLOSONE,FALSE,NA,NA,1705.19,1.081,109237 - 10850 - 29.09.2021,10AC--_207021,170099,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/ijms22169092,Peptide-Assisted Nucleic Acid Delivery Systems on the Rise,2021-09-29,International Journal of Molecular Sciences,,FALSE,1422-0067,http://doi.org/10.3390/ijms22169092,1723.2,1.081,109249 - 10415 - 29.09.2021,51AC-0_207011,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1846.1609620721556,10.1038/s41598-021-95873-z,Distribution of pathogens and antimicrobial resistance in ICU-bloodstream infections during hospitalization: a nationwide surveillance study,2021-09-29,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-95873-z,1995.7,1.081,109245 - 10859 - 29.09.2021,P4AC-3_207015,194449,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1871.4153561517114,10.1038/s41598-021-96298-4,Engineering and functional characterization of a proton-driven β-lactam antibiotic translocation module for bionanotechnological applications,2021-09-29,Scientific Reports,,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-96298-4,2023,1.081,109259 - 10670 - 29.09.2021,51AC-0_207016,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2191.359851988899,10.1002/lol2.10209,Microbial methane oxidation efficiency and robustness during lake overturn,2021-09-29,Limnology and Oceanography Letters,Wiley,FALSE,NA,NA,2368.86,1.081,109251 - 10764 - 29.09.2021,CRAC-3_207008,156759,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2549.0934320074007,10.3389/feart.2021.709657,Formation and dispersal of ash at open conduit basaltic volcanoes: lessons from Etna,2021-09-29,Frontiers in Earth Science,Frontiers,FALSE,NA,NA,2755.57,1.081,109255 - 10239 - 29.09.2021,20AC-1_207003,162439,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2745.3654024051802,10.3389/fmicb.2021.739988,Global analysis of the zinc homeostasis network in Pseudomonas aeruginosa and its gene expression dynamics,2021-09-29,Frontiers in Microbiology,Frontiers Media SA,FALSE,NA,NA,2967.74,1.081,109238 - 10239 - 29.09.2021,31AC-0_207020,179336,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2745.3654024051802,10.3389/fpsyg.2021.697373,Multidimensional and Intersectional Gender Identity and Sexual Attraction Patterns of Adolescents for Quantitative Research,2021-09-29,"Frontiers in Psychology-Gender, Sex and Sexualities",Frontiers,FALSE,NA,NA,2967.74,1.081,109241 - 10239 - 29.09.2021,10AC--_207017,185481,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2745.3654024051802,10.3389/fimmu.2021.673985,"Hydrogen peroxide affects growth of extracellular S. aureus through downregulation of genes involved in pyrimidine biosynthesis”, by Hélène Buvelot* and Karl Krause, published in “Frontiers in Immunol",2021-09-29,Frontiers in Immunology-Moleculas Immunity,Frontiers Media SA,FALSE,NA,NA,2967.74,1.081,109247 - 10239 - 29.09.2021,31AC-0_207013,179478,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2978.0296022201665,10.1089/brain.2021.0047,Microstructure-weighted connectomics in multiple sclerosis,2021-09-29,Brain Connectivity,,TRUE,2158-0022,NA,3219.25,1.081,109246 - 12721 - 29.09.2021,PPAC-3_207014,176984,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3065.6799259944496,10.1111/cts.13122,Metabolomic alteration induced by psychotropic drugs: short‐term metabolite profile as a predictor of weight gain evolution,2021-09-29,Clinical and Translational Science,John Wiley & Sons Ltd,FALSE,1752-8062,http://doi.org/10.1111/cts.13122,3314,1.081,109250 - 10126 - 29.09.2021,32AC-0_207009,"120686, 173211, 144064, 200602",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3217.391304347826,10.1021/acsnano.0c10311,"Tuning the Diameter, Stability, and Membrane Affinity of Peptide Pores by DNA-Programmed Self-Assembly",2021-09-29,ACS Nano,,FALSE,1936-086X,http://doi.org/10.1021/acsnano.0c10311,3478,1.081,109256 - 10676 - 29.09.2021,IZAC-0_207002,177995,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4329.324699352452,10.1111/dom.14456,"The impact of postbariatric hypoglycaemia on driving performance: A randomized, single‐blind, two‐period, crossover study in a driving simulator",2021-09-29,"Diabetes, Obesity and Metabolism",John Wiley & Sons Ltd.,FALSE,1463-1326,http://doi.org/10.1111/dom.v23.9,4680,1.081,109253 - 10670 - 29.09.2021,PCAC-3_207006,186978,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4927.844588344126,10.1038/s41467-021-25106-4,Cryo-EM structures of the TTYH family reveal a novel architecture for lipid interactions,2021-09-29,Nature Communications,Springer Nature,FALSE,2041-1723,http://doi.org/10.1038/s41467-021-25106-4,5327,1.081,109248 - 10674 - 29.09.2021,31AC-0_207012,182828,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4948.584643848289,10.1038/s41467-021-26031-2,Neurofibromin 1 in mushroom body neurons mediates circadian wake drive through activating cAMP−PKA signaling,2021-09-29,Nature Communications,,FALSE,NA,NA,5349.42,1.081,109236 - 10859 - 29.09.2021,31AC-0_207230,"189169, 169548",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,72.81987049028677,10.1590/1982-0224-2020-0105,Natural history study of an understudied sea catfish species from Panama (Siluriformes: Ariidae),2021-09-28,Neotropical Ichthyology,SCIELO,FALSE,NA,NA,78.71828,1.081,NI- NI-2020-0105,NA,178108,Chronoshub
Swiss National Science Foundation (SNSF),2021,1655.0693802035155,10.3390/atmos12070908,A New Approach for the Analysis of Deep Convective Events: Thunderstorm Intensity Index,2021-09-23,Atmosphere,MDPI,FALSE,2073-4433,http://doi.org/10.3390/atmos12070908,1789.13,1.081,109196 - 11994 - 23.09.2021,IZAC-0_207204,180587,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1655.0786308973175,10.3390/atmos12080948,A Weather-Type Classification and Its Application to Near-Surface Wind Climate Change Projections over the Adriatic Region ,2021-09-23,Atmosphere,MDPI,FALSE,2073-4433,NA,1789.14,1.081,109195 - 11994 - 23.09.2021,IZAC-0_207205,180587,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1930.8325624421832,10.1136/bmjopen-2021-051164, Assessing Relative Coronavirus Disease 2019 Mortality During the Second Wave: A Prospective Swiss Population-based Study,2021-09-23,BMJ Open,BMJ,FALSE,NA,NA,2087.23,1.081,109181 - 10815 - 23.09.2021,20AC-1_207228,184603,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5035.152636447734,10.1038/s41467-021-24651-2,Structures of ABCG2 under turnover conditions reveal a key step in the drug transport mechanism,2021-09-23,Nature Communications, Nature Publishing Group / SpringerNature,FALSE,2041-1723,http://doi.org/10.1038/s41467-021-24651-2,5443,1.081,109197 - 10202 - 23.09.2021,51AC-0_207270,185544,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4901.431082331175,10.1038/s41467-021-23880-9,Machine learning analyses of antibody somatic mutations predict immunoglobulin light chain toxicity,2021-09-22,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5298.447,1.081,Reimbursement 2676251928,NA,166472,Chronoshub
Swiss National Science Foundation (SNSF),2021,2559.9944495837185,10.1093/ve/veab058,Human genomics of the humoral immune response against polyomaviruses,2021-09-22,Virus Evolution,Oxford University Press,FALSE,NA,NA,2767.354,1.081,Reimbursement E14516393,NA,175603,Chronoshub
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/app11146414,Towards Quantum 3D Imaging Devices,2021-09-22,Applied Sciences,MDPI,FALSE,NA,NA,1723.2,1.081,Reimbursement 1229923,NA,187716,Chronoshub
Swiss National Science Foundation (SNSF),2021,2899.742830712303,10.1038/s43856-021-00021-3,Personalised therapeutic management of epileptic patients guided by pathway-driven breath metabolomics,2021-09-22,Communications Medicine,Springer Nature,FALSE,NA,NA,3134.622,1.081,Reimbursement 26726261677,NA,181300,Chronoshub
Swiss National Science Foundation (SNSF),2021,2774.745605920444,10.3389/fcimb.2021.675219,Safety of a Novel Listeria monocytogenes-Based Vaccine Vector Expressing NcSAG1 (Neospora caninum Surface Antigen 1),2021-09-22,Frontiers in Cellular and Infection Microbiology,Frontiers Media,FALSE,NA,NA,2999.5,1.081,Reimbursement 2021-0377894-4,NA,184662,Chronoshub
Swiss National Science Foundation (SNSF),2021,462.53469010175763,10.5334/spo.28,Image or identity? Only Super-Recognizers’ (memor)ability is consistently viewpoint-invariant,2021-09-21,Swiss Psychology Open,Ubiquity Press,FALSE,NA,NA,500,1.081,109157 - 12674 - 21.09.2021,PRAC-1_207139,179872,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1633.3209990749306,10.1371/journal.pone.0257510,Environmental DNA gives comparable results to morphology-based indices of macroinvertebrates in a large-scale ecological assessment,2021-09-21,PLOS One,Public Library of Science,FALSE,NA,NA,1765.62,1.081,109147 - 10850 - 21.09.2021,31AC-0_207130,173074,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1641.4246068455136,10.1177/20417314211044855,Engineering of fully humanized and vascularized 3D bone marrow niches sustaining undifferentiated human cord blood hematopoietic stem and progenitor cells,2021-09-21,Journal of Tissue Engineering,,FALSE,NA,NA,1774.38,1.081,109145 - 11046 - 21.09.2021,31AC-0_207109,133110,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1813.1822386679,10.1186/s13059-021-02460-6,Functional genomics atlas of synovial fibroblasts defining rheumatoid arthritis heritability,2021-09-21,Genome Biology,Springer Nature,FALSE,NA,NA,1960.05,1.081,109152 - 10752 - 21.09.2021,32AC-0_207150,176061,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1833.1914893617022,10.3390/ijerph18189938,"Parental Monitoring, Individual Dispositions, and Alcohol Use Disorder: A Longitudinal Study with Young Swiss Men",2021-09-21,International Journal of Environmental Research and Public Health,MDPI,FALSE,NA,NA,1981.68,1.081,109153 - 10415 - 21.09.2021,33AC-0_207188,"139467, 177519, 148493, 122679",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1867.7150786308973,10.3390/app11188721,Atlas of micromorphological degradation of archaeological birch bark ,2021-09-21,Applied Science Applied Biosciences and Bioengineering - Application of Biology to Cultural Heritage,MPDI,FALSE,NA,NA,2019,1.081,109154 - 10062 - 21.09.2021,CRAC-1_207136,159662,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2370.027752081406,10.1063/5.0055614,Ferromagnetic insulating epitaxially strained La2NiMnO6 thin films grown by sputter deposition,2021-09-21,APL Materials,American Institute of Physics (AIP),FALSE,2166-532X,NA,2562,1.081,109150 - 10674 - 21.09.2021,PPAC-2_207133,170564,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2514.9491211840887,10.1038/s43247-021-00279-4,Diurnal expansion and contraction of englacial fracture networks revealed by seismic shear wave splitting,2021-09-21,Nature Communications Earth & Environment,,FALSE,NA,NA,2718.66,1.081,109155 - 10859 - 21.09.2021,CRAC-2_207166,190683,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2592.0444033302497,10.1080/2162402x.2021.1945202,Distinct microbial communities colonize tonsillar squamous cell carcinoma,2021-09-21,OncoImmunology,,FALSE,2162-402X,http://doi.org/10.1080/2162402X.2021.1945202,2802,1.081,109151 - 10362 - 21.09.2021,31AC-0_207149,182583,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2801.5818686401485,10.26508/lsa.202101100,Acute and chronic effects of a light-activated FGF receptor in keratinocytes in vitro and in mice,2021-09-21,Life Science Alliance,Life Science Alliance,FALSE,NA,NA,3028.51,1.081,109148 - 10838 - 21.09.2021,31AC-0_207131,189364,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3268.5198889916746,10.1021/jacsau.1c00345,Pnictogen-Bonding Catalysis and Transport Combined: Polyether Transporters Made in Situ,2021-09-21,American Chemical Society,Copyright Clearance Center RightsLink,FALSE,NA,NA,3533.27,1.081,109149 - 10815 - 21.09.2021,51AC-0_207132,182895,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3080.5457909343204,10.1111/jdi.13656,Precision medicine in diabetes: A non‐invasive prenatal diagnostic test for the determination of fetal glucokinase mutations,2021-09-21,Journal of Diabetes Investigation,,FALSE,2040-1124,http://doi.org/10.1111/jdi.13656,3330.07,1.081,109146 - 10764 - 21.09.2021,CRAC-3_207111,166591,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2144.3422756706755,10.1371/journal.ppat.1009789,Pulmonary mesenchymal stem cells are engaged in distinct steps of host response to respiratory syncytial virus infection,2021-09-21,PLoS Pathogens,Public Library of Science (PLoS),FALSE,NA,NA,2318.034,1.081,#PAB323457,NA,172895,Chronoshub
Swiss National Science Foundation (SNSF),2021,1453.86401480111,10.1371/journal.pone.0255050,The psychological impact of the COVID-19 crisis is higher among young Swiss men with a lower socioeconomic status: Evidence from a cohort study,2021-09-21,PLOS ONE,Public Library of Science (PLoS),FALSE,NA,NA,1571.627,1.081,PAB323290,NA,"148493, 177519",Chronoshub
Swiss National Science Foundation (SNSF),2021,1148.4098057354302,10.1186/s40359-021-00624-4,What characterizes a good mental health professional in court-mandated treatment settings?: Findings from a qualitative study with older patients and mental health care professionals,2021-09-21,BMC Psychology,BioMed Central,FALSE,NA,NA,1241.431,1.081,6106510346,NA,166043,Chronoshub
Swiss National Science Foundation (SNSF),2021,1332.0999074930621,10.3390/agronomy11091862,Assessing between and within Product Group Variance of  Environmental Efficiency of Swiss Agriculture Using Life  Cycle Assessment and Data Envelopment Analysis,2021-09-21,Agronomy,MDPI,FALSE,NA,NA,1440,1.081,1330526,NA,172373,Chronoshub
