"period","Institution - Abbrv","institution","ArticleTitle","JournalTitle","ISSN","NSD Level","DOI","euro"
2016,"OUS","Oslo University Hospital","Comprehensive genome-wide transcription factor analysis reveals that a combination of high affinity and low affinity DNA binding is needed for human gene regulation","BMC Genomics","1471-2164",1,"10.1186/1471-2164-16-s7-s12",1145.82
2016,"OUS","Oslo University Hospital","Metabolic Control and Illness Perceptions in Adolescents with Type 1 Diabetes","J Diabetes Res","2314-6753",1,"10.1155/2016/3486094",1205.49
2016,"OUS","Oslo University Hospital","Adolescents with Type 1 Diabetes--The Impact of Gender, Age, and Health-Related Functioning on Eating Disorder Psychopathology","PLoS One","1932-6203",1,"10.1371/journal.pone.0141386",1176.41
2016,"OUS","Oslo University Hospital","Are poor set-shifting abilities associated with a higher frequency of body checking in anorexia nervosa?","J Eat Disord","1098-108X",2,"10.1186/s40337-015-0053-3",1344.31
2016,"OUS","Oslo University Hospital","Integrated analysis reveals microRNA networks coordinately expressed with key proteins in breast cancer.","Genome Med","1756-994X",1,"10.1186/s13073-015-0135-5",1870.43
2015,"OuS-HF","Oslo University Hospital","Implications of targeted genomic disruption of β-catenin in BxPC-3 pancreatic adenocarcinoma cells","PLoS One","1932-6203",1,"10.1371/journal.pone.0115496",1049.3
2015,"OuS-HF","Oslo University Hospital","Long non-coding RNAs differentially expressed between normal versus primary breast tumor tissues disclose converse changes to breast cancer-related protein-coding genes","PLoS One","1932-6203",1,"10.1371/journal.pone.0106076",925.39
2015,"OuS-HF","Oslo University Hospital","Quality versus accuracy: result of a reanalysis of protein-binding microarrays from the DREAM5 challenge by using BayesPI2 including dinucleotide interdependence Clinical investigat","BMC Bioinformatics","1471-2105",2,"10.1186/1471-2105-15-289",1556.6
2015,"OuS-HF","Oslo University Hospital","humeral fractures in the elderly: a randomized study of two surgical treatments: reverse total prosthetic replacement versus angular stable plate","BMC Muscoloskelet Disorder","1471-2474",1,"10.1186/1471-2474-15-323",1610.02
2015,"OuS-HF","Oslo University Hospital","Implementation and use of electronic synoptic cancer reporting: an explorative case study of six Norwegian pathology laboratories","Implement Sci","1748-5908",1,"10.1186/s13012-014-0111-2",1645.18
2015,"OuS-HF","Oslo University Hospital","Generation and characterisation of novel pancreatic adenocarcinoma xenograft models and corresponding primary cell lines","PLoS One","1932-6203",1,"10.1371/journal.pone.0103873",930.89
2015,"OuS-HF","Oslo University Hospital","Association of interleukin 8 and myocardial recovery in patients with ST-elevation myocardial infarction complicated by acute heart failure","PLoS One","1932-6203",1,"10.1371/journal.pone.0112359",994.81
2015,"OuS-HF","Oslo University Hospital","Effects of ω3 supplementation in elderly patients with acute myocardial infarction: design of a prospective randomized placebo controlled study","BMC Geriatr","1471-2318",1,"10.1186/1471-2318-14-74",1076.03
2015,"OuS-HF","Oslo University Hospital","The influence of autologous bone marrow stem cell transplantation on matrix metalloproteinases in patients treated for acute ST-elevation myocardial infarction","Mediators Inflamm","1466-1861",1,"10.1155/2014/385901",1541.98
2015,"OuS-HF","Oslo University Hospital","The time profile of Pentraxin 3 in patients with acute ST-elevation myocardial infarction and stable angina pectoris undergoing percutaneous coronary intervention","Mediators Inflamm","1466-1861",1,"10.1155/2014/608414",1076.03
2015,"OuS-HF","Oslo University Hospital","Rapid and reliable detection of α-globin copy number variations by quantitative realtime PCR","BMC Hematol","2052-1839",1,"10.1186/2052-1839-14-4",1474.38
2015,"OuS-HF","Oslo University Hospital","Abdominal injuries in a major Scandinavian trauma center - performance assessment over an 8 year period","J Trauma Manag Outcomes","1752-2897",1,"10.1186/1752-2897-8-9",1316.95
2015,"OuS-HF","Oslo University Hospital","Effect of female genital schistosomiasis and anti-schistosomal treatment on monocytes, CD4+ T-cells and CCR5 expression in the female genital tract","PLoS One","1932-6203",1,"10.1371/journal.pone.0098593",891.04
2015,"OuS-HF","Oslo University Hospital","Sinonasal adenoid cystic carcinoma following formaldehyde exposure in the operating theatre","J Occup Med Toxicol","1745-6673",1,"10.1186/s12995-014-0043-4",1615.75
2015,"OuS-HF","Oslo University Hospital","Cell-cycle analyses using thymidine analogues in fission yeast Postmenopausal women","PLoS One","1932-6203",1,"10.1371/journal.pone.0088629",1154.36
2015,"OuS-HF","Oslo University Hospital","and a healed wrist fracture have reduced physical function and quality of life compared to a matched, healthy control group with no fracture","BMC Womens Health","1472-6874",1,"10.1186/1472-6874-14-92",1553.52
2015,"OuS-HF","Oslo University Hospital","Serum bilirubin concentration in healthy adult North-Europeans is strictly controlled by the UGT1A1 TA-repeat variants","PLoS One","1932-6203",1,"10.1371/journal.pone.0090248",923.49
2015,"OuS-HF","Oslo University Hospital","The correlation between pro- and anti-inflammatory cytokines in chronic subdural hematoma patients assessed with factor analysis","PLoS One","1932-6203",1,"10.1371/journal.pone.0090149",970.39
2015,"OuS-HF","Oslo University Hospital","Sexual violence and neonatal outcomes: a Norwegian population-based cohort study","BMJ Open","2044-6055",1,"10.1136/bmjopen-2014-005935",1586.67
2015,"OuS-HF","Oslo University Hospital","The Mysterious Ways of ErbB2/HER2 Trafficking","Membranes (Basel)","2077-0375",1,"10.3390/membranes4030424",232.12
2015,"OuS-HF","Oslo University Hospital","FCGR2A and FCGR3A polymorphisms and clinical outcome in metastatic colorectal cancer patients treated with first-line 5- fluorouracil/folinic acid and oxaliplatin +/- cetuximab","BMC Cancer","1471-2407",1,"10.1186/1471-2407-14-340",1491.57
2015,"OuS-HF","Oslo University Hospital","HLA variants related to primary sclerosing cholangitis influence rejection after liver transplantation","World J Gastroenterol","2219-2840",1,"10.3748/wjg.v20.i14.3986",928.45
2015,"OuS-HF","Oslo University Hospital","Refinement of the MHC Risk Map in a Scandinavian Primary Sclerosing Cholangitis Population","PLoS One","1932-6203",1,"10.1371/journal.pone.0114486",1049.3
2015,"OuS-HF","Oslo University Hospital","The homeostatic chemokine CCL21 predicts mortality in aortic stenosis patients and modulates left ventricular remodeling","PLoS One","1932-6203",1,"10.1371/journal.pone.0112172",1260.33
2015,"OuS-HF","Oslo University Hospital","Escherichia coli SeqA structures relocalize abruptly upon termination of origin sequestration during multifork DNA replication","PLoS One","1932-6203",1,"10.1371/journal.pone.0110575",975.1
2015,"OuS-HF","Oslo University Hospital","Surgical site infections after deep brain stimulation surgery: frequency, characteristics and management in a 10- year period","PLoS One","1932-6203",1,"10.1371/journal.pone.0105288",930.9
2015,"OuS-HF","Oslo University Hospital","The MOC31PE immunotoxin reduces cell migration and induces gene expression and cell death in ovarian cancer cells","J Ovarian Res","1757-2215",1,"10.1186/1757-2215-7-23",1294.86
2015,"OuS-HF","Oslo University Hospital","Increased coagulation activity and genetic polymorphisms in the F5, F10 and EPCR genes are associated with breast cancer: a case-control study","BMC Cancer","1471-2407",1,"10.1186/1471-2407-14-845",1667.31
2015,"OuS-HF","Oslo University Hospital","Incidence of traumatic cervical spine fractures in the Norwegian population: a national registry study","Scand J Trauma Resusc Emerg Med","1757-7241",1,"10.1186/s13049-014-0078-7",1644.71
2015,"OuS-HF","Oslo University Hospital","Reexpression of LSAMP inhibits tumor growth in a preclinical osteosarcoma model","Mol Cancer","1476-4598",1,"10.1186/1476-4598-13-93",1461.85
2015,"OuS-HF","Oslo University Hospital","Performance comparison of four exome capture systems for deep sequencing ardo A","BMC Genomics","1471-2164",1,"10.1186/1471-2164-15-449",1518.2
2015,"OuS-HF","Oslo University Hospital","Pelvic joint fusion in patients with severe pelvic girdle pain - a prospective single- subject research design study","BMC Musculoskelet Disord","1471-2474",1,"10.1186/1471-2474-15-85",1443.51
2015,"OuS-HF","Oslo University Hospital","High frequency of fusion transcripts involving TCF7L2 in colorectal cancer: novel fusion partner and splice variants","PLoS One","1932-6203",1,"10.1371/journal.pone.0091264",921.5
2015,"OuS-HF","Oslo University Hospital","Systematic assessment of prognostic gene signatures for breast cancer shows distinct influence of time and ER status","BMC Cancer","1471-2407",1,"10.1186/1471-2407-14-211",1474.27
2015,"OuS-HF","Oslo University Hospital","Transcriptome instability as a molecular pan-cancer characteristic of carcinomas","BMC Genomics","1471-2164",1,"10.1186/1471-2164-15-672",1588.31
2015,"OuS-HF","Oslo University Hospital","Differential protein network analysis of the immune cell lineage","Biomed Res Int","2314-6141",1,"10.1155/2014/363408",1240.84
2015,"OuS-HF","Oslo University Hospital","B7-H3 expression in colorectal cancer: associations with clinicopathological parameters and patient outcome","BMC Cancer","1471-2407",1,"10.1186/1471-2407-14-602",1523.45
2015,"OuS-HF","Oslo University Hospital","Comparison between karyotyping-FISHreverse transcription PCR and RNAsequencing-fusion gene identification programs in the detection of KAT6ACREBBP in acute myeloid leukemia","PLoS One","1932-6203",1,"10.1371/journal.pone.0096570",908.5
2015,"OuS-HF","Oslo University Hospital","The grep command but not FusionMap, FusionFinder or ChimeraScan captures the CIC-DUX4 fusion gene from whole transcriptome sequencing data on a small round cell tumor with t(4;19)(q35;q13)","PLoS One","1932-6203",1,"10.1371/journal.pone.0099439",897.49
2015,"OuS-HF","Oslo University Hospital","The Norwegian PMS2 founder mutation c.989-1G >T shows high penetrance of microsatellite instable cancers with normal immunohistochemistry","Hered Cancer Clin Pract","1897-4287",1,"10.1186/1897-4287-12-12",1503.24
2015,"OuS-HF","Oslo University Hospital","DW-MRI in assessment of the hypoxic fraction, interstitial fluid pressure, and metastatic propensity of melanoma xenografts","BMC Cancer","1471-2407",1,"10.1186/1471-2407-14-92",1490.84
2015,"OuS-HF","Oslo University Hospital","Tumor interstitial fluid pressure-a link between tumor hypoxia, microvascular density, and lymph node metastasis","Neoplasia","1476-5586",1,"10.1016/j.neo.2014.07.003",1765.98
2015,"OuS-HF","Oslo University Hospital","Mortality among patients with familial hypercholesterolemia: a registry-based study in Norway, 1992-2010","J Am Heart Assoc","2047-9980",1,"10.1161/JAHA.114.001236",1414.75
2015,"OuS-HF","Oslo University Hospital","A systematic review of cognitive remediation therapy for anorexia nervosa - development, current state and implications for future research and clinical practice","J Eat Dis","2050-2974",1,"10.1186/s40337-014-0026-y",1391.7
2015,"OuS-HF","Oslo University Hospital","Female reproductive decline is determined by remaining ovarian reserve and age","PLoS One","1932-6203",1,"10.1371/journal.pone.0108343",1005.42
2015,"OuS-HF","Oslo University Hospital","The tetraspanin CD53 modulates responses from activating NK cell receptors, promoting LFA-1 activation and dampening NK cell effector functions","PLoS One","1932-6203",1,"10.1371/journal.pone.0097844",905.7
2015,"OuS-HF","Oslo University Hospital","Supporting cancer patients in illness management: usability evaluation of a mobile app","JMIR Mhealth Uhealth","2291-5222",1,"10.2196/mhealth.3359",1080.01
2015,"OuS-HF","Oslo University Hospital","Does the immune system naturally protect against cancer?","","1664-3224",1,"10.3389/fimmu.2014.00197",891.29
2015,"OuS-HF","Oslo University Hospital","Testing different versions of the Affective Neuroscience Personality Scales in a clinical sample","PLoS One","1932-6203",1,"10.1371/journal.pone.0109394",925.39
2015,"OuS-HF","Oslo University Hospital","Baseline pressure errors (BPEs) extensively influence intracranial pressure scores: results of a prospective observational study","Biomed Eng Online","1475-925X",1,"10.1186/1475-925X-13-7",1491.4
2015,"OuS-HF","Oslo University Hospital","Increased prevalence of cardiovascular disease in idiopathic normal pressure hydrocephalus patients compared to a population-based cohort from the HUNT3 survey","Fluids Barriers CNS","2045-8118",1,"10.1186/2045-8118-11-19",1443.85
2015,"OuS-HF","Oslo University Hospital","The effect of baseline pressure errors on an intracranial pressure-derived index: results of a prospective observational study","Biomed Eng Online","1475-925X",1,"10.1186/1475-925X-13-99",1624.79
2015,"OuS-HF","Oslo University Hospital","Does a parental history of cancer moderate the associations between impaired health status in parents and psychosocial problems in teenagers: a HUNT study","Cancer Med","2045-7634",1,"10.1002/cam4.245",1578.91
